# Potential und Feldstaerke in einem festen Fenster, identisch fuer jede
# vorgeschriebene Form.  Punkte im Leiter tragen kein Feld und sind leer.
shape,r_m,z_m,phi_V,E_V_per_m
pi+1.50,2.395833333e-05,1.750000000e-05,1.121202305e+03,6.045311764e+06
pi+1.50,2.416666667e-05,1.750000000e-05,1.120648922e+03,6.013283244e+06
pi+1.50,2.437500000e-05,1.750000000e-05,1.120097753e+03,5.981668587e+06
pi+1.50,2.458333333e-05,1.750000000e-05,1.119552065e+03,5.951058187e+06
pi+1.50,2.479166667e-05,1.750000000e-05,1.119006377e+03,5.920456018e+06
pi+1.50,2.500000000e-05,1.750000000e-05,1.118460688e+03,5.889862209e+06
pi+1.50,0.000000000e+00,1.775000000e-05,1.167718953e+03,9.485570879e+06
pi+1.50,2.083333333e-07,1.775000000e-05,1.167706124e+03,9.483706978e+06
pi+1.50,4.166666667e-07,1.775000000e-05,1.167686950e+03,9.481395888e+06
pi+1.50,6.250000000e-07,1.775000000e-05,1.167655468e+03,9.478086250e+06
pi+1.50,8.333333333e-07,1.775000000e-05,1.167613608e+03,9.473834528e+06
pi+1.50,1.041666667e-06,1.775000000e-05,1.167559195e+03,9.468425298e+06
pi+1.50,1.250000000e-06,1.775000000e-05,1.167496802e+03,9.462505443e+06
pi+1.50,1.458333333e-06,1.775000000e-05,1.167416180e+03,9.455005341e+06
pi+1.50,1.666666667e-06,1.775000000e-05,1.167335558e+03,9.447804722e+06
pi+1.50,1.875000000e-06,1.775000000e-05,1.167230363e+03,9.439100445e+06
pi+1.50,2.083333333e-06,1.775000000e-05,1.167121128e+03,9.430356016e+06
pi+1.50,2.291666667e-06,1.775000000e-05,1.167005347e+03,9.421017469e+06
pi+1.50,2.500000000e-06,1.775000000e-05,1.166868632e+03,9.409249017e+06
pi+1.50,2.708333333e-06,1.775000000e-05,1.166731918e+03,9.397779575e+06
pi+1.50,2.916666667e-06,1.775000000e-05,1.166573563e+03,9.383994348e+06
pi+1.50,3.125000000e-06,1.775000000e-05,1.166412853e+03,9.370229089e+06
pi+1.50,3.333333333e-06,1.775000000e-05,1.166234490e+03,9.354701992e+06
pi+1.50,3.541666667e-06,1.775000000e-05,1.166052176e+03,9.339015728e+06
pi+1.50,3.750000000e-06,1.775000000e-05,1.165852756e+03,9.321635394e+06
pi+1.50,3.958333333e-06,1.775000000e-05,1.165646166e+03,9.303713109e+06
pi+1.50,4.166666667e-06,1.775000000e-05,1.165430283e+03,9.284999891e+06
pi+1.50,4.375000000e-06,1.775000000e-05,1.165201931e+03,9.265149940e+06
pi+1.50,4.583333333e-06,1.775000000e-05,1.164963734e+03,9.244451154e+06
pi+1.50,4.791666667e-06,1.775000000e-05,1.164715982e+03,9.222944554e+06
pi+1.50,5.000000000e-06,1.775000000e-05,1.164458706e+03,9.200062469e+06
pi+1.50,5.208333333e-06,1.775000000e-05,1.164190350e+03,9.175022436e+06
pi+1.50,5.416666667e-06,1.775000000e-05,1.163912740e+03,9.150765432e+06
pi+1.50,5.625000000e-06,1.775000000e-05,1.163625833e+03,9.125758584e+06
pi+1.50,5.833333333e-06,1.775000000e-05,1.163330010e+03,9.100040360e+06
pi+1.50,6.041666667e-06,1.775000000e-05,1.163025656e+03,9.073646863e+06
pi+1.50,6.250000000e-06,1.775000000e-05,1.162709729e+03,9.046295951e+06
pi+1.50,6.458333333e-06,1.775000000e-05,1.162386312e+03,9.018391756e+06
pi+1.50,6.666666667e-06,1.775000000e-05,1.162056460e+03,8.990041440e+06
pi+1.50,6.875000000e-06,1.775000000e-05,1.161713471e+03,8.960572542e+06
pi+1.50,7.083333333e-06,1.775000000e-05,1.161367917e+03,8.931222233e+06
pi+1.50,7.291666667e-06,1.775000000e-05,1.161007509e+03,8.902540672e+06
pi+1.50,7.500000000e-06,1.775000000e-05,1.160647101e+03,8.874062012e+06
pi+1.50,7.708333333e-06,1.775000000e-05,1.160270520e+03,8.844530100e+06
pi+1.50,7.916666667e-06,1.775000000e-05,1.159893940e+03,8.815191641e+06
pi+1.50,8.125000000e-06,1.775000000e-05,1.159503773e+03,8.782952219e+06
pi+1.50,8.333333333e-06,1.775000000e-05,1.159111367e+03,8.750573834e+06
pi+1.50,8.541666667e-06,1.775000000e-05,1.158707873e+03,8.717287972e+06
pi+1.50,8.750000000e-06,1.775000000e-05,1.158299323e+03,8.683728347e+06
pi+1.50,8.958333333e-06,1.775000000e-05,1.157884915e+03,8.649811084e+06
pi+1.50,9.166666667e-06,1.775000000e-05,1.157461971e+03,8.615234855e+06
pi+1.50,9.375000000e-06,1.775000000e-05,1.157033078e+03,8.580302238e+06
pi+1.50,9.583333333e-06,1.775000000e-05,1.156598188e+03,8.545001327e+06
pi+1.50,9.791666667e-06,1.775000000e-05,1.156157301e+03,8.509326944e+06
pi+1.50,1.000000000e-05,1.775000000e-05,1.155710693e+03,8.471443330e+06
pi+1.50,1.020833333e-05,1.775000000e-05,1.155257525e+03,8.433498686e+06
pi+1.50,1.041666667e-05,1.775000000e-05,1.154798998e+03,8.396640239e+06
pi+1.50,1.062500000e-05,1.775000000e-05,1.154335209e+03,8.359536458e+06
pi+1.50,1.083333333e-05,1.775000000e-05,1.153866503e+03,8.322162641e+06
pi+1.50,1.104166667e-05,1.775000000e-05,1.153392481e+03,8.284511832e+06
pi+1.50,1.125000000e-05,1.775000000e-05,1.152912796e+03,8.246605115e+06
pi+1.50,1.145833333e-05,1.775000000e-05,1.152429394e+03,8.208549252e+06
pi+1.50,1.166666667e-05,1.775000000e-05,1.151941423e+03,8.170258449e+06
pi+1.50,1.187500000e-05,1.775000000e-05,1.151448072e+03,8.131745312e+06
pi+1.50,1.208333333e-05,1.775000000e-05,1.150952413e+03,8.093208631e+06
pi+1.50,1.229166667e-05,1.775000000e-05,1.150450194e+03,8.054351520e+06
pi+1.50,1.250000000e-05,1.775000000e-05,1.149946444e+03,8.015511872e+06
pi+1.50,1.270833333e-05,1.775000000e-05,1.149437051e+03,7.976459131e+06
pi+1.50,1.291666667e-05,1.775000000e-05,1.148924910e+03,7.937357110e+06
pi+1.50,1.312500000e-05,1.775000000e-05,1.148410621e+03,7.898247630e+06
pi+1.50,1.333333333e-05,1.775000000e-05,1.147889934e+03,7.858882801e+06
pi+1.50,1.354166667e-05,1.775000000e-05,1.147369247e+03,7.819622060e+06
pi+1.50,1.375000000e-05,1.775000000e-05,1.146844219e+03,7.780299923e+06
pi+1.50,1.395833333e-05,1.775000000e-05,1.146315032e+03,7.740913819e+06
pi+1.50,1.416666667e-05,1.775000000e-05,1.145785845e+03,7.701621618e+06
pi+1.50,1.437500000e-05,1.775000000e-05,1.145253334e+03,7.662292636e+06
pi+1.50,1.458333333e-05,1.775000000e-05,1.144715962e+03,7.622856751e+06
pi+1.50,1.479166667e-05,1.775000000e-05,1.144178590e+03,7.583504109e+06
pi+1.50,1.500000000e-05,1.775000000e-05,1.143641218e+03,7.544236012e+06
pi+1.50,1.520833333e-05,1.775000000e-05,1.143097102e+03,7.505008542e+06
pi+1.50,1.541666667e-05,1.775000000e-05,1.142552195e+03,7.465847921e+06
pi+1.50,1.562500000e-05,1.775000000e-05,1.142007288e+03,7.426759758e+06
pi+1.50,1.583333333e-05,1.775000000e-05,1.141462381e+03,7.387745205e+06
pi+1.50,1.604166667e-05,1.775000000e-05,1.140911530e+03,7.350891144e+06
pi+1.50,1.625000000e-05,1.775000000e-05,1.140360144e+03,7.314279672e+06
pi+1.50,1.645833333e-05,1.775000000e-05,1.139808758e+03,7.277723213e+06
pi+1.50,1.666666667e-05,1.775000000e-05,1.139257373e+03,7.241222602e+06
pi+1.50,1.687500000e-05,1.775000000e-05,1.138704010e+03,7.205226524e+06
pi+1.50,1.708333333e-05,1.775000000e-05,1.138147870e+03,7.169906939e+06
pi+1.50,1.729166667e-05,1.775000000e-05,1.137591730e+03,7.134631712e+06
pi+1.50,1.750000000e-05,1.775000000e-05,1.137035591e+03,7.099401504e+06
pi+1.50,1.770833333e-05,1.775000000e-05,1.136479451e+03,7.064216989e+06
pi+1.50,1.791666667e-05,1.775000000e-05,1.135921141e+03,7.027181527e+06
pi+1.50,1.812500000e-05,1.775000000e-05,1.135362369e+03,6.989785730e+06
pi+1.50,1.833333333e-05,1.775000000e-05,1.134803596e+03,6.952433877e+06
pi+1.50,1.854166667e-05,1.775000000e-05,1.134244824e+03,6.915126680e+06
pi+1.50,1.875000000e-05,1.775000000e-05,1.133685341e+03,6.878169539e+06
pi+1.50,1.895833333e-05,1.775000000e-05,1.133125634e+03,6.841346922e+06
pi+1.50,1.916666667e-05,1.775000000e-05,1.132565926e+03,6.804561853e+06
pi+1.50,1.937500000e-05,1.775000000e-05,1.132006244e+03,6.767548342e+06
pi+1.50,1.958333333e-05,1.775000000e-05,1.131446684e+03,6.729288998e+06
pi+1.50,1.979166667e-05,1.775000000e-05,1.130887124e+03,6.691065283e+06
pi+1.50,2.000000000e-05,1.775000000e-05,1.130327564e+03,6.652877812e+06
pi+1.50,2.020833333e-05,1.775000000e-05,1.129768900e+03,6.615430314e+06
pi+1.50,2.041666667e-05,1.775000000e-05,1.129210236e+03,6.578012948e+06
pi+1.50,2.062500000e-05,1.775000000e-05,1.128651571e+03,6.540626231e+06
pi+1.50,2.083333333e-05,1.775000000e-05,1.128094284e+03,6.505466585e+06
pi+1.50,2.104166667e-05,1.775000000e-05,1.127537302e+03,6.470815071e+06
pi+1.50,2.125000000e-05,1.775000000e-05,1.126980319e+03,6.436186609e+06
pi+1.50,2.145833333e-05,1.775000000e-05,1.126423924e+03,6.401766868e+06
pi+1.50,2.166666667e-05,1.775000000e-05,1.125869641e+03,6.368032015e+06
pi+1.50,2.187500000e-05,1.775000000e-05,1.125315357e+03,6.334315974e+06
pi+1.50,2.208333333e-05,1.775000000e-05,1.124761073e+03,6.300619047e+06
pi+1.50,2.229166667e-05,1.775000000e-05,1.124207337e+03,6.267079158e+06
pi+1.50,2.250000000e-05,1.775000000e-05,1.123657000e+03,6.234410806e+06
pi+1.50,2.270833333e-05,1.775000000e-05,1.123106663e+03,6.201757449e+06
pi+1.50,2.291666667e-05,1.775000000e-05,1.122556326e+03,6.169119325e+06
pi+1.50,2.312500000e-05,1.775000000e-05,1.122005989e+03,6.136496677e+06
pi+1.50,2.333333333e-05,1.775000000e-05,1.121458472e+03,6.104488964e+06
pi+1.50,2.354166667e-05,1.775000000e-05,1.120913571e+03,6.073049637e+06
pi+1.50,2.375000000e-05,1.775000000e-05,1.120368671e+03,6.041621881e+06
pi+1.50,2.395833333e-05,1.775000000e-05,1.119823770e+03,6.010205880e+06
pi+1.50,2.416666667e-05,1.775000000e-05,1.119278869e+03,5.978801818e+06
pi+1.50,2.437500000e-05,1.775000000e-05,1.118736033e+03,5.947793566e+06
pi+1.50,2.458333333e-05,1.775000000e-05,1.118198305e+03,5.917744609e+06
pi+1.50,2.479166667e-05,1.775000000e-05,1.117660577e+03,5.887704072e+06
pi+1.50,2.500000000e-05,1.775000000e-05,1.117122849e+03,5.857672084e+06
pi+1.50,0.000000000e+00,1.800000000e-05,1.165239792e+03,9.339012922e+06
pi+1.50,2.083333333e-07,1.800000000e-05,1.165227388e+03,9.337237780e+06
pi+1.50,4.166666667e-07,1.800000000e-05,1.165208847e+03,9.335036353e+06
pi+1.50,6.250000000e-07,1.800000000e-05,1.165178404e+03,9.331883528e+06
pi+1.50,8.333333333e-07,1.800000000e-05,1.165137925e+03,9.327832800e+06
pi+1.50,1.041666667e-06,1.800000000e-05,1.165085306e+03,9.322678955e+06
pi+1.50,1.250000000e-06,1.800000000e-05,1.165024969e+03,9.317037812e+06
pi+1.50,1.458333333e-06,1.800000000e-05,1.164946998e+03,9.309890447e+06
pi+1.50,1.666666667e-06,1.800000000e-05,1.164869027e+03,9.303027697e+06
pi+1.50,1.875000000e-06,1.800000000e-05,1.164767279e+03,9.294730847e+06
pi+1.50,2.083333333e-06,1.800000000e-05,1.164661621e+03,9.286395101e+06
pi+1.50,2.291666667e-06,1.800000000e-05,1.164549626e+03,9.277491949e+06
pi+1.50,2.500000000e-06,1.800000000e-05,1.164417366e+03,9.266270543e+06
pi+1.50,2.708333333e-06,1.800000000e-05,1.164285106e+03,9.255333552e+06
pi+1.50,2.916666667e-06,1.800000000e-05,1.164131886e+03,9.242185024e+06
pi+1.50,3.125000000e-06,1.800000000e-05,1.163976384e+03,9.229054692e+06
pi+1.50,3.333333333e-06,1.800000000e-05,1.163803774e+03,9.214239855e+06
pi+1.50,3.541666667e-06,1.800000000e-05,1.163627335e+03,9.199271870e+06
pi+1.50,3.750000000e-06,1.800000000e-05,1.163434309e+03,9.182682572e+06
pi+1.50,3.958333333e-06,1.800000000e-05,1.163234325e+03,9.165573197e+06
pi+1.50,4.166666667e-06,1.800000000e-05,1.163025327e+03,9.147705454e+06
pi+1.50,4.375000000e-06,1.800000000e-05,1.162804224e+03,9.128747298e+06
pi+1.50,4.583333333e-06,1.800000000e-05,1.162573560e+03,9.108973871e+06
pi+1.50,4.791666667e-06,1.800000000e-05,1.162333614e+03,9.088424002e+06
pi+1.50,5.000000000e-06,1.800000000e-05,1.162084411e+03,9.066554522e+06
pi+1.50,5.208333333e-06,1.800000000e-05,1.161824436e+03,9.042614768e+06
pi+1.50,5.416666667e-06,1.800000000e-05,1.161555457e+03,9.019417100e+06
pi+1.50,5.625000000e-06,1.800000000e-05,1.161277431e+03,8.995495893e+06
pi+1.50,5.833333333e-06,1.800000000e-05,1.160990722e+03,8.970887595e+06
pi+1.50,6.041666667e-06,1.800000000e-05,1.160695704e+03,8.945626556e+06
pi+1.50,6.250000000e-06,1.800000000e-05,1.160389404e+03,8.919439352e+06
pi+1.50,6.458333333e-06,1.800000000e-05,1.160075798e+03,8.892715520e+06
pi+1.50,6.666666667e-06,1.800000000e-05,1.159755915e+03,8.865558728e+06
pi+1.50,6.875000000e-06,1.800000000e-05,1.159423205e+03,8.837317111e+06
pi+1.50,7.083333333e-06,1.800000000e-05,1.159087989e+03,8.809186833e+06
pi+1.50,7.291666667e-06,1.800000000e-05,1.158738253e+03,8.781683216e+06
pi+1.50,7.500000000e-06,1.800000000e-05,1.158388517e+03,8.754374396e+06
pi+1.50,7.708333333e-06,1.800000000e-05,1.158022953e+03,8.726039865e+06
pi+1.50,7.916666667e-06,1.800000000e-05,1.157657388e+03,8.697891234e+06
pi+1.50,8.125000000e-06,1.800000000e-05,1.157278509e+03,8.666942922e+06
pi+1.50,8.333333333e-06,1.800000000e-05,1.156897433e+03,8.635858702e+06
pi+1.50,8.541666667e-06,1.800000000e-05,1.156505477e+03,8.603887848e+06
pi+1.50,8.750000000e-06,1.800000000e-05,1.156108553e+03,8.571646694e+06
pi+1.50,8.958333333e-06,1.800000000e-05,1.155705873e+03,8.539053492e+06
pi+1.50,9.166666667e-06,1.800000000e-05,1.155294797e+03,8.505813570e+06
pi+1.50,9.375000000e-06,1.800000000e-05,1.154877865e+03,8.472221270e+06
pi+1.50,9.583333333e-06,1.800000000e-05,1.154455023e+03,8.438264654e+06
pi+1.50,9.791666667e-06,1.800000000e-05,1.154026267e+03,8.403938235e+06
pi+1.50,1.000000000e-05,1.800000000e-05,1.153591866e+03,8.367474471e+06
pi+1.50,1.020833333e-05,1.800000000e-05,1.153150985e+03,8.330937603e+06
pi+1.50,1.041666667e-05,1.800000000e-05,1.152704803e+03,8.295435421e+06
pi+1.50,1.062500000e-05,1.800000000e-05,1.152253413e+03,8.259685953e+06
pi+1.50,1.083333333e-05,1.800000000e-05,1.151797150e+03,8.223665730e+06
pi+1.50,1.104166667e-05,1.800000000e-05,1.151335616e+03,8.187366597e+06
pi+1.50,1.125000000e-05,1.800000000e-05,1.150868457e+03,8.150807236e+06
pi+1.50,1.145833333e-05,1.800000000e-05,1.150397602e+03,8.114095039e+06
pi+1.50,1.166666667e-05,1.800000000e-05,1.149922202e+03,8.077144838e+06
pi+1.50,1.187500000e-05,1.800000000e-05,1.149441439e+03,8.039965459e+06
pi+1.50,1.208333333e-05,1.800000000e-05,1.148958374e+03,8.002757645e+06
pi+1.50,1.229166667e-05,1.800000000e-05,1.148468754e+03,7.965220918e+06
pi+1.50,1.250000000e-05,1.800000000e-05,1.147977603e+03,7.927697247e+06
pi+1.50,1.270833333e-05,1.800000000e-05,1.147480794e+03,7.889949373e+06
pi+1.50,1.291666667e-05,1.800000000e-05,1.146981230e+03,7.852145509e+06
pi+1.50,1.312500000e-05,1.800000000e-05,1.146479505e+03,7.814327188e+06
pi+1.50,1.333333333e-05,1.800000000e-05,1.145971339e+03,7.776238712e+06
pi+1.50,1.354166667e-05,1.800000000e-05,1.145463173e+03,7.738251872e+06
pi+1.50,1.375000000e-05,1.800000000e-05,1.144950615e+03,7.700187916e+06
pi+1.50,1.395833333e-05,1.800000000e-05,1.144433849e+03,7.662045224e+06
pi+1.50,1.416666667e-05,1.800000000e-05,1.143917083e+03,7.623994400e+06
pi+1.50,1.437500000e-05,1.800000000e-05,1.143396930e+03,7.585892229e+06
pi+1.50,1.458333333e-05,1.800000000e-05,1.142871823e+03,7.547663178e+06
pi+1.50,1.479166667e-05,1.800000000e-05,1.142346716e+03,7.509515759e+06
pi+1.50,1.500000000e-05,1.800000000e-05,1.141821609e+03,7.471451222e+06
pi+1.50,1.520833333e-05,1.800000000e-05,1.141289560e+03,7.433386185e+06
pi+1.50,1.541666667e-05,1.800000000e-05,1.140756695e+03,7.395382162e+06
pi+1.50,1.562500000e-05,1.800000000e-05,1.140223831e+03,7.357449376e+06
pi+1.50,1.583333333e-05,1.800000000e-05,1.139690967e+03,7.319588935e+06
pi+1.50,1.604166667e-05,1.800000000e-05,1.139151882e+03,7.283784833e+06
pi+1.50,1.625000000e-05,1.800000000e-05,1.138612238e+03,7.248213307e+06
pi+1.50,1.645833333e-05,1.800000000e-05,1.138072593e+03,7.212696025e+06
pi+1.50,1.666666667e-05,1.800000000e-05,1.137532949e+03,7.177233792e+06
pi+1.50,1.687500000e-05,1.800000000e-05,1.136991174e+03,7.142244989e+06
pi+1.50,1.708333333e-05,1.800000000e-05,1.136446408e+03,7.107889589e+06
pi+1.50,1.729166667e-05,1.800000000e-05,1.135901642e+03,7.073578057e+06
pi+1.50,1.750000000e-05,1.800000000e-05,1.135356876e+03,7.039311034e+06
pi+1.50,1.770833333e-05,1.800000000e-05,1.134812109e+03,7.005089174e+06
pi+1.50,1.791666667e-05,1.800000000e-05,1.134264857e+03,6.969031603e+06
pi+1.50,1.812500000e-05,1.800000000e-05,1.133717076e+03,6.932616694e+06
pi+1.50,1.833333333e-05,1.800000000e-05,1.133169294e+03,6.896245366e+06
pi+1.50,1.854166667e-05,1.800000000e-05,1.132621513e+03,6.859918312e+06
pi+1.50,1.875000000e-05,1.800000000e-05,1.132072749e+03,6.823902155e+06
pi+1.50,1.895833333e-05,1.800000000e-05,1.131523675e+03,6.788008035e+06
pi+1.50,1.916666667e-05,1.800000000e-05,1.130974601e+03,6.752151265e+06
pi+1.50,1.937500000e-05,1.800000000e-05,1.130425496e+03,6.716066014e+06
pi+1.50,1.958333333e-05,1.800000000e-05,1.129876245e+03,6.678735623e+06
pi+1.50,1.979166667e-05,1.800000000e-05,1.129326993e+03,6.641440782e+06
pi+1.50,2.000000000e-05,1.800000000e-05,1.128777741e+03,6.604182094e+06
pi+1.50,2.020833333e-05,1.800000000e-05,1.128229074e+03,6.567610316e+06
pi+1.50,2.041666667e-05,1.800000000e-05,1.127680407e+03,6.531068695e+06
pi+1.50,2.062500000e-05,1.800000000e-05,1.127131740e+03,6.494557741e+06
pi+1.50,2.083333333e-05,1.800000000e-05,1.126584176e+03,6.460195780e+06
pi+1.50,2.104166667e-05,1.800000000e-05,1.126036856e+03,6.426324801e+06
pi+1.50,2.125000000e-05,1.800000000e-05,1.125489535e+03,6.392476960e+06
pi+1.50,2.145833333e-05,1.800000000e-05,1.124942721e+03,6.358826600e+06
pi+1.50,2.166666667e-05,1.800000000e-05,1.124397722e+03,6.325820642e+06
pi+1.50,2.187500000e-05,1.800000000e-05,1.123852723e+03,6.292833636e+06
pi+1.50,2.208333333e-05,1.800000000e-05,1.123307724e+03,6.259865879e+06
pi+1.50,2.229166667e-05,1.800000000e-05,1.122763214e+03,6.227047556e+06
pi+1.50,2.250000000e-05,1.800000000e-05,1.122221738e+03,6.195052857e+06
pi+1.50,2.270833333e-05,1.800000000e-05,1.121680263e+03,6.163073325e+06
pi+1.50,2.291666667e-05,1.800000000e-05,1.121138787e+03,6.131109198e+06
pi+1.50,2.312500000e-05,1.800000000e-05,1.120597312e+03,6.099160718e+06
pi+1.50,2.333333333e-05,1.800000000e-05,1.120058413e+03,6.067796577e+06
pi+1.50,2.354166667e-05,1.800000000e-05,1.119521906e+03,6.036972464e+06
pi+1.50,2.375000000e-05,1.800000000e-05,1.118985399e+03,6.006160112e+06
pi+1.50,2.395833333e-05,1.800000000e-05,1.118448891e+03,5.975359703e+06
pi+1.50,2.416666667e-05,1.800000000e-05,1.117912384e+03,5.944571422e+06
pi+1.50,2.437500000e-05,1.800000000e-05,1.117377793e+03,5.914161285e+06
pi+1.50,2.458333333e-05,1.800000000e-05,1.116847947e+03,5.884666441e+06
pi+1.50,2.479166667e-05,1.800000000e-05,1.116318100e+03,5.855180205e+06
pi+1.50,2.500000000e-05,1.800000000e-05,1.115788254e+03,5.825702707e+06
pi+1.50,0.000000000e+00,1.825000000e-05,1.163048924e+03,9.225616307e+06
pi+1.50,2.083333333e-07,1.825000000e-05,1.163036815e+03,9.223895933e+06
pi+1.50,4.166666667e-07,1.825000000e-05,1.163018716e+03,9.221761901e+06
pi+1.50,6.250000000e-07,1.825000000e-05,1.162988999e+03,9.218705370e+06
pi+1.50,8.333333333e-07,1.825000000e-05,1.162949484e+03,9.214778054e+06
pi+1.50,1.041666667e-06,1.825000000e-05,1.162898118e+03,9.209781041e+06
pi+1.50,1.250000000e-06,1.825000000e-05,1.162839215e+03,9.204310889e+06
pi+1.50,1.458333333e-06,1.825000000e-05,1.162763097e+03,9.197380736e+06
pi+1.50,1.666666667e-06,1.825000000e-05,1.162686980e+03,9.190725202e+06
pi+1.50,1.875000000e-06,1.825000000e-05,1.162587644e+03,9.182679747e+06
pi+1.50,2.083333333e-06,1.825000000e-05,1.162484490e+03,9.174595778e+06
pi+1.50,2.291666667e-06,1.825000000e-05,1.162375147e+03,9.165960840e+06
pi+1.50,2.500000000e-06,1.825000000e-05,1.162246012e+03,9.155077885e+06
pi+1.50,2.708333333e-06,1.825000000e-05,1.162116878e+03,9.144469438e+06
pi+1.50,2.916666667e-06,1.825000000e-05,1.161967266e+03,9.131716122e+06
pi+1.50,3.125000000e-06,1.825000000e-05,1.161815425e+03,9.118979292e+06
pi+1.50,3.333333333e-06,1.825000000e-05,1.161646867e+03,9.104608003e+06
pi+1.50,3.541666667e-06,1.825000000e-05,1.161474568e+03,9.090087036e+06
pi+1.50,3.750000000e-06,1.825000000e-05,1.161286056e+03,9.073992407e+06
pi+1.50,3.958333333e-06,1.825000000e-05,1.161090742e+03,9.057391967e+06
pi+1.50,4.166666667e-06,1.825000000e-05,1.160886614e+03,9.040054557e+06
pi+1.50,4.375000000e-06,1.825000000e-05,1.160670649e+03,9.021657738e+06
pi+1.50,4.583333333e-06,1.825000000e-05,1.160445332e+03,9.002468274e+06
pi+1.50,4.791666667e-06,1.825000000e-05,1.160210935e+03,8.982523695e+06
pi+1.50,5.000000000e-06,1.825000000e-05,1.159967481e+03,8.961296557e+06
pi+1.50,5.208333333e-06,1.825000000e-05,1.159713483e+03,8.938057594e+06
pi+1.50,5.416666667e-06,1.825000000e-05,1.159450671e+03,8.915536806e+06
pi+1.50,5.625000000e-06,1.825000000e-05,1.159179001e+03,8.892311352e+06
pi+1.50,5.833333333e-06,1.825000000e-05,1.158898827e+03,8.868416480e+06
pi+1.50,6.041666667e-06,1.825000000e-05,1.158610513e+03,8.843885443e+06
pi+1.50,6.250000000e-06,1.825000000e-05,1.158311144e+03,8.818451839e+06
pi+1.50,6.458333333e-06,1.825000000e-05,1.158004613e+03,8.792494468e+06
pi+1.50,6.666666667e-06,1.825000000e-05,1.157691929e+03,8.766114305e+06
pi+1.50,6.875000000e-06,1.825000000e-05,1.157366664e+03,8.738676008e+06
pi+1.50,7.083333333e-06,1.825000000e-05,1.157038940e+03,8.711344450e+06
pi+1.50,7.291666667e-06,1.825000000e-05,1.156696969e+03,8.684617133e+06
pi+1.50,7.500000000e-06,1.825000000e-05,1.156354997e+03,8.658078494e+06
pi+1.50,7.708333333e-06,1.825000000e-05,1.155997481e+03,8.630537918e+06
pi+1.50,7.916666667e-06,1.825000000e-05,1.155639965e+03,8.603177476e+06
pi+1.50,8.125000000e-06,1.825000000e-05,1.155269366e+03,8.573090129e+06
pi+1.50,8.333333333e-06,1.825000000e-05,1.154896607e+03,8.542869179e+06
pi+1.50,8.541666667e-06,1.825000000e-05,1.154513148e+03,8.511780672e+06
pi+1.50,8.750000000e-06,1.825000000e-05,1.154124802e+03,8.480426247e+06
pi+1.50,8.958333333e-06,1.825000000e-05,1.153730790e+03,8.448726048e+06
pi+1.50,9.166666667e-06,1.825000000e-05,1.153328512e+03,8.416391677e+06
pi+1.50,9.375000000e-06,1.825000000e-05,1.152920463e+03,8.383710543e+06
pi+1.50,9.583333333e-06,1.825000000e-05,1.152506591e+03,8.350670822e+06
pi+1.50,9.791666667e-06,1.825000000e-05,1.152086888e+03,8.317266945e+06
pi+1.50,1.000000000e-05,1.825000000e-05,1.151661615e+03,8.281778350e+06
pi+1.50,1.020833333e-05,1.825000000e-05,1.151229946e+03,8.246212670e+06
pi+1.50,1.041666667e-05,1.825000000e-05,1.150793042e+03,8.211649397e+06
pi+1.50,1.062500000e-05,1.825000000e-05,1.150350991e+03,8.176840666e+06
pi+1.50,1.083333333e-05,1.825000000e-05,1.149904122e+03,8.141763707e+06
pi+1.50,1.104166667e-05,1.825000000e-05,1.149452039e+03,8.106409969e+06
pi+1.50,1.125000000e-05,1.825000000e-05,1.148994386e+03,8.070796907e+06
pi+1.50,1.145833333e-05,1.825000000e-05,1.148533071e+03,8.035030868e+06
pi+1.50,1.166666667e-05,1.825000000e-05,1.148067252e+03,7.999027899e+06
pi+1.50,1.187500000e-05,1.825000000e-05,1.147596111e+03,7.962795112e+06
pi+1.50,1.208333333e-05,1.825000000e-05,1.147122685e+03,7.926531843e+06
pi+1.50,1.229166667e-05,1.825000000e-05,1.146642746e+03,7.889939305e+06
pi+1.50,1.250000000e-05,1.825000000e-05,1.146161285e+03,7.853357503e+06
pi+1.50,1.270833333e-05,1.825000000e-05,1.145674191e+03,7.816548772e+06
pi+1.50,1.291666667e-05,1.825000000e-05,1.145184354e+03,7.779681470e+06
pi+1.50,1.312500000e-05,1.825000000e-05,1.144692359e+03,7.742796480e+06
pi+1.50,1.333333333e-05,1.825000000e-05,1.144193938e+03,7.705637329e+06
pi+1.50,1.354166667e-05,1.825000000e-05,1.143695516e+03,7.668577432e+06
pi+1.50,1.375000000e-05,1.825000000e-05,1.143192697e+03,7.631433876e+06
pi+1.50,1.395833333e-05,1.825000000e-05,1.142685666e+03,7.594205528e+06
pi+1.50,1.416666667e-05,1.825000000e-05,1.142178634e+03,7.557066987e+06
pi+1.50,1.437500000e-05,1.825000000e-05,1.141668198e+03,7.519870647e+06
pi+1.50,1.458333333e-05,1.825000000e-05,1.141152780e+03,7.482539259e+06
pi+1.50,1.479166667e-05,1.825000000e-05,1.140637363e+03,7.445287775e+06
pi+1.50,1.500000000e-05,1.825000000e-05,1.140121946e+03,7.408117402e+06
pi+1.50,1.520833333e-05,1.825000000e-05,1.139599506e+03,7.370927044e+06
pi+1.50,1.541666667e-05,1.825000000e-05,1.139076241e+03,7.333794230e+06
