# Potential und Feldstaerke in einem festen Fenster, identisch fuer jede
# vorgeschriebene Form.  Punkte im Leiter tragen kein Feld und sind leer.
shape,r_m,z_m,phi_V,E_V_per_m
pi+1.50,1.562500000e-05,1.825000000e-05,1.138552977e+03,7.296731246e+06
pi+1.50,1.583333333e-05,1.825000000e-05,1.138029712e+03,7.259739162e+06
pi+1.50,1.604166667e-05,1.825000000e-05,1.137500094e+03,7.224736105e+06
pi+1.50,1.625000000e-05,1.825000000e-05,1.136969905e+03,7.189958726e+06
pi+1.50,1.645833333e-05,1.825000000e-05,1.136439716e+03,7.155234609e+06
pi+1.50,1.666666667e-05,1.825000000e-05,1.135909526e+03,7.120564531e+06
pi+1.50,1.687500000e-05,1.825000000e-05,1.135377124e+03,7.086348612e+06
pi+1.50,1.708333333e-05,1.825000000e-05,1.134841615e+03,7.052739686e+06
pi+1.50,1.729166667e-05,1.825000000e-05,1.134306105e+03,7.019173911e+06
pi+1.50,1.750000000e-05,1.825000000e-05,1.133770596e+03,6.985651907e+06
pi+1.50,1.770833333e-05,1.825000000e-05,1.133235087e+03,6.952174309e+06
pi+1.50,1.791666667e-05,1.825000000e-05,1.132696909e+03,6.916882274e+06
pi+1.50,1.812500000e-05,1.825000000e-05,1.132158163e+03,6.881236957e+06
pi+1.50,1.833333333e-05,1.825000000e-05,1.131619417e+03,6.845634580e+06
pi+1.50,1.854166667e-05,1.825000000e-05,1.131080671e+03,6.810075818e+06
pi+1.50,1.875000000e-05,1.825000000e-05,1.130540778e+03,6.774805145e+06
pi+1.50,1.895833333e-05,1.825000000e-05,1.130000522e+03,6.739649008e+06
pi+1.50,1.916666667e-05,1.825000000e-05,1.129460265e+03,6.704529741e+06
pi+1.50,1.937500000e-05,1.825000000e-05,1.128919943e+03,6.669183359e+06
pi+1.50,1.958333333e-05,1.825000000e-05,1.128379304e+03,6.632600366e+06
pi+1.50,1.979166667e-05,1.825000000e-05,1.127838664e+03,6.596052535e+06
pi+1.50,2.000000000e-05,1.825000000e-05,1.127298025e+03,6.559540454e+06
pi+1.50,2.020833333e-05,1.825000000e-05,1.126757768e+03,6.523681556e+06
pi+1.50,2.041666667e-05,1.825000000e-05,1.126217511e+03,6.487852547e+06
pi+1.50,2.062500000e-05,1.825000000e-05,1.125677253e+03,6.452053924e+06
pi+1.50,2.083333333e-05,1.825000000e-05,1.125137917e+03,6.418347246e+06
pi+1.50,2.104166667e-05,1.825000000e-05,1.124598784e+03,6.385118856e+06
pi+1.50,2.125000000e-05,1.825000000e-05,1.124059651e+03,6.351913443e+06
pi+1.50,2.145833333e-05,1.825000000e-05,1.123520968e+03,6.318897791e+06
pi+1.50,2.166666667e-05,1.825000000e-05,1.122983898e+03,6.286499359e+06
pi+1.50,2.187500000e-05,1.825000000e-05,1.122446828e+03,6.254119793e+06
pi+1.50,2.208333333e-05,1.825000000e-05,1.121909758e+03,6.221759385e+06
pi+1.50,2.229166667e-05,1.825000000e-05,1.121373136e+03,6.189543015e+06
pi+1.50,2.250000000e-05,1.825000000e-05,1.120839293e+03,6.158117310e+06
pi+1.50,2.270833333e-05,1.825000000e-05,1.120305450e+03,6.126706746e+06
pi+1.50,2.291666667e-05,1.825000000e-05,1.119771607e+03,6.095311557e+06
pi+1.50,2.312500000e-05,1.825000000e-05,1.119237765e+03,6.063931981e+06
pi+1.50,2.333333333e-05,1.825000000e-05,1.118706325e+03,6.033115042e+06
pi+1.50,2.354166667e-05,1.825000000e-05,1.118177114e+03,6.002818035e+06
pi+1.50,2.375000000e-05,1.825000000e-05,1.117647903e+03,5.972532808e+06
pi+1.50,2.395833333e-05,1.825000000e-05,1.117118692e+03,5.942259542e+06
pi+1.50,2.416666667e-05,1.825000000e-05,1.116589481e+03,5.911998419e+06
pi+1.50,2.437500000e-05,1.825000000e-05,1.116062078e+03,5.882102490e+06
pi+1.50,2.458333333e-05,1.825000000e-05,1.115539151e+03,5.853089807e+06
pi+1.50,2.479166667e-05,1.825000000e-05,1.115016225e+03,5.824085783e+06
pi+1.50,2.500000000e-05,1.825000000e-05,1.114493298e+03,5.795090549e+06
pi+1.50,0.000000000e+00,1.850000000e-05,1.160858056e+03,9.112219747e+06
pi+1.50,2.083333333e-07,1.850000000e-05,1.160846243e+03,9.110554241e+06
pi+1.50,4.166666667e-07,1.850000000e-05,1.160828586e+03,9.108487766e+06
pi+1.50,6.250000000e-07,1.850000000e-05,1.160799594e+03,9.105527774e+06
pi+1.50,8.333333333e-07,1.850000000e-05,1.160761043e+03,9.101724200e+06
pi+1.50,1.041666667e-06,1.850000000e-05,1.160710929e+03,9.096884446e+06
pi+1.50,1.250000000e-06,1.850000000e-05,1.160653462e+03,9.091585793e+06
pi+1.50,1.458333333e-06,1.850000000e-05,1.160579197e+03,9.084873427e+06
pi+1.50,1.666666667e-06,1.850000000e-05,1.160504932e+03,9.078425765e+06
pi+1.50,1.875000000e-06,1.850000000e-05,1.160408009e+03,9.070632379e+06
pi+1.50,2.083333333e-06,1.850000000e-05,1.160307359e+03,9.062800922e+06
pi+1.50,2.291666667e-06,1.850000000e-05,1.160200669e+03,9.054435014e+06
pi+1.50,2.500000000e-06,1.850000000e-05,1.160074659e+03,9.043891447e+06
pi+1.50,2.708333333e-06,1.850000000e-05,1.159948649e+03,9.033612559e+06
pi+1.50,2.916666667e-06,1.850000000e-05,1.159802646e+03,9.021255544e+06
pi+1.50,3.125000000e-06,1.850000000e-05,1.159654467e+03,9.008913390e+06
pi+1.50,3.333333333e-06,1.850000000e-05,1.159489961e+03,8.994986879e+06
pi+1.50,3.541666667e-06,1.850000000e-05,1.159321802e+03,8.980914238e+06
pi+1.50,3.750000000e-06,1.850000000e-05,1.159137803e+03,8.965315635e+06
pi+1.50,3.958333333e-06,1.850000000e-05,1.158947158e+03,8.949225551e+06
pi+1.50,4.166666667e-06,1.850000000e-05,1.158747901e+03,8.932419959e+06
pi+1.50,4.375000000e-06,1.850000000e-05,1.158537074e+03,8.914586006e+06
pi+1.50,4.583333333e-06,1.850000000e-05,1.158317105e+03,8.895982084e+06
pi+1.50,4.791666667e-06,1.850000000e-05,1.158088257e+03,8.876644419e+06
pi+1.50,5.000000000e-06,1.850000000e-05,1.157850550e+03,8.856061335e+06
pi+1.50,5.208333333e-06,1.850000000e-05,1.157602530e+03,8.833524988e+06
pi+1.50,5.416666667e-06,1.850000000e-05,1.157345885e+03,8.811682823e+06
pi+1.50,5.625000000e-06,1.850000000e-05,1.157080571e+03,8.789154895e+06
pi+1.50,5.833333333e-06,1.850000000e-05,1.156806932e+03,8.765975249e+06
pi+1.50,6.041666667e-06,1.850000000e-05,1.156525322e+03,8.742176043e+06
pi+1.50,6.250000000e-06,1.850000000e-05,1.156232884e+03,8.717497869e+06
pi+1.50,6.458333333e-06,1.850000000e-05,1.155933428e+03,8.692308810e+06
pi+1.50,6.666666667e-06,1.850000000e-05,1.155627943e+03,8.666707158e+06
pi+1.50,6.875000000e-06,1.850000000e-05,1.155310122e+03,8.640074034e+06
pi+1.50,7.083333333e-06,1.850000000e-05,1.154989892e+03,8.613543093e+06
pi+1.50,7.291666667e-06,1.850000000e-05,1.154655684e+03,8.587593808e+06
pi+1.50,7.500000000e-06,1.850000000e-05,1.154321476e+03,8.561827145e+06
pi+1.50,7.708333333e-06,1.850000000e-05,1.153972010e+03,8.535082246e+06
pi+1.50,7.916666667e-06,1.850000000e-05,1.153622543e+03,8.508511772e+06
pi+1.50,8.125000000e-06,1.850000000e-05,1.153260223e+03,8.479287216e+06
pi+1.50,8.333333333e-06,1.850000000e-05,1.152895780e+03,8.449931414e+06
pi+1.50,8.541666667e-06,1.850000000e-05,1.152520820e+03,8.419727075e+06
pi+1.50,8.750000000e-06,1.850000000e-05,1.152141050e+03,8.389261205e+06
pi+1.50,8.958333333e-06,1.850000000e-05,1.151755707e+03,8.358455825e+06
pi+1.50,9.166666667e-06,1.850000000e-05,1.151362226e+03,8.327028781e+06
pi+1.50,9.375000000e-06,1.850000000e-05,1.150963062e+03,8.295260566e+06
pi+1.50,9.583333333e-06,1.850000000e-05,1.150558160e+03,8.263139472e+06
pi+1.50,9.791666667e-06,1.850000000e-05,1.150147508e+03,8.230659843e+06
pi+1.50,1.000000000e-05,1.850000000e-05,1.149731364e+03,8.196148177e+06
pi+1.50,1.020833333e-05,1.850000000e-05,1.149308907e+03,8.161555375e+06
pi+1.50,1.041666667e-05,1.850000000e-05,1.148881281e+03,8.127932608e+06
pi+1.50,1.062500000e-05,1.850000000e-05,1.148448568e+03,8.094066171e+06
pi+1.50,1.083333333e-05,1.850000000e-05,1.148011094e+03,8.059934004e+06
pi+1.50,1.104166667e-05,1.850000000e-05,1.147568461e+03,8.025527141e+06
pi+1.50,1.125000000e-05,1.850000000e-05,1.147120315e+03,7.990861804e+06
pi+1.50,1.145833333e-05,1.850000000e-05,1.146668540e+03,7.956043323e+06
pi+1.50,1.166666667e-05,1.850000000e-05,1.146212301e+03,7.920988946e+06
pi+1.50,1.187500000e-05,1.850000000e-05,1.145750782e+03,7.885704042e+06
pi+1.50,1.208333333e-05,1.850000000e-05,1.145286997e+03,7.850386605e+06
pi+1.50,1.229166667e-05,1.850000000e-05,1.144816738e+03,7.814739440e+06
pi+1.50,1.250000000e-05,1.850000000e-05,1.144344967e+03,7.779100700e+06
pi+1.50,1.270833333e-05,1.850000000e-05,1.143867588e+03,7.743232210e+06
pi+1.50,1.291666667e-05,1.850000000e-05,1.143387478e+03,7.707302542e+06
pi+1.50,1.312500000e-05,1.850000000e-05,1.142905214e+03,7.671351940e+06
pi+1.50,1.333333333e-05,1.850000000e-05,1.142416537e+03,7.635123037e+06
pi+1.50,1.354166667e-05,1.850000000e-05,1.141927860e+03,7.598991044e+06
pi+1.50,1.375000000e-05,1.850000000e-05,1.141434780e+03,7.562768762e+06
pi+1.50,1.395833333e-05,1.850000000e-05,1.140937483e+03,7.526455540e+06
pi+1.50,1.416666667e-05,1.850000000e-05,1.140440186e+03,7.490230102e+06
pi+1.50,1.437500000e-05,1.850000000e-05,1.139939465e+03,7.453940338e+06
pi+1.50,1.458333333e-05,1.850000000e-05,1.139433738e+03,7.417507226e+06
pi+1.50,1.479166667e-05,1.850000000e-05,1.138928010e+03,7.381152325e+06
pi+1.50,1.500000000e-05,1.850000000e-05,1.138422283e+03,7.344876797e+06
pi+1.50,1.520833333e-05,1.850000000e-05,1.137909452e+03,7.308561565e+06
pi+1.50,1.541666667e-05,1.850000000e-05,1.137395787e+03,7.272300407e+06
pi+1.50,1.562500000e-05,1.850000000e-05,1.136882123e+03,7.236107701e+06
pi+1.50,1.583333333e-05,1.850000000e-05,1.136368458e+03,7.199984480e+06
pi+1.50,1.604166667e-05,1.850000000e-05,1.135848307e+03,7.165782719e+06
pi+1.50,1.625000000e-05,1.850000000e-05,1.135327572e+03,7.131799735e+06
pi+1.50,1.645833333e-05,1.850000000e-05,1.134806838e+03,7.097869054e+06
pi+1.50,1.666666667e-05,1.850000000e-05,1.134286103e+03,7.063991430e+06
pi+1.50,1.687500000e-05,1.850000000e-05,1.133763074e+03,7.030548608e+06
pi+1.50,1.708333333e-05,1.850000000e-05,1.133236821e+03,6.997686241e+06
pi+1.50,1.729166667e-05,1.850000000e-05,1.132710569e+03,6.964866327e+06
pi+1.50,1.750000000e-05,1.850000000e-05,1.132184316e+03,6.932089468e+06
pi+1.50,1.770833333e-05,1.850000000e-05,1.131658064e+03,6.899356279e+06
pi+1.50,1.791666667e-05,1.850000000e-05,1.131128961e+03,6.864829753e+06
pi+1.50,1.812500000e-05,1.850000000e-05,1.130599250e+03,6.829953983e+06
pi+1.50,1.833333333e-05,1.850000000e-05,1.130069540e+03,6.795120533e+06
pi+1.50,1.854166667e-05,1.850000000e-05,1.129539829e+03,6.760330058e+06
pi+1.50,1.875000000e-05,1.850000000e-05,1.129008806e+03,6.725804725e+06
pi+1.50,1.895833333e-05,1.850000000e-05,1.128477368e+03,6.691386395e+06
pi+1.50,1.916666667e-05,1.850000000e-05,1.127945929e+03,6.657004472e+06
pi+1.50,1.937500000e-05,1.850000000e-05,1.127414390e+03,6.622396786e+06
pi+1.50,1.958333333e-05,1.850000000e-05,1.126882363e+03,6.586560876e+06
pi+1.50,1.979166667e-05,1.850000000e-05,1.126350335e+03,6.550759759e+06
pi+1.50,2.000000000e-05,1.850000000e-05,1.125818308e+03,6.514994007e+06
pi+1.50,2.020833333e-05,1.850000000e-05,1.125286461e+03,6.479847567e+06
pi+1.50,2.041666667e-05,1.850000000e-05,1.124754614e+03,6.444730762e+06
pi+1.50,2.062500000e-05,1.850000000e-05,1.124222767e+03,6.409644081e+06
pi+1.50,2.083333333e-05,1.850000000e-05,1.123691659e+03,6.376592219e+06
pi+1.50,2.104166667e-05,1.850000000e-05,1.123160713e+03,6.344005942e+06
pi+1.50,2.125000000e-05,1.850000000e-05,1.122629767e+03,6.311442492e+06
pi+1.50,2.145833333e-05,1.850000000e-05,1.122099215e+03,6.279061073e+06
pi+1.50,2.166666667e-05,1.850000000e-05,1.121570074e+03,6.247269608e+06
pi+1.50,2.187500000e-05,1.850000000e-05,1.121040933e+03,6.215496933e+06
pi+1.50,2.208333333e-05,1.850000000e-05,1.120511792e+03,6.183743337e+06
pi+1.50,2.229166667e-05,1.850000000e-05,1.119983058e+03,6.152128380e+06
pi+1.50,2.250000000e-05,1.850000000e-05,1.119456848e+03,6.121271039e+06
pi+1.50,2.270833333e-05,1.850000000e-05,1.118930638e+03,6.090428824e+06
pi+1.50,2.291666667e-05,1.850000000e-05,1.118404427e+03,6.059601963e+06
pi+1.50,2.312500000e-05,1.850000000e-05,1.117878217e+03,6.028790693e+06
pi+1.50,2.333333333e-05,1.850000000e-05,1.117354236e+03,5.998520313e+06
pi+1.50,2.354166667e-05,1.850000000e-05,1.116832321e+03,5.968749730e+06
pi+1.50,2.375000000e-05,1.850000000e-05,1.116310407e+03,5.938990954e+06
pi+1.50,2.395833333e-05,1.850000000e-05,1.115788492e+03,5.909244164e+06
pi+1.50,2.416666667e-05,1.850000000e-05,1.115266578e+03,5.879509541e+06
pi+1.50,2.437500000e-05,1.850000000e-05,1.114746363e+03,5.850127146e+06
pi+1.50,2.458333333e-05,1.850000000e-05,1.114230356e+03,5.821595898e+06
pi+1.50,2.479166667e-05,1.850000000e-05,1.113714349e+03,5.793073367e+06
pi+1.50,2.500000000e-05,1.850000000e-05,1.113198342e+03,5.764559683e+06
pi+1.50,0.000000000e+00,1.875000000e-05,1.158667188e+03,8.998823243e+06
pi+1.50,2.083333333e-07,1.875000000e-05,1.158655671e+03,8.997212710e+06
pi+1.50,4.166666667e-07,1.875000000e-05,1.158638455e+03,8.995213959e+06
pi+1.50,6.250000000e-07,1.875000000e-05,1.158610189e+03,8.992350762e+06
pi+1.50,8.333333333e-07,1.875000000e-05,1.158572602e+03,8.988671273e+06
pi+1.50,1.041666667e-06,1.875000000e-05,1.158523740e+03,8.983989222e+06
pi+1.50,1.250000000e-06,1.875000000e-05,1.158467709e+03,8.978862592e+06
pi+1.50,1.458333333e-06,1.875000000e-05,1.158395297e+03,8.972368610e+06
pi+1.50,1.666666667e-06,1.875000000e-05,1.158322884e+03,8.966129500e+06
pi+1.50,1.875000000e-06,1.875000000e-05,1.158228373e+03,8.958588883e+06
pi+1.50,2.083333333e-06,1.875000000e-05,1.158130229e+03,8.951010699e+06
pi+1.50,2.291666667e-06,1.875000000e-05,1.158026190e+03,8.942914669e+06
pi+1.50,2.500000000e-06,1.875000000e-05,1.157903305e+03,8.932711459e+06
pi+1.50,2.708333333e-06,1.875000000e-05,1.157780420e+03,8.922763187e+06
pi+1.50,2.916666667e-06,1.875000000e-05,1.157638026e+03,8.910803602e+06
pi+1.50,3.125000000e-06,1.875000000e-05,1.157493508e+03,8.898857337e+06
pi+1.50,3.333333333e-06,1.875000000e-05,1.157333055e+03,8.885376879e+06
pi+1.50,3.541666667e-06,1.875000000e-05,1.157169035e+03,8.871753918e+06
pi+1.50,3.750000000e-06,1.875000000e-05,1.156989550e+03,8.856652747e+06
pi+1.50,3.958333333e-06,1.875000000e-05,1.156803575e+03,8.841074494e+06
pi+1.50,4.166666667e-06,1.875000000e-05,1.156609188e+03,8.824802256e+06
pi+1.50,4.375000000e-06,1.875000000e-05,1.156403500e+03,8.807532750e+06
pi+1.50,4.583333333e-06,1.875000000e-05,1.156188877e+03,8.789516004e+06
pi+1.50,4.791666667e-06,1.875000000e-05,1.155965578e+03,8.770786936e+06
pi+1.50,5.000000000e-06,1.875000000e-05,1.155733620e+03,8.750849676e+06
pi+1.50,5.208333333e-06,1.875000000e-05,1.155491577e+03,8.729017832e+06
pi+1.50,5.416666667e-06,1.875000000e-05,1.155241100e+03,8.707856091e+06
pi+1.50,5.625000000e-06,1.875000000e-05,1.154982141e+03,8.686027522e+06
pi+1.50,5.833333333e-06,1.875000000e-05,1.154715036e+03,8.663564963e+06
pi+1.50,6.041666667e-06,1.875000000e-05,1.154440131e+03,8.640499477e+06
pi+1.50,6.250000000e-06,1.875000000e-05,1.154154624e+03,8.616578618e+06
pi+1.50,6.458333333e-06,1.875000000e-05,1.153862243e+03,8.592159783e+06
pi+1.50,6.666666667e-06,1.875000000e-05,1.153563956e+03,8.567338584e+06
pi+1.50,6.875000000e-06,1.875000000e-05,1.153253581e+03,8.541512543e+06
pi+1.50,7.083333333e-06,1.875000000e-05,1.152940844e+03,8.515784177e+06
pi+1.50,7.291666667e-06,1.875000000e-05,1.152614400e+03,8.490614707e+06
pi+1.50,7.500000000e-06,1.875000000e-05,1.152287956e+03,8.465621869e+06
pi+1.50,7.708333333e-06,1.875000000e-05,1.151946538e+03,8.439674416e+06
pi+1.50,7.916666667e-06,1.875000000e-05,1.151605120e+03,8.413895745e+06
pi+1.50,8.125000000e-06,1.875000000e-05,1.151251080e+03,8.385535858e+06
pi+1.50,8.333333333e-06,1.875000000e-05,1.150894954e+03,8.357047135e+06
pi+1.50,8.541666667e-06,1.875000000e-05,1.150528491e+03,8.327728835e+06
pi+1.50,8.750000000e-06,1.875000000e-05,1.150157298e+03,8.298153393e+06
pi+1.50,8.958333333e-06,1.875000000e-05,1.149780624e+03,8.268244699e+06
pi+1.50,9.166666667e-06,1.875000000e-05,1.149395941e+03,8.237726800e+06
pi+1.50,9.375000000e-06,1.875000000e-05,1.149005661e+03,8.206873305e+06
pi+1.50,9.583333333e-06,1.875000000e-05,1.148609728e+03,8.175672612e+06
pi+1.50,9.791666667e-06,1.875000000e-05,1.148208129e+03,8.144118975e+06
pi+1.50,1.000000000e-05,1.875000000e-05,1.147801113e+03,8.110586041e+06
pi+1.50,1.020833333e-05,1.875000000e-05,1.147387868e+03,8.076967847e+06
pi+1.50,1.041666667e-05,1.875000000e-05,1.146969519e+03,8.044287214e+06
pi+1.50,1.062500000e-05,1.875000000e-05,1.146546146e+03,8.011364664e+06
pi+1.50,1.083333333e-05,1.875000000e-05,1.146118066e+03,7.978178845e+06
pi+1.50,1.104166667e-05,1.875000000e-05,1.145684884e+03,7.944720370e+06
pi+1.50,1.125000000e-05,1.875000000e-05,1.145246243e+03,7.911004206e+06
pi+1.50,1.145833333e-05,1.875000000e-05,1.144804009e+03,7.877134710e+06
pi+1.50,1.166666667e-05,1.875000000e-05,1.144357351e+03,7.843030306e+06
pi+1.50,1.187500000e-05,1.875000000e-05,1.143905454e+03,7.808694596e+06
pi+1.50,1.208333333e-05,1.875000000e-05,1.143451308e+03,7.774324299e+06
pi+1.50,1.229166667e-05,1.875000000e-05,1.142990729e+03,7.739623705e+06
pi+1.50,1.250000000e-05,1.875000000e-05,1.142528649e+03,7.704929238e+06
pi+1.50,1.270833333e-05,1.875000000e-05,1.142060985e+03,7.670002098e+06
pi+1.50,1.291666667e-05,1.875000000e-05,1.141590601e+03,7.635011145e+06
pi+1.50,1.312500000e-05,1.875000000e-05,1.141118069e+03,7.599995997e+06
pi+1.50,1.333333333e-05,1.875000000e-05,1.140639136e+03,7.564698270e+06
pi+1.50,1.354166667e-05,1.875000000e-05,1.140160203e+03,7.529495151e+06
pi+1.50,1.375000000e-05,1.875000000e-05,1.139676862e+03,7.494195017e+06
pi+1.50,1.395833333e-05,1.875000000e-05,1.139189300e+03,7.458797705e+06
pi+1.50,1.416666667e-05,1.875000000e-05,1.138701737e+03,7.423486190e+06
pi+1.50,1.437500000e-05,1.875000000e-05,1.138210733e+03,7.388103746e+06
pi+1.50,1.458333333e-05,1.875000000e-05,1.137714695e+03,7.352569517e+06
pi+1.50,1.479166667e-05,1.875000000e-05,1.137218658e+03,7.317111841e+06
pi+1.50,1.500000000e-05,1.875000000e-05,1.136722620e+03,7.281731836e+06
pi+1.50,1.520833333e-05,1.875000000e-05,1.136219398e+03,7.246292168e+06
pi+1.50,1.541666667e-05,1.875000000e-05,1.135715333e+03,7.210903099e+06
pi+1.50,1.562500000e-05,1.875000000e-05,1.135211268e+03,7.175581136e+06
pi+1.50,1.583333333e-05,1.875000000e-05,1.134707204e+03,7.140327275e+06
pi+1.50,1.604166667e-05,1.875000000e-05,1.134196519e+03,7.106927046e+06
pi+1.50,1.625000000e-05,1.875000000e-05,1.133685240e+03,7.073738692e+06
pi+1.50,1.645833333e-05,1.875000000e-05,1.133173960e+03,7.040601706e+06
pi+1.50,1.666666667e-05,1.875000000e-05,1.132662680e+03,7.007516817e+06
pi+1.50,1.687500000e-05,1.875000000e-05,1.132149023e+03,6.974847291e+06
pi+1.50,1.708333333e-05,1.875000000e-05,1.131632028e+03,6.942731550e+06
pi+1.50,1.729166667e-05,1.875000000e-05,1.131115032e+03,6.910657584e+06
pi+1.50,1.750000000e-05,1.875000000e-05,1.130598037e+03,6.878625976e+06
pi+1.50,1.770833333e-05,1.875000000e-05,1.130081041e+03,6.846637323e+06
pi+1.50,1.791666667e-05,1.875000000e-05,1.129561012e+03,6.812876260e+06
pi+1.50,1.812500000e-05,1.875000000e-05,1.129040337e+03,6.778769968e+06
pi+1.50,1.833333333e-05,1.875000000e-05,1.128519662e+03,6.744705398e+06
pi+1.50,1.854166667e-05,1.875000000e-05,1.127998987e+03,6.710683184e+06
pi+1.50,1.875000000e-05,1.875000000e-05,1.127476835e+03,6.676903021e+06
pi+1.50,1.895833333e-05,1.875000000e-05,1.126954214e+03,6.643222296e+06
pi+1.50,1.916666667e-05,1.875000000e-05,1.126431594e+03,6.609577534e+06
pi+1.50,1.937500000e-05,1.875000000e-05,1.125908836e+03,6.575708346e+06
pi+1.50,1.958333333e-05,1.875000000e-05,1.125385422e+03,6.540619177e+06
pi+1.50,1.979166667e-05,1.875000000e-05,1.124862007e+03,6.505564447e+06
pi+1.50,2.000000000e-05,1.875000000e-05,1.124338592e+03,6.470544718e+06
pi+1.50,2.020833333e-05,1.875000000e-05,1.123815155e+03,6.436110284e+06
pi+1.50,2.041666667e-05,1.875000000e-05,1.123291718e+03,6.401705249e+06
pi+1.50,2.062500000e-05,1.875000000e-05,1.122768281e+03,6.367330090e+06
pi+1.50,2.083333333e-05,1.875000000e-05,1.122245400e+03,6.334932546e+06
pi+1.50,2.104166667e-05,1.875000000e-05,1.121722641e+03,6.302987877e+06
pi+1.50,2.125000000e-05,1.875000000e-05,1.121199883e+03,6.271065901e+06
pi+1.50,2.145833333e-05,1.875000000e-05,1.120677461e+03,6.239318209e+06
pi+1.50,2.166666667e-05,1.875000000e-05,1.120156250e+03,6.208133123e+06
pi+1.50,2.187500000e-05,1.875000000e-05,1.119635038e+03,6.176966762e+06
pi+1.50,2.208333333e-05,1.875000000e-05,1.119113826e+03,6.145819413e+06
pi+1.50,2.229166667e-05,1.875000000e-05,1.118592979e+03,6.114805299e+06
pi+1.50,2.250000000e-05,1.875000000e-05,1.118074402e+03,6.084515667e+06
pi+1.50,2.270833333e-05,1.875000000e-05,1.117555825e+03,6.054241152e+06
pi+1.50,2.291666667e-05,1.875000000e-05,1.117037248e+03,6.023981983e+06
pi+1.50,2.312500000e-05,1.875000000e-05,1.116518670e+03,5.993738391e+06
pi+1.50,2.333333333e-05,1.875000000e-05,1.116002147e+03,5.964013900e+06
pi+1.50,2.354166667e-05,1.875000000e-05,1.115487529e+03,5.934769031e+06
pi+1.50,2.375000000e-05,1.875000000e-05,1.114972911e+03,5.905536004e+06
pi+1.50,2.395833333e-05,1.875000000e-05,1.114458293e+03,5.876314997e+06
pi+1.50,2.416666667e-05,1.875000000e-05,1.113943675e+03,5.847106190e+06
pi+1.50,2.437500000e-05,1.875000000e-05,1.113430648e+03,5.818236629e+06
pi+1.50,2.458333333e-05,1.875000000e-05,1.112921561e+03,5.790186064e+06
pi+1.50,2.479166667e-05,1.875000000e-05,1.112412473e+03,5.762144281e+06
pi+1.50,2.500000000e-05,1.875000000e-05,1.111903386e+03,5.734111409e+06
pi+1.50,0.000000000e+00,1.900000000e-05,1.156476320e+03,8.885426798e+06
pi+1.50,2.083333333e-07,1.900000000e-05,1.156465098e+03,8.883871345e+06
pi+1.50,4.166666667e-07,1.900000000e-05,1.156448325e+03,8.881940494e+06
pi+1.50,6.250000000e-07,1.900000000e-05,1.156420784e+03,8.879174356e+06
pi+1.50,8.333333333e-07,1.900000000e-05,1.156384160e+03,8.875619308e+06
pi+1.50,1.041666667e-06,1.900000000e-05,1.156336552e+03,8.871095420e+06
pi+1.50,1.250000000e-06,1.900000000e-05,1.156281955e+03,8.866141359e+06
pi+1.50,1.458333333e-06,1.900000000e-05,1.156211396e+03,8.859866380e+06
pi+1.50,1.666666667e-06,1.900000000e-05,1.156140837e+03,8.853836527e+06
pi+1.50,1.875000000e-06,1.900000000e-05,1.156048738e+03,8.846549407e+06
pi+1.50,2.083333333e-06,1.900000000e-05,1.155953098e+03,8.839225287e+06
pi+1.50,2.291666667e-06,1.900000000e-05,1.155851711e+03,8.831400012e+06
pi+1.50,2.500000000e-06,1.900000000e-05,1.155731951e+03,8.821538166e+06
pi+1.50,2.708333333e-06,1.900000000e-05,1.155612191e+03,8.811921603e+06
