# Volumenladung, Potential mit und ohne Ladung, und die Differenz.
# Die Ladungsdichte ist die deponierte Knotenladung geteilt durch das
# zugehoerige Knotenvolumen -- eine ABGELEITETE Groesse zur Anzeige,
# nicht die Groesse, mit der gerechnet wurde (das ist die Knotenladung).
r_m,z_m,node_charge_C,phi_V,phi_no_charge_V,dphi_V,Er_V_per_m,Ez_V_per_m,dEr_V_per_m,dEz_V_per_m
1.100000000e-05,2.266666667e-05,0.000000000e+00,3.295936127e+01,3.089358187e+01,2.065779405e+00,3.243245202e+06,-3.598750924e+06,2.952286579e+05,2.044194102e+05
1.133333333e-05,2.266666667e-05,0.000000000e+00,3.186889365e+01,2.990042021e+01,1.968473439e+00,3.306297162e+06,-3.502825443e+06,2.891935458e+05,1.922151652e+05
1.166666667e-05,2.266666667e-05,0.000000000e+00,3.075787683e+01,2.888473193e+01,1.873144892e+00,3.366778319e+06,-3.402560355e+06,2.832995487e+05,1.806235241e+05
1.200000000e-05,2.266666667e-05,0.000000000e+00,2.962720221e+01,2.784745494e+01,1.779747263e+00,3.424501937e+06,-3.298048789e+06,2.775522335e+05,1.695964359e+05
1.233333333e-05,2.266666667e-05,0.000000000e+00,2.847782400e+01,2.678959161e+01,1.688232388e+00,3.479274754e+06,-3.189394163e+06,2.719546043e+05,1.590901170e+05
1.266666667e-05,2.266666667e-05,0.000000000e+00,2.731076112e+01,2.571220987e+01,1.598551245e+00,3.530898604e+06,-3.076711502e+06,2.665076916e+05,1.490646576e+05
1.300000000e-05,2.266666667e-05,0.000000000e+00,2.612709859e+01,2.461644403e+01,1.510654562e+00,3.579172029e+06,-2.960128653e+06,2.612110129e+05,1.394836498e+05
1.333333333e-05,2.266666667e-05,0.000000000e+00,2.492798835e+01,2.350349506e+01,1.424493293e+00,3.623891920e+06,-2.839787387e+06,2.560629337e+05,1.303138454e+05
1.366666667e-05,2.266666667e-05,0.000000000e+00,2.371464949e+01,2.237463052e+01,1.340018971e+00,3.664855191e+06,-2.715844354e+06,2.510609508e+05,1.215248422e+05
1.400000000e-05,2.266666667e-05,0.000000000e+00,2.248836797e+01,2.123118399e+01,1.257183983e+00,3.701860503e+06,-2.588471888e+06,2.462019133e+05,1.130887993e+05
1.433333333e-05,2.266666667e-05,0.000000000e+00,2.125049575e+01,2.007455399e+01,1.175941769e+00,3.734710039e+06,-2.457858624e+06,2.414821962e+05,1.049801811e+05
1.466666667e-05,2.266666667e-05,0.000000000e+00,2.000244927e+01,1.890620229e+01,1.096246971e+00,3.763211323e+06,-2.324209935e+06,2.368978361e+05,9.717552567e+04
1.500000000e-05,2.266666667e-05,0.000000000e+00,1.874570734e+01,1.772765180e+01,1.018055536e+00,3.787179076e+06,-2.187748149e+06,2.324446361e+05,8.965323783e+04
1.533333333e-05,2.266666667e-05,0.000000000e+00,1.748180848e+01,1.654048369e+01,9.413247908e-01,3.806437092e+06,-2.048712557e+06,2.281182481e+05,8.239340302e+04
1.566666667e-05,2.266666667e-05,0.000000000e+00,1.621234757e+01,1.534633408e+01,8.660134858e-01,3.820820118e+06,-1.907359181e+06,2.239142359e+05,7.537762063e+04
1.600000000e-05,2.266666667e-05,0.000000000e+00,1.493897183e+01,1.414689000e+01,7.920818252e-01,3.830175725e+06,-1.763960309e+06,2.198281232e+05,6.858885457e+04
1.633333333e-05,2.266666667e-05,0.000000000e+00,1.366337634e+01,1.294388487e+01,7.194914769e-01,3.834366128e+06,-1.618803786e+06,2.158554300e+05,6.201129913e+04
1.666666667e-05,2.266666667e-05,0.000000000e+00,1.238729887e+01,1.173909329e+01,6.482055740e-01,3.833269942e+06,-1.472192061e+06,2.119917002e+05,5.563025847e+04
1.700000000e-05,2.266666667e-05,0.000000000e+00,1.111251410e+01,1.053432540e+01,5.781887071e-01,3.826783840e+06,-1.324440996e+06,2.082325204e+05,4.943203826e+04
1.733333333e-05,2.266666667e-05,0.000000000e+00,9.840827487e+00,9.331420576e+00,5.094069106e-01,3.814824092e+06,-1.175878444e+06,2.045735338e+05,4.340384804e+04
1.766666667e-05,2.266666667e-05,0.000000000e+00,8.574068450e+00,8.132240805e+00,4.418276448e-01,3.797327942e+06,-1.026842610e+06,2.010104488e+05,3.753371300e+04
1.800000000e-05,2.266666667e-05,0.000000000e+00,7.314083289e+00,6.938663514e+00,3.754197754e-01,3.774254814e+06,-8.776802102e+05,1.975390441e+05,3.181039420e+04
1.833333333e-05,2.266666667e-05,0.000000000e+00,6.062727662e+00,5.752574110e+00,3.101535521e-01,3.745587305e+06,-7.287444532e+05,1.941551697e+05,2.622331621e+04
1.866666667e-05,2.266666667e-05,0.000000000e+00,4.821858801e+00,4.575858215e+00,2.460005862e-01,3.711331949e+06,-5.803928736e+05,1.908547469e+05,2.076250116e+04
1.900000000e-05,2.266666667e-05,0.000000000e+00,3.593327513e+00,3.410393684e+00,1.829338289e-01,3.671519745e+06,-4.329850405e+05,1.876337647e+05,1.541850872e+04
1.933333333e-05,2.266666667e-05,0.000000000e+00,2.378970054e+00,2.258042503e+00,1.209275507e-01,3.626206405e+06,-2.868801812e+05,1.844882750e+05,1.018238094e+04
1.966666667e-05,2.266666667e-05,0.000000000e+00,1.180599974e+00,1.120642651e+00,5.995732274e-02,3.575472344e+06,-1.424347525e+05,1.814143866e+05,5.045591712e+03
2.000000000e-05,2.266666667e-05,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.548997364e+06,-7.127003043e+04,1.799074865e+05,2.522183227e+03
0.000000000e+00,2.333333333e-05,0.000000000e+00,5.613732358e+01,5.150275945e+01,4.634564134e+00,8.570543059e+04,-5.039325577e+06,1.865782212e+04,7.846297710e+05
3.333333333e-07,2.333333333e-05,0.000000000e+00,5.610883301e+01,5.148041110e+01,4.628421915e+00,1.713170943e+05,-5.039438273e+06,3.722311932e+04,7.822735114e+05
6.666666667e-07,2.333333333e-05,0.000000000e+00,5.604245827e+01,5.142826559e+01,4.614192677e+00,2.779388737e+05,-5.039542593e+06,6.003967097e+04,7.779775602e+05
1.000000000e-06,2.333333333e-05,0.000000000e+00,5.593443812e+01,5.134334491e+01,4.591093211e+00,3.983980470e+05,-5.039599087e+06,8.552540586e+04,7.710854895e+05
1.333333333e-06,2.333333333e-05,0.000000000e+00,5.578458421e+01,5.122522649e+01,4.559357719e+00,5.215770657e+05,-5.039500957e+06,1.109478646e+05,7.616567427e+05
1.666666667e-06,2.333333333e-05,0.000000000e+00,5.559288416e+01,5.107377326e+01,4.519110901e+00,6.451503627e+05,-5.039039226e+06,1.356630485e+05,7.498706201e+05
2.000000000e-06,2.333333333e-05,0.000000000e+00,5.535969878e+01,5.088892773e+01,4.470771057e+00,7.682872157e+05,-5.038029359e+06,1.594059753e+05,7.358831192e+05
2.333333333e-06,2.333333333e-05,0.000000000e+00,5.508535554e+01,5.067066498e+01,4.414690557e+00,8.904683603e+05,-5.036276513e+06,1.819058856e+05,7.198579327e+05
2.666666667e-06,2.333333333e-05,0.000000000e+00,5.477030452e+01,5.041897754e+01,4.351326977e+00,1.011448478e+06,-5.033564099e+06,2.030486918e+05,7.019767143e+05
3.000000000e-06,2.333333333e-05,0.000000000e+00,5.441504235e+01,5.013386972e+01,4.281172631e+00,1.130987119e+06,-5.029678246e+06,2.226748366e+05,6.824142010e+05
3.333333333e-06,2.333333333e-05,0.000000000e+00,5.402008847e+01,4.981535556e+01,4.204732905e+00,1.248947964e+06,-5.024398637e+06,2.407055902e+05,6.613472833e+05
3.666666667e-06,2.333333333e-05,0.000000000e+00,5.358605721e+01,4.946345839e+01,4.122598820e+00,1.365149905e+06,-5.017497016e+06,2.570066552e+05,6.389565324e+05
4.000000000e-06,2.333333333e-05,0.000000000e+00,5.311354016e+01,4.907821121e+01,4.035328952e+00,1.479449162e+06,-5.008700903e+06,2.714767689e+05,6.154626197e+05
4.333333333e-06,2.333333333e-05,0.000000000e+00,5.260322053e+01,4.865965763e+01,3.943562900e+00,1.591752363e+06,-4.997727111e+06,2.840644876e+05,5.910929849e+05
4.666666667e-06,2.333333333e-05,0.000000000e+00,5.205577980e+01,4.820785312e+01,3.847926684e+00,1.701936243e+06,-4.984263151e+06,2.946901889e+05,5.661006717e+05
5.000000000e-06,2.333333333e-05,0.000000000e+00,5.147192350e+01,4.772286655e+01,3.749056950e+00,1.809965828e+06,-4.967970006e+06,3.033658258e+05,5.407618396e+05
5.333333333e-06,2.333333333e-05,0.000000000e+00,5.085237941e+01,4.720478198e+01,3.647597426e+00,1.915821095e+06,-4.948511466e+06,3.101227388e+05,5.153467674e+05
5.666666667e-06,2.333333333e-05,0.000000000e+00,5.019785112e+01,4.665370057e+01,3.544150545e+00,2.019529776e+06,-4.925551767e+06,3.150453629e+05,4.901225868e+05
6.000000000e-06,2.333333333e-05,0.000000000e+00,4.950904441e+01,4.606974276e+01,3.439301651e+00,2.121167197e+06,-4.898781650e+06,3.182718192e+05,4.653276668e+05
6.333333333e-06,2.333333333e-05,0.000000000e+00,4.878662929e+01,4.545305055e+01,3.333578738e+00,2.220820607e+06,-4.867926684e+06,3.199588859e+05,4.411637641e+05
6.666666667e-06,2.333333333e-05,0.000000000e+00,4.803124937e+01,4.480378998e+01,3.227459386e+00,2.318601966e+06,-4.832752049e+06,3.202953706e+05,4.177917881e+05
7.000000000e-06,2.333333333e-05,0.000000000e+00,4.724351439e+01,4.412215373e+01,3.121360654e+00,2.414619099e+06,-4.793070152e+06,3.194737765e+05,3.953247779e+05
7.333333333e-06,2.333333333e-05,0.000000000e+00,4.642400250e+01,4.340836390e+01,3.015638602e+00,2.508967502e+06,-4.748735685e+06,3.176825850e+05,3.738335100e+05
7.666666667e-06,2.333333333e-05,0.000000000e+00,4.557326555e+01,4.266267488e+01,2.910590662e+00,2.601721501e+06,-4.699641155e+06,3.150978347e+05,3.533516856e+05
8.000000000e-06,2.333333333e-05,0.000000000e+00,4.469183634e+01,4.188537636e+01,2.806459973e+00,2.692927932e+06,-4.645710568e+06,3.118771763e+05,3.338830419e+05
8.333333333e-06,2.333333333e-05,0.000000000e+00,4.378023758e+01,4.107679644e+01,2.703441138e+00,2.782603292e+06,-4.586892529e+06,3.081573541e+05,3.154091032e+05
8.666666667e-06,2.333333333e-05,0.000000000e+00,4.283899146e+01,4.023730484e+01,2.601686624e+00,2.870733551e+06,-4.523154182e+06,3.040542777e+05,2.978961669e+05
9.000000000e-06,2.333333333e-05,0.000000000e+00,4.186862928e+01,3.936731615e+01,2.501313133e+00,2.957275511e+06,-4.454476582e+06,2.996645876e+05,2.813009228e+05
9.333333333e-06,2.333333333e-05,0.000000000e+00,4.086970068e+01,3.846729318e+01,2.402407497e+00,3.042158919e+06,-4.380851534e+06,2.950678932e+05,2.655746670e+05
9.666666667e-06,2.333333333e-05,0.000000000e+00,3.984278219e+01,3.753775028e+01,2.305031912e+00,3.125288821e+06,-4.302279705e+06,2.903291743e+05,2.506663122e+05
1.000000000e-05,2.333333333e-05,0.000000000e+00,3.878848513e+01,3.657925668e+01,2.209228450e+00,3.206547910e+06,-4.218769733e+06,2.855010767e+05,2.365244565e+05
1.033333333e-05,2.333333333e-05,0.000000000e+00,3.770746264e+01,3.559243978e+01,2.115022861e+00,3.285798734e+06,-4.130338082e+06,2.806259747e+05,2.230987510e+05
1.066666667e-05,2.333333333e-05,0.000000000e+00,3.660041613e+01,3.457798838e+01,2.022427757e+00,3.362885758e+06,-4.037009458e+06,2.757377596e+05,2.103407635e+05
1.100000000e-05,2.333333333e-05,0.000000000e+00,3.546810103e+01,3.353665578e+01,1.931445242e+00,3.437637272e+06,-3.938817604e+06,2.708633558e+05,1.982044851e+05
1.133333333e-05,2.333333333e-05,0.000000000e+00,3.431133183e+01,3.246926276e+01,1.842069071e+00,3.509867183e+06,-3.835806369e+06,2.660239886e+05,1.866465930e+05
1.166666667e-05,2.333333333e-05,0.000000000e+00,3.313098670e+01,3.137670027e+01,1.754286430e+00,3.579376742e+06,-3.728030945e+06,2.612362329e+05,1.756265461e+05
1.200000000e-05,2.333333333e-05,0.000000000e+00,3.192801134e+01,3.025993196e+01,1.668079373e+00,3.645956233e+06,-3.615559210e+06,2.565128764e+05,1.651065715e+05
1.233333333e-05,2.333333333e-05,0.000000000e+00,3.070342238e+01,2.911999637e+01,1.583426011e+00,3.709386670e+06,-3.498473105e+06,2.518636269e+05,1.550515808e+05
1.266666667e-05,2.333333333e-05,0.000000000e+00,2.945831021e+01,2.795800874e+01,1.500301468e+00,3.769441526e+06,-3.376870013e+06,2.472956905e+05,1.454290433e+05
1.300000000e-05,2.333333333e-05,0.000000000e+00,2.819384109e+01,2.677516243e+01,1.418678663e+00,3.825888527e+06,-3.250864084e+06,2.428142432e+05,1.362088361e+05
1.333333333e-05,2.333333333e-05,0.000000000e+00,2.691125882e+01,2.557272988e+01,1.338528943e+00,3.878491524e+06,-3.120587473e+06,2.384228154e+05,1.273630826e+05
1.366666667e-05,2.333333333e-05,0.000000000e+00,2.561188561e+01,2.435206301e+01,1.259822601e+00,3.927012453e+06,-2.986191466e+06,2.341236055e+05,1.188659882e+05
1.400000000e-05,2.333333333e-05,0.000000000e+00,2.429712241e+01,2.311459312e+01,1.182529288e+00,3.971213399e+06,-2.847847442e+06,2.299177349e+05,1.106936796e+05
1.433333333e-05,2.333333333e-05,0.000000000e+00,2.296844841e+01,2.186183006e+01,1.106618353e+00,4.010858748e+06,-2.705747668e+06,2.258054558e+05,1.028240495e+05
1.466666667e-05,2.333333333e-05,0.000000000e+00,2.162741995e+01,2.059536083e+01,1.032059115e+00,4.045717430e+06,-2.560105869e+06,2.217863208e+05,9.523661023e+04
1.500000000e-05,2.333333333e-05,0.000000000e+00,2.027566853e+01,1.931684744e+01,9.588210825e-01,4.075565243e+06,-2.411157571e+06,2.178593205e+05,8.791235665e+04
1.533333333e-05,2.333333333e-05,0.000000000e+00,1.891489816e+01,1.802802403e+01,8.868741290e-01,4.100187219e+06,-2.259160182e+06,2.140229952e+05,8.083363844e+04
1.566666667e-05,2.333333333e-05,0.000000000e+00,1.754688188e+01,1.673069324e+01,8.161886351e-01,4.119380037e+06,-2.104392794e+06,2.102755262e+05,7.398404235e+04
1.600000000e-05,2.333333333e-05,0.000000000e+00,1.617345742e+01,1.542672181e+01,7.467356010e-01,4.132954426e+06,-1.947155689e+06,2.066148092e+05,6.734828379e+04
1.633333333e-05,2.333333333e-05,0.000000000e+00,1.479652219e+01,1.411803546e+01,6.784867368e-01,4.140737548e+06,-1.787769541e+06,2.030385141e+05,6.091210714e+04
1.666666667e-05,2.333333333e-05,0.000000000e+00,1.341802744e+01,1.280661290e+01,6.114145339e-01,4.142575305e+06,-1.626574303e+06,1.995441327e+05,5.466219455e+04
1.700000000e-05,2.333333333e-05,0.000000000e+00,1.203997161e+01,1.149447929e+01,5.454923210e-01,4.138334546e+06,-1.463927784e+06,1.961290170e+05,4.858608231e+04
1.733333333e-05,2.333333333e-05,0.000000000e+00,1.066439313e+01,1.018369882e+01,4.806943088e-01,4.127905128e+06,-1.300203922e+06,1.927904098e+05,4.267208432e+04
1.766666667e-05,2.333333333e-05,0.000000000e+00,9.293362431e+00,8.876366806e+00,4.169956251e-01,4.111201788e+06,-1.135790768e+06,1.895254682e+05,3.690922203e+04
1.800000000e-05,2.333333333e-05,0.000000000e+00,7.928973476e+00,7.574601134e+00,3.543723424e-01,4.088165795e+06,-9.710881905e+05,1.863312819e+05,3.128716022e+04
1.833333333e-05,2.333333333e-05,0.000000000e+00,6.573334737e+00,6.280533237e+00,2.928015000e-01,4.058766338e+06,-8.065053500e+05,1.832048871e+05,2.579614813e+04
1.866666667e-05,2.333333333e-05,0.000000000e+00,5.228559794e+00,4.996298672e+00,2.322611220e-01,4.023001619e+06,-6.424579537e+05,1.801432762e+05,2.042696536e+04
1.900000000e-05,2.333333333e-05,0.000000000e+00,3.896757624e+00,3.724027392e+00,1.727302324e-01,3.980899631e+06,-4.793653456e+05,1.771434040e+05,1.517087209e+04
1.933333333e-05,2.333333333e-05,0.000000000e+00,2.580022694e+00,2.465833826e+00,1.141888679e-01,3.932518579e+06,-3.176474704e+05,1.742021917e+05,1.001956317e+04
1.966666667e-05,2.333333333e-05,0.000000000e+00,1.280424976e+00,1.223806885e+00,5.661809060e-02,3.877946953e+06,-1.577217609e+05,1.713165279e+05,4.965125770e+03
2.000000000e-05,2.333333333e-05,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.849381409e+06,-7.892199223e+04,1.698990933e+05,2.482013357e+03
0.000000000e+00,2.400000000e-05,0.000000000e+00,5.966818314e+01,5.552008868e+01,4.148094456e+00,8.597638999e+04,-5.553957393e+06,1.534603140e+04,6.830369448e+05
3.333333333e-07,2.400000000e-05,0.000000000e+00,5.963958432e+01,5.549654268e+01,4.143041635e+00,1.718546799e+05,-5.553508164e+06,3.059010230e+04,6.812487483e+05
6.666666667e-07,2.400000000e-05,0.000000000e+00,5.957287564e+01,5.544160040e+01,4.131275236e+00,2.790590261e+05,-5.552653282e+06,4.949378576e+04,6.779227599e+05
1.000000000e-06,2.400000000e-05,0.000000000e+00,5.946435900e+01,5.535211826e+01,4.112240743e+00,4.001945937e+05,-5.551197454e+06,7.054005048e+04,6.725587670e+05
1.333333333e-06,2.400000000e-05,0.000000000e+00,5.931361053e+01,5.522764128e+01,4.085969251e+00,5.243793657e+05,-5.549039246e+06,9.166859483e+04,6.652084079e+05
1.666666667e-06,2.400000000e-05,0.000000000e+00,5.912067593e+01,5.506801146e+01,4.052664469e+00,6.493034846e+05,-5.546065433e+06,1.123294852e+05,6.559517124e+05
2.000000000e-06,2.400000000e-05,0.000000000e+00,5.888570584e+01,5.487315080e+01,4.012555034e+00,7.741000014e+05,-5.542132273e+06,1.322402545e+05,6.448993291e+05
2.333333333e-06,2.400000000e-05,0.000000000e+00,5.860896124e+01,5.464301180e+01,3.965949437e+00,8.983481485e+05,-5.537078577e+06,1.512304737e+05,6.321756969e+05
2.666666667e-06,2.400000000e-05,0.000000000e+00,5.829074899e+01,5.437756154e+01,3.913187450e+00,1.021770636e+06,-5.530729848e+06,1.691497197e+05,6.179137157e+05
3.000000000e-06,2.400000000e-05,0.000000000e+00,5.793142428e+01,5.407677575e+01,3.854648531e+00,1.144185512e+06,-5.522895556e+06,1.858899711e+05,6.022570538e+05
3.333333333e-06,2.400000000e-05,0.000000000e+00,5.753138667e+01,5.374063668e+01,3.790749994e+00,1.265438987e+06,-5.513371197e+06,2.013469429e+05,5.853579610e+05
3.666666667e-06,2.400000000e-05,0.000000000e+00,5.709105868e+01,5.336913265e+01,3.721926029e+00,1.385416504e+06,-5.501935238e+06,2.154443785e+05,5.673803541e+05
4.000000000e-06,2.400000000e-05,0.000000000e+00,5.661090450e+01,5.296225858e+01,3.648645914e+00,1.504020640e+06,-5.488354371e+06,2.281188288e+05,5.484946671e+05
4.333333333e-06,2.400000000e-05,0.000000000e+00,5.609140106e+01,5.252001700e+01,3.571384061e+00,1.621168075e+06,-5.472377431e+06,2.393205531e+05,5.288841007e+05
4.666666667e-06,2.400000000e-05,0.000000000e+00,5.553305046e+01,5.204241945e+01,3.490631011e+00,1.736807088e+06,-5.453741913e+06,2.490335053e+05,5.087383353e+05
5.000000000e-06,2.400000000e-05,0.000000000e+00,5.493636637e+01,5.152948826e+01,3.406878105e+00,1.850897120e+06,-5.432178811e+06,2.572566033e+05,4.882489587e+05
5.333333333e-06,2.400000000e-05,0.000000000e+00,5.430186644e+01,5.098125850e+01,3.320607947e+00,1.963425492e+06,-5.407415342e+06,2.640217223e+05,4.676070626e+05
5.666666667e-06,2.400000000e-05,0.000000000e+00,5.363007292e+01,5.039778018e+01,3.232292739e+00,2.074398671e+06,-5.379185259e+06,2.693859911e+05,4.469933141e+05
6.000000000e-06,2.400000000e-05,0.000000000e+00,5.292149953e+01,4.977912073e+01,3.142378801e+00,2.183838294e+06,-5.347233197e+06,2.734286844e+05,4.265740339e+05
6.333333333e-06,2.400000000e-05,0.000000000e+00,5.217665339e+01,4.912536756e+01,3.051285828e+00,2.291780679e+06,-5.311321256e+06,2.762515084e+05,4.064951080e+05
6.666666667e-06,2.400000000e-05,0.000000000e+00,5.139602916e+01,4.843663097e+01,2.959398194e+00,2.398265252e+06,-5.271233624e+06,2.779677395e+05,3.868779267e+05
7.000000000e-06,2.400000000e-05,0.000000000e+00,5.058010995e+01,4.771304712e+01,2.867062834e+00,2.503330949e+06,-5.226777952e+06,2.786992731e+05,3.678186346e+05
7.333333333e-06,2.400000000e-05,0.000000000e+00,4.972936861e+01,4.695478128e+01,2.774587327e+00,2.607008497e+06,-5.177786432e+06,2.785695268e+05,3.493877572e+05
7.666666667e-06,2.400000000e-05,0.000000000e+00,4.884427111e+01,4.616203120e+01,2.682239901e+00,2.709314869e+06,-5.124114503e+06,2.776984628e+05,3.316322806e+05
8.000000000e-06,2.400000000e-05,0.000000000e+00,4.792528159e+01,4.533503068e+01,2.590250903e+00,2.810249047e+06,-5.065638716e+06,2.761988795e+05,3.145786453e+05
8.333333333e-06,2.400000000e-05,0.000000000e+00,4.697286857e+01,4.447405328e+01,2.498815287e+00,2.909789051e+06,-5.002254202e+06,2.741739272e+05,2.982362381e+05
8.666666667e-06,2.400000000e-05,0.000000000e+00,4.598751192e+01,4.357941617e+01,2.408095756e+00,3.007890233e+06,-4.933872117e+06,2.717158200e+05,2.826009869e+05
9.000000000e-06,2.400000000e-05,0.000000000e+00,4.496971036e+01,4.265148413e+01,2.318226230e+00,3.104484602e+06,-4.860417426e+06,2.689055304e+05,2.676587077e+05
9.333333333e-06,2.400000000e-05,0.000000000e+00,4.391998898e+01,4.169067361e+01,2.229315365e+00,3.199480930e+06,-4.781827240e+06,2.658131709e+05,2.533879947e+05
9.666666667e-06,2.400000000e-05,0.000000000e+00,4.283890685e+01,4.069745690e+01,2.141449951e+00,3.292765346e+06,-4.698049770e+06,2.624987887e+05,2.397625808e+05
1.000000000e-05,2.400000000e-05,0.000000000e+00,4.172706433e+01,3.967236628e+01,2.054698044e+00,3.384202243e+06,-4.609043875e+06,2.590133662e+05,2.267531902e+05
1.033333333e-05,2.400000000e-05,0.000000000e+00,4.058511007e+01,3.861599828e+01,1.969111790e+00,3.473635375e+06,-4.514779142e+06,2.553998850e+05,2.143289437e+05
1.066666667e-05,2.400000000e-05,0.000000000e+00,3.941374770e+01,3.752901778e+01,1.884729924e+00,3.560889047e+06,-4.415236401e+06,2.516943676e+05,2.024583962e+05
1.100000000e-05,2.400000000e-05,0.000000000e+00,3.821374204e+01,3.641216211e+01,1.801579936e+00,3.645769394e+06,-4.310408609e+06,2.479268446e+05,1.911102817e+05
1.133333333e-05,2.400000000e-05,0.000000000e+00,3.698592494e+01,3.526624500e+01,1.719679942e+00,3.728065723e+06,-4.200301998e+06,2.441222281e+05,1.802540312e+05
1.166666667e-05,2.400000000e-05,0.000000000e+00,3.573120062e+01,3.409216033e+01,1.639040287e+00,3.807551932e+06,-4.084937435e+06,2.403010807e+05,1.698601194e+05
1.200000000e-05,2.400000000e-05,0.000000000e+00,3.445055050e+01,3.289088561e+01,1.559664898e+00,3.883988021e+06,-3.964351925e+06,2.364802842e+05,1.599002842e+05
1.233333333e-05,2.400000000e-05,0.000000000e+00,3.314503759e+01,3.166348515e+01,1.481552443e+00,3.957121711e+06,-3.838600196e+06,2.326736142e+05,1.503476517e+05
1.266666667e-05,2.400000000e-05,0.000000000e+00,3.181581019e+01,3.041111290e+01,1.404697297e+00,4.026690201e+06,-3.707756323e+06,2.288922309e+05,1.411767938e+05
1.300000000e-05,2.400000000e-05,0.000000000e+00,3.046410508e+01,2.913501471e+01,1.329090368e+00,4.092422062e+06,-3.571915326e+06,2.251450946e+05,1.323637381e+05
1.333333333e-05,2.400000000e-05,0.000000000e+00,2.909124997e+01,2.783653020e+01,1.254719780e+00,4.154039303e+06,-3.431194718e+06,2.214393180e+05,1.238859441e+05
1.366666667e-05,2.400000000e-05,0.000000000e+00,2.769866533e+01,2.651709387e+01,1.181571459e+00,4.211259597e+06,-3.285735936e+06,2.177804624e+05,1.157222573e+05
1.400000000e-05,2.400000000e-05,0.000000000e+00,2.628786530e+01,2.517823569e+01,1.109629617e+00,4.263798684e+06,-3.135705624e+06,2.141727867e+05,1.078528485e+05
1.433333333e-05,2.400000000e-05,0.000000000e+00,2.486045797e+01,2.382158080e+01,1.038877163e+00,4.311372938e+06,-2.981296719e+06,2.106194571e+05,1.002591452e+05
1.466666667e-05,2.400000000e-05,0.000000000e+00,2.341814456e+01,2.244884851e+01,9.692960441e-01,4.353702091e+06,-2.822729306e+06,2.071227227e+05,9.292375740e+04
1.500000000e-05,2.400000000e-05,0.000000000e+00,2.196271787e+01,2.106185033e+01,9.008675382e-01,4.390512096e+06,-2.660251186e+06,2.036840623e+05,8.583040278e+04
1.533333333e-05,2.400000000e-05,0.000000000e+00,2.049605966e+01,1.966248717e+01,8.335724937e-01,4.421538101e+06,-2.494138144e+06,2.003043077e+05,7.896383191e+04
1.566666667e-05,2.400000000e-05,0.000000000e+00,1.902013704e+01,1.825274550e+01,7.673915349e-01,4.446527503e+06,-2.324693866e+06,1.969837466e+05,7.230975551e+04
1.600000000e-05,2.400000000e-05,0.000000000e+00,1.753699787e+01,1.683469263e+01,7.023052340e-01,4.465243043e+06,-2.152249483e+06,1.937222088e+05,6.585477439e+04
1.633333333e-05,2.400000000e-05,0.000000000e+00,1.604876514e+01,1.541047089e+01,6.382942557e-01,4.477465894e+06,-1.977162722e+06,1.905191377e+05,5.958631277e+04
1.666666667e-05,2.400000000e-05,0.000000000e+00,1.455763035e+01,1.398229087e+01,5.753394800e-01,4.482998703e+06,-1.799816654e+06,1.873736502e+05,5.349255521e+04
1.700000000e-05,2.400000000e-05,0.000000000e+00,1.306584586e+01,1.255242375e+01,5.134221058e-01,4.481668514e+06,-1.620618026e+06,1.842845856e+05,4.756238730e+04
1.733333333e-05,2.400000000e-05,0.000000000e+00,1.157571638e+01,1.112319264e+01,4.525237396e-01,4.473329537e+06,-1.439995181e+06,1.812505471e+05,4.178534005e+04
1.766666667e-05,2.400000000e-05,0.000000000e+00,1.008958954e+01,9.696963069e+00,3.926264708e-01,4.457865684e+06,-1.258395592e+06,1.782699351e+05,3.615153803e+04
1.800000000e-05,2.400000000e-05,0.000000000e+00,8.609845679e+00,8.276132741e+00,3.337129372e-01,4.435192843e+06,-1.076283014e+06,1.753409745e+05,3.065165090e+04
1.833333333e-05,2.400000000e-05,0.000000000e+00,7.138886974e+00,6.863120593e+00,2.757663813e-01,4.405260804e+06,-8.941343052e+05,1.724617365e+05,2.527684836e+04
1.866666667e-05,2.400000000e-05,0.000000000e+00,5.679125975e+00,5.460355275e+00,2.187707007e-01,4.368054823e+06,-7.124359513e+05,1.696301562e+05,2.001875821e+04
1.900000000e-05,2.400000000e-05,0.000000000e+00,4.232973711e+00,4.070263218e+00,1.627104926e-01,4.323596753e+06,-5.316803479e+05,1.668440460e+05,1.486942730e+04
1.933333333e-05,2.400000000e-05,0.000000000e+00,2.802827499e+00,2.695256405e+00,1.075710942e-01,4.271945722e+06,-3.523619001e+05,1.641011055e+05,9.821285285e+03
1.966666667e-05,2.400000000e-05,0.000000000e+00,1.391058620e+00,1.337719999e+00,5.333862046e-02,4.213198341e+06,-1.749730070e+05,1.613989282e+05,4.867110793e+03
2.000000000e-05,2.400000000e-05,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,4.182341251e+06,-8.755792881e+04,1.600689133e+05,2.433076654e+03
0.000000000e+00,2.466666667e-05,0.000000000e+00,6.354282831e+01,5.981994445e+01,3.722883856e+00,8.694539572e+04,-6.072438349e+06,1.276470099e+04,5.990164736e+05
