# Advektierte Oberflaeche gegen die exakte Lagrange-Abbildung.
# Das Feld ist VORGESCHRIEBEN; nichts wird dafuer geloest.
case,t_over_T,node,r_m,z_m,r_exact_m,z_exact_m
squeeze,0.5000,1,8.663336391e-08,6.418889543e-06,8.663336391e-08,6.418889543e-06
squeeze,0.5000,2,1.732333290e-07,6.415177398e-06,1.732333290e-07,6.415177398e-06
squeeze,0.5000,3,2.597665094e-07,6.408992080e-06,2.597665094e-07,6.408992080e-06
squeeze,0.5000,4,3.461995448e-07,6.400335974e-06,3.461995448e-07,6.400335974e-06
squeeze,0.5000,5,4.324991137e-07,6.389212417e-06,4.324991137e-07,6.389212417e-06
squeeze,0.5000,6,5.186319460e-07,6.375625696e-06,5.186319460e-07,6.375625696e-06
squeeze,0.5000,7,6.045648358e-07,6.359581051e-06,6.045648358e-07,6.359581051e-06
squeeze,0.5000,8,6.902646543e-07,6.341084665e-06,6.902646543e-07,6.341084665e-06
squeeze,0.5000,9,7.756983626e-07,6.320143671e-06,7.756983626e-07,6.320143671e-06
squeeze,0.5000,10,8.608330245e-07,6.296766142e-06,8.608330245e-07,6.296766142e-06
squeeze,0.5000,11,9.456358189e-07,6.270961089e-06,9.456358189e-07,6.270961089e-06
squeeze,0.5000,12,1.030074053e-06,6.242738461e-06,1.030074053e-06,6.242738461e-06
squeeze,0.5000,13,1.114115173e-06,6.212109139e-06,1.114115173e-06,6.212109139e-06
squeeze,0.5000,14,1.197726781e-06,6.179084930e-06,1.197726781e-06,6.179084930e-06
squeeze,0.5000,15,1.280876643e-06,6.143678567e-06,1.280876643e-06,6.143678567e-06
squeeze,0.5000,16,1.363532702e-06,6.105903698e-06,1.363532702e-06,6.105903698e-06
squeeze,0.5000,17,1.445663093e-06,6.065774888e-06,1.445663093e-06,6.065774888e-06
squeeze,0.5000,18,1.527236154e-06,6.023307605e-06,1.527236154e-06,6.023307605e-06
squeeze,0.5000,19,1.608220436e-06,5.978518223e-06,1.608220436e-06,5.978518223e-06
squeeze,0.5000,20,1.688584719e-06,5.931424009e-06,1.688584719e-06,5.931424009e-06
squeeze,0.5000,21,1.768298020e-06,5.882043117e-06,1.768298020e-06,5.882043117e-06
squeeze,0.5000,22,1.847329608e-06,5.830394586e-06,1.847329608e-06,5.830394586e-06
squeeze,0.5000,23,1.925649016e-06,5.776498327e-06,1.925649016e-06,5.776498327e-06
squeeze,0.5000,24,2.003226049e-06,5.720375117e-06,2.003226049e-06,5.720375117e-06
squeeze,0.5000,25,2.080030801e-06,5.662046595e-06,2.080030801e-06,5.662046595e-06
squeeze,0.5000,26,2.156033661e-06,5.601535245e-06,2.156033661e-06,5.601535245e-06
squeeze,0.5000,27,2.231205329e-06,5.538864397e-06,2.231205329e-06,5.538864397e-06
squeeze,0.5000,28,2.305516825e-06,5.474058212e-06,2.305516825e-06,5.474058212e-06
squeeze,0.5000,29,2.378939500e-06,5.407141672e-06,2.378939500e-06,5.407141672e-06
squeeze,0.5000,30,2.451445049e-06,5.338140577e-06,2.451445049e-06,5.338140577e-06
squeeze,0.5000,31,2.523005519e-06,5.267081527e-06,2.523005519e-06,5.267081527e-06
squeeze,0.5000,32,2.593593323e-06,5.193991917e-06,2.593593323e-06,5.193991917e-06
squeeze,0.5000,33,2.663181247e-06,5.118899923e-06,2.663181247e-06,5.118899923e-06
squeeze,0.5000,34,2.731742463e-06,5.041834497e-06,2.731742463e-06,5.041834497e-06
squeeze,0.5000,35,2.799250541e-06,4.962825347e-06,2.799250541e-06,4.962825347e-06
squeeze,0.5000,36,2.865679455e-06,4.881902934e-06,2.865679455e-06,4.881902934e-06
squeeze,0.5000,37,2.931003595e-06,4.799098454e-06,2.931003595e-06,4.799098454e-06
squeeze,0.5000,38,2.995197777e-06,4.714443831e-06,2.995197777e-06,4.714443831e-06
squeeze,0.5000,39,3.058237253e-06,4.627971699e-06,3.058237253e-06,4.627971699e-06
squeeze,0.5000,40,3.120097721e-06,4.539715397e-06,3.120097721e-06,4.539715397e-06
squeeze,0.5000,41,3.180755332e-06,4.449708947e-06,3.180755332e-06,4.449708947e-06
squeeze,0.5000,42,3.240186700e-06,4.357987051e-06,3.240186700e-06,4.357987051e-06
squeeze,0.5000,43,3.298368916e-06,4.264585067e-06,3.298368916e-06,4.264585067e-06
squeeze,0.5000,44,3.355279547e-06,4.169539004e-06,3.355279547e-06,4.169539004e-06
squeeze,0.5000,45,3.410896654e-06,4.072885505e-06,3.410896654e-06,4.072885505e-06
squeeze,0.5000,46,3.465198795e-06,3.974661831e-06,3.465198795e-06,3.974661831e-06
squeeze,0.5000,47,3.518165037e-06,3.874905849e-06,3.518165037e-06,3.874905849e-06
squeeze,0.5000,48,3.569774958e-06,3.773656017e-06,3.569774958e-06,3.773656017e-06
squeeze,0.5000,49,3.620008664e-06,3.670951369e-06,3.620008664e-06,3.670951369e-06
squeeze,0.5000,50,3.668846787e-06,3.566831500e-06,3.668846787e-06,3.566831500e-06
squeeze,0.5000,51,3.716270500e-06,3.461336549e-06,3.716270500e-06,3.461336549e-06
squeeze,0.5000,52,3.762261520e-06,3.354507186e-06,3.762261520e-06,3.354507186e-06
squeeze,0.5000,53,3.806802117e-06,3.246384598e-06,3.806802117e-06,3.246384598e-06
squeeze,0.5000,54,3.849875119e-06,3.137010466e-06,3.849875119e-06,3.137010466e-06
squeeze,0.5000,55,3.891463921e-06,3.026426957e-06,3.891463921e-06,3.026426957e-06
squeeze,0.5000,56,3.931552489e-06,2.914676703e-06,3.931552489e-06,2.914676703e-06
squeeze,0.5000,57,3.970125369e-06,2.801802786e-06,3.970125369e-06,2.801802786e-06
squeeze,0.5000,58,4.007167690e-06,2.687848720e-06,4.007167690e-06,2.687848720e-06
squeeze,0.5000,59,4.042665172e-06,2.572858437e-06,4.042665172e-06,2.572858437e-06
squeeze,0.5000,60,4.076604129e-06,2.456876269e-06,4.076604129e-06,2.456876269e-06
squeeze,0.5000,61,4.108971478e-06,2.339946927e-06,4.108971478e-06,2.339946927e-06
squeeze,0.5000,62,4.139754740e-06,2.222115492e-06,4.139754740e-06,2.222115492e-06
squeeze,0.5000,63,4.168942048e-06,2.103427389e-06,4.168942048e-06,2.103427389e-06
squeeze,0.5000,64,4.196522149e-06,1.983928375e-06,4.196522149e-06,1.983928375e-06
squeeze,0.5000,65,4.222484411e-06,1.863664518e-06,4.222484411e-06,1.863664518e-06
squeeze,0.5000,66,4.246818825e-06,1.742682184e-06,4.246818825e-06,1.742682184e-06
squeeze,0.5000,67,4.269516010e-06,1.621028012e-06,4.269516010e-06,1.621028012e-06
squeeze,0.5000,68,4.290567215e-06,1.498748903e-06,4.290567215e-06,1.498748903e-06
squeeze,0.5000,69,4.309964324e-06,1.375891998e-06,4.309964324e-06,1.375891998e-06
squeeze,0.5000,70,4.327699860e-06,1.252504660e-06,4.327699860e-06,1.252504660e-06
squeeze,0.5000,71,4.343766986e-06,1.128634458e-06,4.343766986e-06,1.128634458e-06
squeeze,0.5000,72,4.358159506e-06,1.004329146e-06,4.358159506e-06,1.004329146e-06
squeeze,0.5000,73,4.370871874e-06,8.796366456e-07,4.370871874e-06,8.796366456e-07
squeeze,0.5000,74,4.381899187e-06,7.546050287e-07,4.381899187e-06,7.546050287e-07
squeeze,0.5000,75,4.391237194e-06,6.292824973e-07,4.391237194e-06,6.292824973e-07
squeeze,0.5000,76,4.398882296e-06,5.037173654e-07,4.398882296e-06,5.037173654e-07
squeeze,0.5000,77,4.404831545e-06,3.779580409e-07,4.404831545e-06,3.779580409e-07
squeeze,0.5000,78,4.409082647e-06,2.520530064e-07,4.409082647e-06,2.520530064e-07
squeeze,0.5000,79,4.411633965e-06,1.260508007e-07,4.411633965e-06,1.260508007e-07
squeeze,0.5000,80,4.412484513e-06,0.000000000e+00,4.412484513e-06,0.000000000e+00
squeeze,0.7500,0,0.000000000e+00,7.274957073e-06,0.000000000e+00,7.274957073e-06
squeeze,0.7500,1,8.138451374e-08,7.273554756e-06,8.138451374e-08,7.273554756e-06
squeeze,0.7500,2,1.627376522e-07,7.269348345e-06,1.627376522e-07,7.269348345e-06
squeeze,0.7500,3,2.440280522e-07,7.262339462e-06,2.440280522e-07,7.262339462e-06
squeeze,0.7500,4,3.252243747e-07,7.252530808e-06,3.252243747e-07,7.252530808e-06
squeeze,0.7500,5,4.062953171e-07,7.239926166e-06,4.062953171e-07,7.239926166e-06
squeeze,0.7500,6,4.872096248e-07,7.224530395e-06,4.872096248e-07,7.224530395e-06
squeeze,0.7500,7,5.679361040e-07,7.206349430e-06,5.679361040e-07,7.206349430e-06
squeeze,0.7500,8,6.484436330e-07,7.185390279e-06,6.484436330e-07,7.185390279e-06
squeeze,0.7500,9,7.287011747e-07,7.161661024e-06,7.287011747e-07,7.161661024e-06
squeeze,0.7500,10,8.086777881e-07,7.135170813e-06,8.086777881e-07,7.135170813e-06
squeeze,0.7500,11,8.883426409e-07,7.105929857e-06,8.883426409e-07,7.105929857e-06
squeeze,0.7500,12,9.676650207e-07,7.073949430e-06,9.676650207e-07,7.073949430e-06
squeeze,0.7500,13,1.046614347e-06,7.039241861e-06,1.046614347e-06,7.039241861e-06
squeeze,0.7500,14,1.125160184e-06,7.001820530e-06,1.125160184e-06,7.001820530e-06
squeeze,0.7500,15,1.203272250e-06,6.961699864e-06,1.203272250e-06,6.961699864e-06
squeeze,0.7500,16,1.280920432e-06,6.918895330e-06,1.280920432e-06,6.918895330e-06
squeeze,0.7500,17,1.358074794e-06,6.873423430e-06,1.358074794e-06,6.873423430e-06
squeeze,0.7500,18,1.434705593e-06,6.825301695e-06,1.434705593e-06,6.825301695e-06
squeeze,0.7500,19,1.510783286e-06,6.774548676e-06,1.510783286e-06,6.774548676e-06
squeeze,0.7500,20,1.586278542e-06,6.721183940e-06,1.586278542e-06,6.721183940e-06
squeeze,0.7500,21,1.661162259e-06,6.665228059e-06,1.661162259e-06,6.665228059e-06
squeeze,0.7500,22,1.735405565e-06,6.606702606e-06,1.735405565e-06,6.606702606e-06
squeeze,0.7500,23,1.808979840e-06,6.545630143e-06,1.808979840e-06,6.545630143e-06
squeeze,0.7500,24,1.881856718e-06,6.482034215e-06,1.881856718e-06,6.482034215e-06
squeeze,0.7500,25,1.954008105e-06,6.415939340e-06,1.954008105e-06,6.415939340e-06
squeeze,0.7500,26,2.025406185e-06,6.347370998e-06,2.025406185e-06,6.347370998e-06
squeeze,0.7500,27,2.096023432e-06,6.276355623e-06,2.096023432e-06,6.276355623e-06
squeeze,0.7500,28,2.165832622e-06,6.202920594e-06,2.165832622e-06,6.202920594e-06
squeeze,0.7500,29,2.234806842e-06,6.127094222e-06,2.234806842e-06,6.127094222e-06
squeeze,0.7500,30,2.302919502e-06,6.048905737e-06,2.302919502e-06,6.048905737e-06
squeeze,0.7500,31,2.370144342e-06,5.968385284e-06,2.370144342e-06,5.968385284e-06
squeeze,0.7500,32,2.436455447e-06,5.885563905e-06,2.436455447e-06,5.885563905e-06
squeeze,0.7500,33,2.501827252e-06,5.800473530e-06,2.501827252e-06,5.800473530e-06
squeeze,0.7500,34,2.566234554e-06,5.713146961e-06,2.566234554e-06,5.713146961e-06
squeeze,0.7500,35,2.629652525e-06,5.623617865e-06,2.629652525e-06,5.623617865e-06
squeeze,0.7500,36,2.692056714e-06,5.531920758e-06,2.692056714e-06,5.531920758e-06
squeeze,0.7500,37,2.753423064e-06,5.438090990e-06,2.753423064e-06,5.438090990e-06
squeeze,0.7500,38,2.813727917e-06,5.342164734e-06,2.813727917e-06,5.342164734e-06
squeeze,0.7500,39,2.872948025e-06,5.244178972e-06,2.872948025e-06,5.244178972e-06
squeeze,0.7500,40,2.931060556e-06,5.144171479e-06,2.931060556e-06,5.144171479e-06
squeeze,0.7500,41,2.988043108e-06,5.042180810e-06,2.988043108e-06,5.042180810e-06
squeeze,0.7500,42,3.043873712e-06,4.938246285e-06,3.043873712e-06,4.938246285e-06
squeeze,0.7500,43,3.098530845e-06,4.832407972e-06,3.098530845e-06,4.832407972e-06
squeeze,0.7500,44,3.151993436e-06,4.724706673e-06,3.151993436e-06,4.724706673e-06
squeeze,0.7500,45,3.204240872e-06,4.615183910e-06,3.204240872e-06,4.615183910e-06
squeeze,0.7500,46,3.255253014e-06,4.503881905e-06,3.255253014e-06,4.503881905e-06
squeeze,0.7500,47,3.305010193e-06,4.390843569e-06,3.305010193e-06,4.390843569e-06
squeeze,0.7500,48,3.353493227e-06,4.276112479e-06,3.353493227e-06,4.276112479e-06
squeeze,0.7500,49,3.400683426e-06,4.159732866e-06,3.400683426e-06,4.159732866e-06
squeeze,0.7500,50,3.446562597e-06,4.041749596e-06,3.446562597e-06,4.041749596e-06
squeeze,0.7500,51,3.491113053e-06,3.922208156e-06,3.491113053e-06,3.922208156e-06
squeeze,0.7500,52,3.534317618e-06,3.801154629e-06,3.534317618e-06,3.801154629e-06
squeeze,0.7500,53,3.576159636e-06,3.678635685e-06,3.576159636e-06,3.678635685e-06
squeeze,0.7500,54,3.616622977e-06,3.554698557e-06,3.616622977e-06,3.554698557e-06
squeeze,0.7500,55,3.655692040e-06,3.429391025e-06,3.655692040e-06,3.429391025e-06
squeeze,0.7500,56,3.693351765e-06,3.302761397e-06,3.693351765e-06,3.302761397e-06
squeeze,0.7500,57,3.729587633e-06,3.174858492e-06,3.729587633e-06,3.174858492e-06
squeeze,0.7500,58,3.764385673e-06,3.045731619e-06,3.764385673e-06,3.045731619e-06
squeeze,0.7500,59,3.797732471e-06,2.915430558e-06,3.797732471e-06,2.915430558e-06
squeeze,0.7500,60,3.829615171e-06,2.784005543e-06,3.829615171e-06,2.784005543e-06
squeeze,0.7500,61,3.860021481e-06,2.651507241e-06,3.860021481e-06,2.651507241e-06
squeeze,0.7500,62,3.888939680e-06,2.517986733e-06,3.888939680e-06,2.517986733e-06
squeeze,0.7500,63,3.916358618e-06,2.383495492e-06,3.916358618e-06,2.383495492e-06
squeeze,0.7500,64,3.942267725e-06,2.248085369e-06,3.942267725e-06,2.248085369e-06
squeeze,0.7500,65,3.966657013e-06,2.111808566e-06,3.966657013e-06,2.111808566e-06
squeeze,0.7500,66,3.989517080e-06,1.974717621e-06,3.989517080e-06,1.974717621e-06
squeeze,0.7500,67,4.010839111e-06,1.836865384e-06,4.010839111e-06,1.836865384e-06
squeeze,0.7500,68,4.030614888e-06,1.698305001e-06,4.030614888e-06,1.698305001e-06
squeeze,0.7500,69,4.048836786e-06,1.559089889e-06,4.048836786e-06,1.559089889e-06
squeeze,0.7500,70,4.065497781e-06,1.419273718e-06,4.065497781e-06,1.419273718e-06
squeeze,0.7500,71,4.080591448e-06,1.278910390e-06,4.080591448e-06,1.278910390e-06
squeeze,0.7500,72,4.094111970e-06,1.138054018e-06,4.094111970e-06,1.138054018e-06
squeeze,0.7500,73,4.106054134e-06,9.967589042e-07,4.106054134e-06,9.967589042e-07
squeeze,0.7500,74,4.116413336e-06,8.550795210e-07,4.116413336e-06,8.550795210e-07
squeeze,0.7500,75,4.125185582e-06,7.130704883e-07,4.125185582e-06,7.130704883e-07
squeeze,0.7500,76,4.132367490e-06,5.707865534e-07,4.132367490e-06,5.707865534e-07
squeeze,0.7500,77,4.137956293e-06,4.282825694e-07,4.137956293e-06,4.282825694e-07
squeeze,0.7500,78,4.141949834e-06,2.856134743e-07,4.141949834e-06,2.856134743e-07
squeeze,0.7500,79,4.144346575e-06,1.428342698e-07,4.144346575e-06,1.428342698e-07
squeeze,0.7500,80,4.145145591e-06,0.000000000e+00,4.145145591e-06,0.000000000e+00
squeeze,1.0000,0,0.000000000e+00,8.243606354e-06,0.000000000e+00,8.243606354e-06
squeeze,1.0000,1,7.645367531e-08,8.242017320e-06,7.645367531e-08,8.242017320e-06
squeeze,1.0000,2,1.528778763e-07,8.237250832e-06,1.528778763e-07,8.237250832e-06
squeeze,1.0000,3,2.292431399e-07,8.229308727e-06,2.292431399e-07,8.229308727e-06
squeeze,1.0000,4,3.055200260e-07,8.218194066e-06,3.055200260e-07,8.218194066e-06
squeeze,1.0000,5,3.816791282e-07,8.203911136e-06,3.816791282e-07,8.203911136e-06
squeeze,1.0000,6,4.576910859e-07,8.186465441e-06,4.576910859e-07,8.186465441e-06
squeeze,1.0000,7,5.335265950e-07,8.165863708e-06,5.335265950e-07,8.165863708e-06
squeeze,1.0000,8,6.091564194e-07,8.142113880e-06,6.091564194e-07,8.142113880e-06
squeeze,1.0000,9,6.845514024e-07,8.115225111e-06,6.845514024e-07,8.115225111e-06
squeeze,1.0000,10,7.596824778e-07,8.085207769e-06,7.596824778e-07,8.085207769e-06
squeeze,1.0000,11,8.345206811e-07,8.052073425e-06,8.345206811e-07,8.052073425e-06
squeeze,1.0000,12,9.090371609e-07,8.015834854e-06,9.090371609e-07,8.015834854e-06
squeeze,1.0000,13,9.832031895e-07,7.976506025e-06,9.832031895e-07,7.976506025e-06
squeeze,1.0000,14,1.056990175e-06,7.934102102e-06,1.056990175e-06,7.934102102e-06
squeeze,1.0000,15,1.130369670e-06,7.888639432e-06,1.130369670e-06,7.888639432e-06
squeeze,1.0000,16,1.203313386e-06,7.840135540e-06,1.203313386e-06,7.840135540e-06
squeeze,1.0000,17,1.275793202e-06,7.788609127e-06,1.275793202e-06,7.788609127e-06
squeeze,1.0000,18,1.347781175e-06,7.734080058e-06,1.347781175e-06,7.734080058e-06
squeeze,1.0000,19,1.419249554e-06,7.676569353e-06,1.419249554e-06,7.676569353e-06
squeeze,1.0000,20,1.490170784e-06,7.616099184e-06,1.490170784e-06,7.616099184e-06
squeeze,1.0000,21,1.560517525e-06,7.552692864e-06,1.560517525e-06,7.552692864e-06
squeeze,1.0000,22,1.630262657e-06,7.486374838e-06,1.630262657e-06,7.486374838e-06
squeeze,1.0000,23,1.699379292e-06,7.417170671e-06,1.699379292e-06,7.417170671e-06
squeeze,1.0000,24,1.767840784e-06,7.345107044e-06,1.767840784e-06,7.345107044e-06
squeeze,1.0000,25,1.835620739e-06,7.270211738e-06,1.835620739e-06,7.270211738e-06
squeeze,1.0000,26,1.902693028e-06,7.192513627e-06,1.902693028e-06,7.192513627e-06
squeeze,1.0000,27,1.969031792e-06,7.112042666e-06,1.969031792e-06,7.112042666e-06
squeeze,1.0000,28,2.034611457e-06,7.028829876e-06,2.034611457e-06,7.028829876e-06
squeeze,1.0000,29,2.099406740e-06,6.942907339e-06,2.099406740e-06,6.942907339e-06
squeeze,1.0000,30,2.163392663e-06,6.854308179e-06,2.163392663e-06,6.854308179e-06
squeeze,1.0000,31,2.226544556e-06,6.763066552e-06,2.226544556e-06,6.763066552e-06
squeeze,1.0000,32,2.288838074e-06,6.669217635e-06,2.288838074e-06,6.669217635e-06
squeeze,1.0000,33,2.350249201e-06,6.572797607e-06,2.350249201e-06,6.572797607e-06
squeeze,1.0000,34,2.410754263e-06,6.473843641e-06,2.410754263e-06,6.473843641e-06
squeeze,1.0000,35,2.470329932e-06,6.372393885e-06,2.470329932e-06,6.372393885e-06
squeeze,1.0000,36,2.528953243e-06,6.268487449e-06,2.528953243e-06,6.268487449e-06
squeeze,1.0000,37,2.586601594e-06,6.162164393e-06,2.586601594e-06,6.162164393e-06
squeeze,1.0000,38,2.643252761e-06,6.053465704e-06,2.643252761e-06,6.053465704e-06
squeeze,1.0000,39,2.698884903e-06,5.942433290e-06,2.698884903e-06,5.942433290e-06
squeeze,1.0000,40,2.753476575e-06,5.829109954e-06,2.753476575e-06,5.829109954e-06
squeeze,1.0000,41,2.807006728e-06,5.713539385e-06,2.807006728e-06,5.713539385e-06
squeeze,1.0000,42,2.859454727e-06,5.595766139e-06,2.859454727e-06,5.595766139e-06
squeeze,1.0000,43,2.910800352e-06,5.475835617e-06,2.910800352e-06,5.475835617e-06
squeeze,1.0000,44,2.961023807e-06,5.353794057e-06,2.961023807e-06,5.353794057e-06
squeeze,1.0000,45,3.010105732e-06,5.229688508e-06,3.010105732e-06,5.229688508e-06
squeeze,1.0000,46,3.058027204e-06,5.103566814e-06,3.058027204e-06,5.103566814e-06
squeeze,1.0000,47,3.104769748e-06,4.975477598e-06,3.104769748e-06,4.975477598e-06
squeeze,1.0000,48,3.150315344e-06,4.845470240e-06,3.150315344e-06,4.845470240e-06
squeeze,1.0000,49,3.194646433e-06,4.713594862e-06,3.194646433e-06,4.713594862e-06
squeeze,1.0000,50,3.237745926e-06,4.579902303e-06,3.237745926e-06,4.579902303e-06
squeeze,1.0000,51,3.279597206e-06,4.444444104e-06,3.279597206e-06,4.444444104e-06
squeeze,1.0000,52,3.320184138e-06,4.307272488e-06,3.320184138e-06,4.307272488e-06
squeeze,1.0000,53,3.359491077e-06,4.168440336e-06,3.359491077e-06,4.168440336e-06
squeeze,1.0000,54,3.397502868e-06,4.028001171e-06,3.397502868e-06,4.028001171e-06
squeeze,1.0000,55,3.434204856e-06,3.886009135e-06,3.434204856e-06,3.886009135e-06
squeeze,1.0000,56,3.469582894e-06,3.742518968e-06,3.469582894e-06,3.742518968e-06
squeeze,1.0000,57,3.503623341e-06,3.597585989e-06,3.503623341e-06,3.597585989e-06
squeeze,1.0000,58,3.536313075e-06,3.451266072e-06,3.536313075e-06,3.451266072e-06
squeeze,1.0000,59,3.567639492e-06,3.303615627e-06,3.567639492e-06,3.303615627e-06
squeeze,1.0000,60,3.597590517e-06,3.154691574e-06,3.597590517e-06,3.154691574e-06
squeeze,1.0000,61,3.626154602e-06,3.004551328e-06,3.626154602e-06,3.004551328e-06
squeeze,1.0000,62,3.653320735e-06,2.853252771e-06,3.653320735e-06,2.853252771e-06
squeeze,1.0000,63,3.679078444e-06,2.700854230e-06,3.679078444e-06,2.700854230e-06
squeeze,1.0000,64,3.703417798e-06,2.547414458e-06,3.703417798e-06,2.547414458e-06
squeeze,1.0000,65,3.726329414e-06,2.392992610e-06,3.726329414e-06,2.392992610e-06
squeeze,1.0000,66,3.747804459e-06,2.237648217e-06,3.747804459e-06,2.237648217e-06
squeeze,1.0000,67,3.767834654e-06,2.081441168e-06,3.767834654e-06,2.081441168e-06
squeeze,1.0000,68,3.786412277e-06,1.924431685e-06,3.786412277e-06,1.924431685e-06
squeeze,1.0000,69,3.803530166e-06,1.766680296e-06,3.803530166e-06,1.766680296e-06
squeeze,1.0000,70,3.819181722e-06,1.608247818e-06,3.819181722e-06,1.608247818e-06
squeeze,1.0000,71,3.833360911e-06,1.449195330e-06,3.833360911e-06,1.449195330e-06
squeeze,1.0000,72,3.846062265e-06,1.289584150e-06,3.846062265e-06,1.289584150e-06
squeeze,1.0000,73,3.857280890e-06,1.129475810e-06,3.857280890e-06,1.129475810e-06
squeeze,1.0000,74,3.867012460e-06,9.689320365e-07,3.867012460e-06,9.689320365e-07
squeeze,1.0000,75,3.875253222e-06,8.080147208e-07,3.875253222e-06,8.080147208e-07
squeeze,1.0000,76,3.882000001e-06,6.467859000e-07,3.882000001e-06,6.467859000e-07
squeeze,1.0000,77,3.887250195e-06,4.853077310e-07,3.887250195e-06,4.853077310e-07
squeeze,1.0000,78,3.891001779e-06,3.236424666e-07,3.891001779e-06,3.236424666e-07
squeeze,1.0000,79,3.893253309e-06,1.618524319e-07,3.893253309e-06,1.618524319e-07
squeeze,1.0000,80,3.894003915e-06,0.000000000e+00,3.894003915e-06,0.000000000e+00
