# Die drei Lasten nebeneinander, ueber der normierten Bogenlaenge tau.
# kind = node   : der ROHE punktweise Knotenwert (nicht konvergent an der Kante, wird nirgends verwendet)
# kind = segment: die konservative Treppenfunktion (die Kraftbuchhaltung)
# kind = handed : die stetige Rekonstruktion, die dem Kapillarloeser TATSAECHLICH uebergeben wird
# kind = cumulative: die kumulierte Kraft G(tau), aus der 'handed' gebaut ist
case,kind,tau,d_over_a,value
singulaer,handed,7.958984375e-01,2.041015625e-01,2.020677734e+04
singulaer,handed,7.963867188e-01,2.036132812e-01,2.020677734e+04
singulaer,handed,7.968750000e-01,2.031250000e-01,2.020677734e+04
singulaer,handed,7.973632812e-01,2.026367188e-01,2.020677734e+04
singulaer,handed,7.978515625e-01,2.021484375e-01,2.020677734e+04
singulaer,handed,7.983398438e-01,2.016601563e-01,2.020677734e+04
singulaer,handed,7.988281250e-01,2.011718750e-01,2.020677734e+04
singulaer,handed,7.993164062e-01,2.006835938e-01,2.020677734e+04
singulaer,handed,7.998046875e-01,2.001953125e-01,2.020677734e+04
singulaer,handed,8.002929688e-01,1.997070312e-01,2.020677734e+04
singulaer,handed,8.007812500e-01,1.992187500e-01,2.020677734e+04
singulaer,handed,8.012695312e-01,1.987304688e-01,2.020677734e+04
singulaer,handed,8.017578125e-01,1.982421875e-01,2.020677734e+04
singulaer,handed,8.022460938e-01,1.977539062e-01,2.020677734e+04
singulaer,handed,8.027343750e-01,1.972656250e-01,2.020677734e+04
singulaer,handed,8.032226562e-01,1.967773438e-01,2.020677734e+04
singulaer,handed,8.037109375e-01,1.962890625e-01,2.020677734e+04
singulaer,handed,8.041992188e-01,1.958007812e-01,2.020677734e+04
singulaer,handed,8.046875000e-01,1.953125000e-01,2.020677734e+04
singulaer,handed,8.051757812e-01,1.948242188e-01,2.012170357e+04
singulaer,handed,8.056640625e-01,1.943359375e-01,2.005396667e+04
singulaer,handed,8.061523438e-01,1.938476562e-01,2.000374904e+04
singulaer,handed,8.066406250e-01,1.933593750e-01,1.997118652e+04
singulaer,handed,8.071289062e-01,1.928710938e-01,1.995636747e+04
singulaer,handed,8.076171875e-01,1.923828125e-01,1.995933218e+04
singulaer,handed,8.081054688e-01,1.918945312e-01,1.998007258e+04
singulaer,handed,8.085937500e-01,1.914062500e-01,2.001853231e+04
singulaer,handed,8.090820312e-01,1.909179688e-01,2.007460711e+04
singulaer,handed,8.095703125e-01,1.904296875e-01,2.014814550e+04
singulaer,handed,8.100585938e-01,1.899414062e-01,2.023894982e+04
singulaer,handed,8.105468750e-01,1.894531250e-01,2.034677754e+04
singulaer,handed,8.110351562e-01,1.889648438e-01,2.047134286e+04
singulaer,handed,8.115234375e-01,1.884765625e-01,2.061231860e+04
singulaer,handed,8.120117188e-01,1.879882812e-01,2.076933828e+04
singulaer,handed,8.125000000e-01,1.875000000e-01,2.094199850e+04
singulaer,handed,8.129882812e-01,1.870117188e-01,2.114101237e+04
singulaer,handed,8.134765625e-01,1.865234375e-01,2.131887088e+04
singulaer,handed,8.139648438e-01,1.860351562e-01,2.147608018e+04
singulaer,handed,8.144531250e-01,1.855468750e-01,2.161308247e+04
singulaer,handed,8.149414062e-01,1.850585938e-01,2.173025913e+04
singulaer,handed,8.154296875e-01,1.845703125e-01,2.182793342e+04
singulaer,handed,8.159179688e-01,1.840820312e-01,2.190637277e+04
singulaer,handed,8.164062500e-01,1.835937500e-01,2.196579057e+04
singulaer,handed,8.168945312e-01,1.831054688e-01,2.200634770e+04
singulaer,handed,8.173828125e-01,1.826171875e-01,2.202815354e+04
singulaer,handed,8.178710938e-01,1.821289062e-01,2.203126680e+04
singulaer,handed,8.183593750e-01,1.816406250e-01,2.201569585e+04
singulaer,handed,8.188476562e-01,1.811523438e-01,2.198139879e+04
singulaer,handed,8.193359375e-01,1.806640625e-01,2.192828319e+04
singulaer,handed,8.198242188e-01,1.801757812e-01,2.185620545e+04
singulaer,handed,8.203125000e-01,1.796875000e-01,2.176496982e+04
singulaer,handed,8.208007812e-01,1.791992188e-01,2.176496982e+04
singulaer,handed,8.212890625e-01,1.787109375e-01,2.176496982e+04
singulaer,handed,8.217773438e-01,1.782226562e-01,2.176496982e+04
singulaer,handed,8.222656250e-01,1.777343750e-01,2.176496982e+04
singulaer,handed,8.227539062e-01,1.772460938e-01,2.176496982e+04
singulaer,handed,8.232421875e-01,1.767578125e-01,2.176496982e+04
singulaer,handed,8.237304688e-01,1.762695312e-01,2.176496982e+04
singulaer,handed,8.242187500e-01,1.757812500e-01,2.176496982e+04
singulaer,handed,8.247070312e-01,1.752929688e-01,2.176496982e+04
singulaer,handed,8.251953125e-01,1.748046875e-01,2.176496982e+04
singulaer,handed,8.256835938e-01,1.743164062e-01,2.176496982e+04
singulaer,handed,8.261718750e-01,1.738281250e-01,2.176496982e+04
singulaer,handed,8.266601562e-01,1.733398438e-01,2.176496982e+04
singulaer,handed,8.271484375e-01,1.728515625e-01,2.176496982e+04
singulaer,handed,8.276367188e-01,1.723632812e-01,2.176496982e+04
singulaer,handed,8.281250000e-01,1.718750000e-01,2.176496982e+04
singulaer,handed,8.286132812e-01,1.713867188e-01,2.176496982e+04
singulaer,handed,8.291015625e-01,1.708984375e-01,2.176496982e+04
singulaer,handed,8.295898438e-01,1.704101562e-01,2.176496982e+04
singulaer,handed,8.300781250e-01,1.699218750e-01,2.176496982e+04
singulaer,handed,8.305664062e-01,1.694335938e-01,2.176496982e+04
singulaer,handed,8.310546875e-01,1.689453125e-01,2.176496982e+04
singulaer,handed,8.315429688e-01,1.684570312e-01,2.176496982e+04
singulaer,handed,8.320312500e-01,1.679687500e-01,2.176496982e+04
singulaer,handed,8.325195312e-01,1.674804688e-01,2.176496982e+04
singulaer,handed,8.330078125e-01,1.669921875e-01,2.176496982e+04
singulaer,handed,8.334960938e-01,1.665039062e-01,2.176496982e+04
singulaer,handed,8.339843750e-01,1.660156250e-01,2.176496982e+04
singulaer,handed,8.344726562e-01,1.655273438e-01,2.176496982e+04
singulaer,handed,8.349609375e-01,1.650390625e-01,2.176496982e+04
singulaer,handed,8.354492188e-01,1.645507812e-01,2.176496982e+04
singulaer,handed,8.359375000e-01,1.640625000e-01,2.176496982e+04
singulaer,handed,8.364257812e-01,1.635742188e-01,2.165442517e+04
singulaer,handed,8.369140625e-01,1.630859375e-01,2.156642079e+04
singulaer,handed,8.374023438e-01,1.625976562e-01,2.150118491e+04
singulaer,handed,8.378906250e-01,1.621093750e-01,2.145888747e+04
singulaer,handed,8.383789062e-01,1.616210938e-01,2.143963897e+04
singulaer,handed,8.388671875e-01,1.611328125e-01,2.144348979e+04
singulaer,handed,8.393554688e-01,1.606445312e-01,2.147042985e+04
singulaer,handed,8.398437500e-01,1.601562500e-01,2.152038867e+04
singulaer,handed,8.403320312e-01,1.596679688e-01,2.159323583e+04
singulaer,handed,8.408203125e-01,1.591796875e-01,2.168878183e+04
singulaer,handed,8.413085938e-01,1.586914062e-01,2.180677932e+04
singulaer,handed,8.417968750e-01,1.582031250e-01,2.194692466e+04
singulaer,handed,8.422851562e-01,1.577148438e-01,2.210885988e+04
singulaer,handed,8.427734375e-01,1.572265625e-01,2.229217497e+04
singulaer,handed,8.432617188e-01,1.567382812e-01,2.249641035e+04
singulaer,handed,8.437500000e-01,1.562500000e-01,2.272105978e+04
singulaer,handed,8.442382812e-01,1.557617188e-01,2.298334795e+04
singulaer,handed,8.447265625e-01,1.552734375e-01,2.321783255e+04
singulaer,handed,8.452148438e-01,1.547851562e-01,2.342515498e+04
singulaer,handed,8.457031250e-01,1.542968750e-01,2.360587597e+04
singulaer,handed,8.461914062e-01,1.538085938e-01,2.376047945e+04
singulaer,handed,8.466796875e-01,1.533203125e-01,2.388937585e+04
singulaer,handed,8.471679688e-01,1.528320312e-01,2.399290484e+04
singulaer,handed,8.476562500e-01,1.523437500e-01,2.407133759e+04
singulaer,handed,8.481445312e-01,1.518554688e-01,2.412487857e+04
singulaer,handed,8.486328125e-01,1.513671875e-01,2.415366687e+04
singulaer,handed,8.491210938e-01,1.508789062e-01,2.415777712e+04
singulaer,handed,8.496093750e-01,1.503906250e-01,2.413721996e+04
singulaer,handed,8.500976562e-01,1.499023438e-01,2.409194213e+04
singulaer,handed,8.505859375e-01,1.494140625e-01,2.402182611e+04
singulaer,handed,8.510742188e-01,1.489257812e-01,2.392668934e+04
singulaer,handed,8.515625000e-01,1.484375000e-01,2.380628306e+04
singulaer,handed,8.520507812e-01,1.479492188e-01,2.380628306e+04
singulaer,handed,8.525390625e-01,1.474609375e-01,2.380628306e+04
singulaer,handed,8.530273438e-01,1.469726562e-01,2.380628306e+04
singulaer,handed,8.535156250e-01,1.464843750e-01,2.380628306e+04
singulaer,handed,8.540039062e-01,1.459960938e-01,2.380628306e+04
singulaer,handed,8.544921875e-01,1.455078125e-01,2.380628306e+04
singulaer,handed,8.549804688e-01,1.450195312e-01,2.380628306e+04
singulaer,handed,8.554687500e-01,1.445312500e-01,2.380628306e+04
singulaer,handed,8.559570312e-01,1.440429688e-01,2.380628306e+04
singulaer,handed,8.564453125e-01,1.435546875e-01,2.380628306e+04
singulaer,handed,8.569335938e-01,1.430664062e-01,2.380628306e+04
singulaer,handed,8.574218750e-01,1.425781250e-01,2.380628306e+04
singulaer,handed,8.579101562e-01,1.420898438e-01,2.380628306e+04
singulaer,handed,8.583984375e-01,1.416015625e-01,2.380628306e+04
singulaer,handed,8.588867188e-01,1.411132812e-01,2.380628306e+04
singulaer,handed,8.593750000e-01,1.406250000e-01,2.380628306e+04
singulaer,handed,8.598632812e-01,1.401367188e-01,2.380628306e+04
singulaer,handed,8.603515625e-01,1.396484375e-01,2.380628306e+04
singulaer,handed,8.608398438e-01,1.391601562e-01,2.380628306e+04
singulaer,handed,8.613281250e-01,1.386718750e-01,2.380628306e+04
singulaer,handed,8.618164062e-01,1.381835938e-01,2.380628306e+04
singulaer,handed,8.623046875e-01,1.376953125e-01,2.380628306e+04
singulaer,handed,8.627929688e-01,1.372070312e-01,2.380628306e+04
singulaer,handed,8.632812500e-01,1.367187500e-01,2.380628306e+04
singulaer,handed,8.637695312e-01,1.362304688e-01,2.380628306e+04
singulaer,handed,8.642578125e-01,1.357421875e-01,2.380628306e+04
singulaer,handed,8.647460938e-01,1.352539062e-01,2.380628306e+04
singulaer,handed,8.652343750e-01,1.347656250e-01,2.380628306e+04
singulaer,handed,8.657226562e-01,1.342773438e-01,2.380628306e+04
singulaer,handed,8.662109375e-01,1.337890625e-01,2.380628306e+04
singulaer,handed,8.666992188e-01,1.333007812e-01,2.380628306e+04
singulaer,handed,8.671875000e-01,1.328125000e-01,2.380628306e+04
singulaer,handed,8.676757812e-01,1.323242188e-01,2.365363194e+04
singulaer,handed,8.681640625e-01,1.318359375e-01,2.353212306e+04
singulaer,handed,8.686523438e-01,1.313476562e-01,2.344206036e+04
singulaer,handed,8.691406250e-01,1.308593750e-01,2.338367003e+04
singulaer,handed,8.696289062e-01,1.303710938e-01,2.335709918e+04
singulaer,handed,8.701171875e-01,1.298828125e-01,2.336241484e+04
singulaer,handed,8.706054688e-01,1.293945312e-01,2.339960360e+04
singulaer,handed,8.710937500e-01,1.289062500e-01,2.346857166e+04
singulaer,handed,8.715820312e-01,1.284179688e-01,2.356914543e+04
singulaer,handed,8.720703125e-01,1.279296875e-01,2.370107261e+04
singulaer,handed,8.725585938e-01,1.274414062e-01,2.386402377e+04
singulaer,handed,8.730468750e-01,1.269531250e-01,2.405759443e+04
singulaer,handed,8.735351562e-01,1.264648438e-01,2.428130748e+04
singulaer,handed,8.740234375e-01,1.259765625e-01,2.453461614e+04
singulaer,handed,8.745117188e-01,1.254882812e-01,2.481690724e+04
singulaer,handed,8.750000000e-01,1.250000000e-01,2.512750483e+04
singulaer,handed,8.754882812e-01,1.245117188e-01,2.549793801e+04
singulaer,handed,8.759765625e-01,1.240234375e-01,2.582920594e+04
singulaer,handed,8.764648438e-01,1.235351562e-01,2.612218087e+04
singulaer,handed,8.769531250e-01,1.230468750e-01,2.637762585e+04
singulaer,handed,8.774414062e-01,1.225585938e-01,2.659619984e+04
singulaer,handed,8.779296875e-01,1.220703125e-01,2.677846197e+04
singulaer,handed,8.784179688e-01,1.215820312e-01,2.692487519e+04
singulaer,handed,8.789062500e-01,1.210937500e-01,2.703580923e+04
singulaer,handed,8.793945312e-01,1.206054688e-01,2.711154295e+04
singulaer,handed,8.798828125e-01,1.201171875e-01,2.715226609e+04
singulaer,handed,8.803710938e-01,1.196289062e-01,2.715808045e+04
singulaer,handed,8.808593750e-01,1.191406250e-01,2.712900057e+04
singulaer,handed,8.813476562e-01,1.186523438e-01,2.706495376e+04
singulaer,handed,8.818359375e-01,1.181640625e-01,2.696577971e+04
singulaer,handed,8.823242188e-01,1.176757812e-01,2.683122944e+04
singulaer,handed,8.828125000e-01,1.171875000e-01,2.666096372e+04
singulaer,handed,8.833007812e-01,1.166992188e-01,2.666096372e+04
singulaer,handed,8.837890625e-01,1.162109375e-01,2.666096372e+04
singulaer,handed,8.842773438e-01,1.157226562e-01,2.666096372e+04
singulaer,handed,8.847656250e-01,1.152343750e-01,2.666096372e+04
singulaer,handed,8.852539062e-01,1.147460938e-01,2.666096372e+04
singulaer,handed,8.857421875e-01,1.142578125e-01,2.666096372e+04
singulaer,handed,8.862304688e-01,1.137695312e-01,2.666096372e+04
singulaer,handed,8.867187500e-01,1.132812500e-01,2.666096372e+04
singulaer,handed,8.872070312e-01,1.127929688e-01,2.666096372e+04
singulaer,handed,8.876953125e-01,1.123046875e-01,2.666096372e+04
singulaer,handed,8.881835938e-01,1.118164062e-01,2.666096372e+04
singulaer,handed,8.886718750e-01,1.113281250e-01,2.666096372e+04
singulaer,handed,8.891601562e-01,1.108398438e-01,2.666096372e+04
singulaer,handed,8.896484375e-01,1.103515625e-01,2.666096372e+04
singulaer,handed,8.901367188e-01,1.098632812e-01,2.666096372e+04
singulaer,handed,8.906250000e-01,1.093750000e-01,2.666096372e+04
singulaer,handed,8.911132812e-01,1.088867188e-01,2.666096372e+04
singulaer,handed,8.916015625e-01,1.083984375e-01,2.666096372e+04
singulaer,handed,8.920898438e-01,1.079101562e-01,2.666096372e+04
singulaer,handed,8.925781250e-01,1.074218750e-01,2.666096372e+04
singulaer,handed,8.930664062e-01,1.069335938e-01,2.666096372e+04
singulaer,handed,8.935546875e-01,1.064453125e-01,2.666096372e+04
singulaer,handed,8.940429688e-01,1.059570312e-01,2.666096372e+04
singulaer,handed,8.945312500e-01,1.054687500e-01,2.666096372e+04
singulaer,handed,8.950195312e-01,1.049804688e-01,2.666096372e+04
singulaer,handed,8.955078125e-01,1.044921875e-01,2.666096372e+04
singulaer,handed,8.959960938e-01,1.040039062e-01,2.666096372e+04
singulaer,handed,8.964843750e-01,1.035156250e-01,2.666096372e+04
singulaer,handed,8.969726562e-01,1.030273438e-01,2.666096372e+04
singulaer,handed,8.974609375e-01,1.025390625e-01,2.666096372e+04
singulaer,handed,8.979492188e-01,1.020507812e-01,2.666096372e+04
singulaer,handed,8.984375000e-01,1.015625000e-01,2.666096372e+04
singulaer,handed,8.989257812e-01,1.010742188e-01,2.642789491e+04
singulaer,handed,8.994140625e-01,1.005859375e-01,2.624239759e+04
singulaer,handed,8.999023438e-01,1.000976562e-01,2.610491979e+04
singulaer,handed,9.003906250e-01,9.960937500e-02,2.601579490e+04
singulaer,handed,9.008789062e-01,9.912109375e-02,2.597523969e+04
singulaer,handed,9.013671875e-01,9.863281250e-02,2.598335293e+04
singulaer,handed,9.018554688e-01,9.814453125e-02,2.604011485e+04
singulaer,handed,9.023437500e-01,9.765625000e-02,2.614538725e+04
singulaer,handed,9.028320312e-01,9.716796875e-02,2.629891432e+04
singulaer,handed,9.033203125e-01,9.667968750e-02,2.650032417e+04
singulaer,handed,9.038085938e-01,9.619140625e-02,2.674913115e+04
singulaer,handed,9.042968750e-01,9.570312500e-02,2.704473869e+04
singulaer,handed,9.047851562e-01,9.521484375e-02,2.738644287e+04
singulaer,handed,9.052734375e-01,9.472656250e-02,2.777343657e+04
singulaer,handed,9.057617188e-01,9.423828125e-02,2.820481416e+04
singulaer,handed,9.062500000e-01,9.375000000e-02,2.867957668e+04
singulaer,handed,9.067382812e-01,9.326171875e-02,2.926842327e+04
singulaer,handed,9.072265625e-01,9.277343750e-02,2.979516318e+04
singulaer,handed,9.077148438e-01,9.228515625e-02,3.026113331e+04
singulaer,handed,9.082031250e-01,9.179687500e-02,3.066750399e+04
singulaer,handed,9.086914062e-01,9.130859375e-02,3.101528640e+04
singulaer,handed,9.091796875e-01,9.082031250e-02,3.130533899e+04
singulaer,handed,9.096679688e-01,9.033203125e-02,3.153837282e+04
singulaer,handed,9.101562500e-01,8.984375000e-02,3.171495595e+04
singulaer,handed,9.106445312e-01,8.935546875e-02,3.183551694e+04
singulaer,handed,9.111328125e-01,8.886718750e-02,3.190034745e+04
singulaer,handed,9.116210938e-01,8.837890625e-02,3.190960399e+04
singulaer,handed,9.121093750e-01,8.789062500e-02,3.186330889e+04
singulaer,handed,9.125976562e-01,8.740234375e-02,3.176135043e+04
singulaer,handed,9.130859375e-01,8.691406250e-02,3.160348216e+04
singulaer,handed,9.135742188e-01,8.642578125e-02,3.138932139e+04
singulaer,handed,9.140625000e-01,8.593750000e-02,3.111834692e+04
singulaer,handed,9.145507812e-01,8.544921875e-02,3.111834692e+04
singulaer,handed,9.150390625e-01,8.496093750e-02,3.111834692e+04
singulaer,handed,9.155273438e-01,8.447265625e-02,3.111834692e+04
singulaer,handed,9.160156250e-01,8.398437500e-02,3.111834692e+04
singulaer,handed,9.165039062e-01,8.349609375e-02,3.111834692e+04
singulaer,handed,9.169921875e-01,8.300781250e-02,3.111834692e+04
singulaer,handed,9.174804688e-01,8.251953125e-02,3.111834692e+04
singulaer,handed,9.179687500e-01,8.203125000e-02,3.111834692e+04
singulaer,handed,9.184570312e-01,8.154296875e-02,3.111834692e+04
singulaer,handed,9.189453125e-01,8.105468750e-02,3.111834692e+04
singulaer,handed,9.194335938e-01,8.056640625e-02,3.111834692e+04
singulaer,handed,9.199218750e-01,8.007812500e-02,3.111834692e+04
singulaer,handed,9.204101562e-01,7.958984375e-02,3.111834692e+04
singulaer,handed,9.208984375e-01,7.910156250e-02,3.111834692e+04
singulaer,handed,9.213867188e-01,7.861328125e-02,3.111834692e+04
singulaer,handed,9.218750000e-01,7.812500000e-02,3.111834692e+04
singulaer,handed,9.223632812e-01,7.763671875e-02,3.111834692e+04
singulaer,handed,9.228515625e-01,7.714843750e-02,3.111834692e+04
singulaer,handed,9.233398438e-01,7.666015625e-02,3.111834692e+04
singulaer,handed,9.238281250e-01,7.617187500e-02,3.111834692e+04
singulaer,handed,9.243164062e-01,7.568359375e-02,3.111834692e+04
singulaer,handed,9.248046875e-01,7.519531250e-02,3.111834692e+04
singulaer,handed,9.252929688e-01,7.470703125e-02,3.111834692e+04
singulaer,handed,9.257812500e-01,7.421875000e-02,3.111834692e+04
singulaer,handed,9.262695312e-01,7.373046875e-02,3.111834692e+04
singulaer,handed,9.267578125e-01,7.324218750e-02,3.111834692e+04
singulaer,handed,9.272460938e-01,7.275390625e-02,3.111834692e+04
singulaer,handed,9.277343750e-01,7.226562500e-02,3.111834692e+04
singulaer,handed,9.282226562e-01,7.177734375e-02,3.111834692e+04
singulaer,handed,9.287109375e-01,7.128906250e-02,3.111834692e+04
singulaer,handed,9.291992188e-01,7.080078125e-02,3.111834692e+04
singulaer,handed,9.296875000e-01,7.031250000e-02,3.111834692e+04
singulaer,handed,9.301757812e-01,6.982421875e-02,3.068083243e+04
singulaer,handed,9.306640625e-01,6.933593750e-02,3.033265947e+04
singulaer,handed,9.311523438e-01,6.884765625e-02,3.007464104e+04
singulaer,handed,9.316406250e-01,6.835937500e-02,2.990738200e+04
singulaer,handed,9.321289062e-01,6.787109375e-02,2.983127554e+04
singulaer,handed,9.326171875e-01,6.738281250e-02,2.984650081e+04
singulaer,handed,9.331054688e-01,6.689453125e-02,2.995302198e+04
singulaer,handed,9.335937500e-01,6.640625000e-02,3.015058835e+04
singulaer,handed,9.340820312e-01,6.591796875e-02,3.043873586e+04
singulaer,handed,9.345703125e-01,6.542968750e-02,3.081678982e+04
singulaer,handed,9.350585938e-01,6.494140625e-02,3.128386883e+04
singulaer,handed,9.355468750e-01,6.445312500e-02,3.183888991e+04
singulaer,handed,9.360351562e-01,6.396484375e-02,3.248057469e+04
singulaer,handed,9.365234375e-01,6.347656250e-02,3.320745672e+04
singulaer,handed,9.370117188e-01,6.298828125e-02,3.401788973e+04
singulaer,handed,9.375000000e-01,6.250000000e-02,3.491005674e+04
singulaer,handed,9.379882812e-01,6.201171875e-02,3.612446162e+04
singulaer,handed,9.384765625e-01,6.152343750e-02,3.721107158e+04
singulaer,handed,9.389648438e-01,6.103515625e-02,3.817254857e+04
singulaer,handed,9.394531250e-01,6.054687500e-02,3.901122415e+04
singulaer,handed,9.399414062e-01,6.005859375e-02,3.972911394e+04
singulaer,handed,9.404296875e-01,5.957031250e-02,4.032792986e+04
singulaer,handed,9.409179688e-01,5.908203125e-02,4.080909043e+04
singulaer,handed,9.414062500e-01,5.859375000e-02,4.117372928e+04
singulaer,handed,9.418945312e-01,5.810546875e-02,4.142270184e+04
