# Die drei Lasten nebeneinander, ueber der normierten Bogenlaenge tau.
# kind = node   : der ROHE punktweise Knotenwert (nicht konvergent an der Kante, wird nirgends verwendet)
# kind = segment: die konservative Treppenfunktion (die Kraftbuchhaltung)
# kind = handed : die stetige Rekonstruktion, die dem Kapillarloeser TATSAECHLICH uebergeben wird
# kind = cumulative: die kumulierte Kraft G(tau), aus der 'handed' gebaut ist
case,kind,tau,d_over_a,value
glatt,handed,1.997070312e-01,8.002929688e-01,1.041666667e+04
glatt,handed,2.001953125e-01,7.998046875e-01,1.041666667e+04
glatt,handed,2.006835938e-01,7.993164062e-01,1.041666667e+04
glatt,handed,2.011718750e-01,7.988281250e-01,1.041666667e+04
glatt,handed,2.016601562e-01,7.983398438e-01,1.041666667e+04
glatt,handed,2.021484375e-01,7.978515625e-01,1.041666667e+04
glatt,handed,2.026367188e-01,7.973632812e-01,1.041666667e+04
glatt,handed,2.031250000e-01,7.968750000e-01,1.041666667e+04
glatt,handed,2.036132812e-01,7.963867188e-01,1.041666667e+04
glatt,handed,2.041015625e-01,7.958984375e-01,1.041666667e+04
glatt,handed,2.045898438e-01,7.954101562e-01,1.041666667e+04
glatt,handed,2.050781250e-01,7.949218750e-01,1.041666667e+04
glatt,handed,2.055664062e-01,7.944335938e-01,1.041666667e+04
glatt,handed,2.060546875e-01,7.939453125e-01,1.041666667e+04
glatt,handed,2.065429688e-01,7.934570312e-01,1.041666667e+04
glatt,handed,2.070312500e-01,7.929687500e-01,1.041666667e+04
glatt,handed,2.075195312e-01,7.924804688e-01,1.041666667e+04
glatt,handed,2.080078125e-01,7.919921875e-01,1.041666667e+04
glatt,handed,2.084960938e-01,7.915039062e-01,1.041666667e+04
glatt,handed,2.089843750e-01,7.910156250e-01,1.041666667e+04
glatt,handed,2.094726562e-01,7.905273438e-01,1.041666667e+04
glatt,handed,2.099609375e-01,7.900390625e-01,1.041666667e+04
glatt,handed,2.104492188e-01,7.895507812e-01,1.041666667e+04
glatt,handed,2.109375000e-01,7.890625000e-01,1.041666667e+04
glatt,handed,2.114257812e-01,7.885742188e-01,1.040895372e+04
glatt,handed,2.119140625e-01,7.880859375e-01,1.040274650e+04
glatt,handed,2.124023438e-01,7.875976562e-01,1.039810635e+04
glatt,handed,2.128906250e-01,7.871093750e-01,1.039507990e+04
glatt,handed,2.133789062e-01,7.866210938e-01,1.039369795e+04
glatt,handed,2.138671875e-01,7.861328125e-01,1.039397466e+04
glatt,handed,2.143554688e-01,7.856445313e-01,1.039590718e+04
glatt,handed,2.148437500e-01,7.851562500e-01,1.039947575e+04
glatt,handed,2.153320312e-01,7.846679688e-01,1.040464420e+04
glatt,handed,2.158203125e-01,7.841796875e-01,1.041136083e+04
glatt,handed,2.163085938e-01,7.836914062e-01,1.041955971e+04
glatt,handed,2.167968750e-01,7.832031250e-01,1.042916227e+04
glatt,handed,2.172851562e-01,7.827148438e-01,1.044007906e+04
glatt,handed,2.177734375e-01,7.822265625e-01,1.045221179e+04
glatt,handed,2.182617188e-01,7.817382813e-01,1.046545539e+04
glatt,handed,2.187500000e-01,7.812500000e-01,1.047970003e+04
glatt,handed,2.192382812e-01,7.807617187e-01,1.049826814e+04
glatt,handed,2.197265625e-01,7.802734375e-01,1.051444598e+04
glatt,handed,2.202148438e-01,7.797851562e-01,1.052842984e+04
glatt,handed,2.207031250e-01,7.792968750e-01,1.054038211e+04
glatt,handed,2.211914062e-01,7.788085938e-01,1.055043635e+04
glatt,handed,2.216796875e-01,7.783203125e-01,1.055870123e+04
glatt,handed,2.221679688e-01,7.778320312e-01,1.056526361e+04
glatt,handed,2.226562500e-01,7.773437500e-01,1.057019086e+04
glatt,handed,2.231445312e-01,7.768554687e-01,1.057353267e+04
glatt,handed,2.236328125e-01,7.763671875e-01,1.057532229e+04
glatt,handed,2.241210938e-01,7.758789062e-01,1.057557739e+04
glatt,handed,2.246093750e-01,7.753906250e-01,1.057430048e+04
glatt,handed,2.250976562e-01,7.749023438e-01,1.057147898e+04
glatt,handed,2.255859375e-01,7.744140625e-01,1.056708490e+04
glatt,handed,2.260742188e-01,7.739257812e-01,1.056107415e+04
glatt,handed,2.265625000e-01,7.734375000e-01,1.055338542e+04
glatt,handed,2.270507812e-01,7.729492188e-01,1.055338542e+04
glatt,handed,2.275390625e-01,7.724609375e-01,1.055338542e+04
glatt,handed,2.280273438e-01,7.719726562e-01,1.055338542e+04
glatt,handed,2.285156250e-01,7.714843750e-01,1.055338542e+04
glatt,handed,2.290039062e-01,7.709960938e-01,1.055338542e+04
glatt,handed,2.294921875e-01,7.705078125e-01,1.055338542e+04
glatt,handed,2.299804688e-01,7.700195312e-01,1.055338542e+04
glatt,handed,2.304687500e-01,7.695312500e-01,1.055338542e+04
glatt,handed,2.309570312e-01,7.690429688e-01,1.055338542e+04
glatt,handed,2.314453125e-01,7.685546875e-01,1.055338542e+04
glatt,handed,2.319335938e-01,7.680664062e-01,1.055338542e+04
glatt,handed,2.324218750e-01,7.675781250e-01,1.055338542e+04
glatt,handed,2.329101562e-01,7.670898438e-01,1.055338542e+04
glatt,handed,2.333984375e-01,7.666015625e-01,1.055338542e+04
glatt,handed,2.338867188e-01,7.661132812e-01,1.055338542e+04
glatt,handed,2.343750000e-01,7.656250000e-01,1.055338542e+04
glatt,handed,2.348632812e-01,7.651367188e-01,1.055338542e+04
glatt,handed,2.353515625e-01,7.646484375e-01,1.055338542e+04
glatt,handed,2.358398438e-01,7.641601562e-01,1.055338542e+04
glatt,handed,2.363281250e-01,7.636718750e-01,1.055338542e+04
glatt,handed,2.368164062e-01,7.631835938e-01,1.055338542e+04
glatt,handed,2.373046875e-01,7.626953125e-01,1.055338542e+04
glatt,handed,2.377929688e-01,7.622070312e-01,1.055338542e+04
glatt,handed,2.382812500e-01,7.617187500e-01,1.055338542e+04
glatt,handed,2.387695312e-01,7.612304688e-01,1.055338542e+04
glatt,handed,2.392578125e-01,7.607421875e-01,1.055338542e+04
glatt,handed,2.397460938e-01,7.602539062e-01,1.055338542e+04
glatt,handed,2.402343750e-01,7.597656250e-01,1.055338542e+04
glatt,handed,2.407226562e-01,7.592773438e-01,1.055338542e+04
glatt,handed,2.412109375e-01,7.587890625e-01,1.055338542e+04
glatt,handed,2.416992188e-01,7.583007812e-01,1.055338542e+04
glatt,handed,2.421875000e-01,7.578125000e-01,1.055338542e+04
glatt,handed,2.426757812e-01,7.573242188e-01,1.054457632e+04
glatt,handed,2.431640625e-01,7.568359375e-01,1.053749996e+04
glatt,handed,2.436523438e-01,7.563476562e-01,1.053221765e+04
glatt,handed,2.441406250e-01,7.558593750e-01,1.052877585e+04
glatt,handed,2.446289062e-01,7.553710938e-01,1.052720516e+04
glatt,handed,2.451171875e-01,7.548828125e-01,1.052751961e+04
glatt,handed,2.456054688e-01,7.543945312e-01,1.052971639e+04
glatt,handed,2.460937500e-01,7.539062500e-01,1.053377589e+04
glatt,handed,2.465820312e-01,7.534179688e-01,1.053966214e+04
glatt,handed,2.470703125e-01,7.529296875e-01,1.054732359e+04
glatt,handed,2.475585938e-01,7.524414062e-01,1.055669426e+04
glatt,handed,2.480468750e-01,7.519531250e-01,1.056769507e+04
glatt,handed,2.485351562e-01,7.514648438e-01,1.058023553e+04
glatt,handed,2.490234375e-01,7.509765625e-01,1.059421545e+04
glatt,handed,2.495117188e-01,7.504882812e-01,1.060952688e+04
glatt,handed,2.500000000e-01,7.500000000e-01,1.062605601e+04
glatt,handed,2.504882812e-01,7.495117188e-01,1.064696693e+04
glatt,handed,2.509765625e-01,7.490234375e-01,1.066526819e+04
glatt,handed,2.514648438e-01,7.485351562e-01,1.068114955e+04
glatt,handed,2.519531250e-01,7.480468750e-01,1.069476951e+04
glatt,handed,2.524414062e-01,7.475585938e-01,1.070625950e+04
glatt,handed,2.529296875e-01,7.470703125e-01,1.071572721e+04
glatt,handed,2.534179688e-01,7.465820312e-01,1.072325920e+04
glatt,handed,2.539062500e-01,7.460937500e-01,1.072892297e+04
glatt,handed,2.543945312e-01,7.456054688e-01,1.073276847e+04
glatt,handed,2.548828125e-01,7.451171875e-01,1.073482921e+04
glatt,handed,2.553710938e-01,7.446289062e-01,1.073512304e+04
glatt,handed,2.558593750e-01,7.441406250e-01,1.073365249e+04
glatt,handed,2.563476562e-01,7.436523438e-01,1.073040485e+04
glatt,handed,2.568359375e-01,7.431640625e-01,1.072535189e+04
glatt,handed,2.573242188e-01,7.426757812e-01,1.071844924e+04
glatt,handed,2.578125000e-01,7.421875000e-01,1.070963542e+04
glatt,handed,2.583007812e-01,7.416992188e-01,1.070963542e+04
glatt,handed,2.587890625e-01,7.412109375e-01,1.070963542e+04
glatt,handed,2.592773438e-01,7.407226562e-01,1.070963542e+04
glatt,handed,2.597656250e-01,7.402343750e-01,1.070963542e+04
glatt,handed,2.602539062e-01,7.397460938e-01,1.070963542e+04
glatt,handed,2.607421875e-01,7.392578125e-01,1.070963542e+04
glatt,handed,2.612304688e-01,7.387695312e-01,1.070963542e+04
glatt,handed,2.617187500e-01,7.382812500e-01,1.070963542e+04
glatt,handed,2.622070312e-01,7.377929688e-01,1.070963542e+04
glatt,handed,2.626953125e-01,7.373046875e-01,1.070963542e+04
glatt,handed,2.631835938e-01,7.368164062e-01,1.070963542e+04
glatt,handed,2.636718750e-01,7.363281250e-01,1.070963542e+04
glatt,handed,2.641601562e-01,7.358398438e-01,1.070963542e+04
glatt,handed,2.646484375e-01,7.353515625e-01,1.070963542e+04
glatt,handed,2.651367188e-01,7.348632812e-01,1.070963542e+04
glatt,handed,2.656250000e-01,7.343750000e-01,1.070963542e+04
glatt,handed,2.661132812e-01,7.338867188e-01,1.070963542e+04
glatt,handed,2.666015625e-01,7.333984375e-01,1.070963542e+04
glatt,handed,2.670898438e-01,7.329101562e-01,1.070963542e+04
glatt,handed,2.675781250e-01,7.324218750e-01,1.070963542e+04
glatt,handed,2.680664062e-01,7.319335938e-01,1.070963542e+04
glatt,handed,2.685546875e-01,7.314453125e-01,1.070963542e+04
glatt,handed,2.690429688e-01,7.309570312e-01,1.070963542e+04
glatt,handed,2.695312500e-01,7.304687500e-01,1.070963542e+04
glatt,handed,2.700195312e-01,7.299804688e-01,1.070963542e+04
glatt,handed,2.705078125e-01,7.294921875e-01,1.070963542e+04
glatt,handed,2.709960938e-01,7.290039062e-01,1.070963542e+04
glatt,handed,2.714843750e-01,7.285156250e-01,1.070963542e+04
glatt,handed,2.719726562e-01,7.280273438e-01,1.070963542e+04
glatt,handed,2.724609375e-01,7.275390625e-01,1.070963542e+04
glatt,handed,2.729492188e-01,7.270507812e-01,1.070963542e+04
glatt,handed,2.734375000e-01,7.265625000e-01,1.070963542e+04
glatt,handed,2.739257812e-01,7.260742188e-01,1.069973271e+04
glatt,handed,2.744140625e-01,7.255859375e-01,1.069178920e+04
glatt,handed,2.749023438e-01,7.250976562e-01,1.068586616e+04
glatt,handed,2.753906250e-01,7.246093750e-01,1.068200991e+04
glatt,handed,2.758789062e-01,7.241210938e-01,1.068025087e+04
glatt,handed,2.763671875e-01,7.236328125e-01,1.068060299e+04
glatt,handed,2.768554688e-01,7.231445312e-01,1.068306347e+04
glatt,handed,2.773437500e-01,7.226562500e-01,1.068761283e+04
glatt,handed,2.778320312e-01,7.221679688e-01,1.069421526e+04
glatt,handed,2.783203125e-01,7.216796875e-01,1.070281936e+04
glatt,handed,2.788085938e-01,7.211914062e-01,1.071335909e+04
glatt,handed,2.792968750e-01,7.207031250e-01,1.072575504e+04
glatt,handed,2.797851562e-01,7.202148438e-01,1.073991589e+04
glatt,handed,2.802734375e-01,7.197265625e-01,1.075573999e+04
glatt,handed,2.807617188e-01,7.192382812e-01,1.077311713e+04
glatt,handed,2.812500000e-01,7.187500000e-01,1.079193034e+04
glatt,handed,2.817382812e-01,7.182617188e-01,1.081519070e+04
glatt,handed,2.822265625e-01,7.177734375e-01,1.083561867e+04
glatt,handed,2.827148438e-01,7.172851562e-01,1.085339910e+04
glatt,handed,2.832031250e-01,7.167968750e-01,1.086868753e+04
glatt,handed,2.836914062e-01,7.163085938e-01,1.088161376e+04
glatt,handed,2.841796875e-01,7.158203125e-01,1.089228472e+04
glatt,handed,2.846679688e-01,7.153320312e-01,1.090078676e+04
glatt,handed,2.851562500e-01,7.148437500e-01,1.090718746e+04
glatt,handed,2.856445312e-01,7.143554688e-01,1.091153697e+04
glatt,handed,2.861328125e-01,7.138671875e-01,1.091386903e+04
glatt,handed,2.866210938e-01,7.133789062e-01,1.091420161e+04
glatt,handed,2.871093750e-01,7.128906250e-01,1.091253727e+04
glatt,handed,2.875976562e-01,7.124023438e-01,1.090886321e+04
glatt,handed,2.880859375e-01,7.119140625e-01,1.090315098e+04
glatt,handed,2.885742188e-01,7.114257812e-01,1.089535602e+04
glatt,handed,2.890625000e-01,7.109375000e-01,1.088541667e+04
glatt,handed,2.895507812e-01,7.104492188e-01,1.088541667e+04
glatt,handed,2.900390625e-01,7.099609375e-01,1.088541667e+04
glatt,handed,2.905273438e-01,7.094726562e-01,1.088541667e+04
glatt,handed,2.910156250e-01,7.089843750e-01,1.088541667e+04
glatt,handed,2.915039062e-01,7.084960938e-01,1.088541667e+04
glatt,handed,2.919921875e-01,7.080078125e-01,1.088541667e+04
glatt,handed,2.924804688e-01,7.075195312e-01,1.088541667e+04
glatt,handed,2.929687500e-01,7.070312500e-01,1.088541667e+04
glatt,handed,2.934570312e-01,7.065429688e-01,1.088541667e+04
glatt,handed,2.939453125e-01,7.060546875e-01,1.088541667e+04
glatt,handed,2.944335938e-01,7.055664062e-01,1.088541667e+04
glatt,handed,2.949218750e-01,7.050781250e-01,1.088541667e+04
glatt,handed,2.954101562e-01,7.045898438e-01,1.088541667e+04
glatt,handed,2.958984375e-01,7.041015625e-01,1.088541667e+04
glatt,handed,2.963867188e-01,7.036132812e-01,1.088541667e+04
glatt,handed,2.968750000e-01,7.031250000e-01,1.088541667e+04
glatt,handed,2.973632812e-01,7.026367188e-01,1.088541667e+04
glatt,handed,2.978515625e-01,7.021484375e-01,1.088541667e+04
glatt,handed,2.983398438e-01,7.016601562e-01,1.088541667e+04
glatt,handed,2.988281250e-01,7.011718750e-01,1.088541667e+04
glatt,handed,2.993164062e-01,7.006835938e-01,1.088541667e+04
glatt,handed,2.998046875e-01,7.001953125e-01,1.088541667e+04
glatt,handed,3.002929688e-01,6.997070312e-01,1.088541667e+04
glatt,handed,3.007812500e-01,6.992187500e-01,1.088541667e+04
glatt,handed,3.012695312e-01,6.987304688e-01,1.088541667e+04
glatt,handed,3.017578125e-01,6.982421875e-01,1.088541667e+04
glatt,handed,3.022460938e-01,6.977539062e-01,1.088541667e+04
glatt,handed,3.027343750e-01,6.972656250e-01,1.088541667e+04
glatt,handed,3.032226562e-01,6.967773438e-01,1.088541667e+04
glatt,handed,3.037109375e-01,6.962890625e-01,1.088541667e+04
glatt,handed,3.041992188e-01,6.958007812e-01,1.088541667e+04
glatt,handed,3.046875000e-01,6.953125000e-01,1.088541667e+04
glatt,handed,3.051757812e-01,6.948242188e-01,1.087442241e+04
glatt,handed,3.056640625e-01,6.943359375e-01,1.086561335e+04
glatt,handed,3.061523438e-01,6.938476562e-01,1.085905075e+04
glatt,handed,3.066406250e-01,6.933593750e-01,1.085478077e+04
glatt,handed,3.071289062e-01,6.928710938e-01,1.085283371e+04
glatt,handed,3.076171875e-01,6.923828125e-01,1.085322343e+04
glatt,handed,3.081054688e-01,6.918945312e-01,1.085594716e+04
glatt,handed,3.085937500e-01,6.914062500e-01,1.086098551e+04
glatt,handed,3.090820312e-01,6.909179688e-01,1.086830282e+04
glatt,handed,3.095703125e-01,6.904296875e-01,1.087784780e+04
glatt,handed,3.100585938e-01,6.899414062e-01,1.088955439e+04
glatt,handed,3.105468750e-01,6.894531250e-01,1.090334293e+04
glatt,handed,3.110351562e-01,6.889648438e-01,1.091912144e+04
glatt,handed,3.115234375e-01,6.884765625e-01,1.093678712e+04
glatt,handed,3.120117188e-01,6.879882812e-01,1.095622795e+04
glatt,handed,3.125000000e-01,6.875000000e-01,1.097732435e+04
glatt,handed,3.129882812e-01,6.870117188e-01,1.100293935e+04
glatt,handed,3.134765625e-01,6.865234375e-01,1.102549687e+04
glatt,handed,3.139648438e-01,6.860351562e-01,1.104517798e+04
glatt,handed,3.144531250e-01,6.855468750e-01,1.106213587e+04
glatt,handed,3.149414062e-01,6.850585938e-01,1.107649906e+04
glatt,handed,3.154296875e-01,6.845703125e-01,1.108837388e+04
glatt,handed,3.159179688e-01,6.840820312e-01,1.109784652e+04
glatt,handed,3.164062500e-01,6.835937500e-01,1.110498462e+04
glatt,handed,3.168945312e-01,6.831054688e-01,1.110983851e+04
glatt,handed,3.173828125e-01,6.826171875e-01,1.111244210e+04
glatt,handed,3.178710938e-01,6.821289062e-01,1.111281347e+04
glatt,handed,3.183593750e-01,6.816406250e-01,1.111095519e+04
glatt,handed,3.188476562e-01,6.811523438e-01,1.110685438e+04
glatt,handed,3.193359375e-01,6.806640625e-01,1.110048245e+04
glatt,handed,3.198242188e-01,6.801757812e-01,1.109179463e+04
glatt,handed,3.203125000e-01,6.796875000e-01,1.108072917e+04
glatt,handed,3.208007812e-01,6.791992188e-01,1.108072917e+04
glatt,handed,3.212890625e-01,6.787109375e-01,1.108072917e+04
glatt,handed,3.217773438e-01,6.782226562e-01,1.108072917e+04
glatt,handed,3.222656250e-01,6.777343750e-01,1.108072917e+04
glatt,handed,3.227539062e-01,6.772460938e-01,1.108072917e+04
glatt,handed,3.232421875e-01,6.767578125e-01,1.108072917e+04
glatt,handed,3.237304688e-01,6.762695312e-01,1.108072917e+04
glatt,handed,3.242187500e-01,6.757812500e-01,1.108072917e+04
glatt,handed,3.247070312e-01,6.752929688e-01,1.108072917e+04
glatt,handed,3.251953125e-01,6.748046875e-01,1.108072917e+04
glatt,handed,3.256835938e-01,6.743164062e-01,1.108072917e+04
glatt,handed,3.261718750e-01,6.738281250e-01,1.108072917e+04
glatt,handed,3.266601562e-01,6.733398438e-01,1.108072917e+04
glatt,handed,3.271484375e-01,6.728515625e-01,1.108072917e+04
glatt,handed,3.276367188e-01,6.723632812e-01,1.108072917e+04
glatt,handed,3.281250000e-01,6.718750000e-01,1.108072917e+04
glatt,handed,3.286132812e-01,6.713867188e-01,1.108072917e+04
glatt,handed,3.291015625e-01,6.708984375e-01,1.108072917e+04
glatt,handed,3.295898438e-01,6.704101562e-01,1.108072917e+04
glatt,handed,3.300781250e-01,6.699218750e-01,1.108072917e+04
glatt,handed,3.305664062e-01,6.694335938e-01,1.108072917e+04
glatt,handed,3.310546875e-01,6.689453125e-01,1.108072917e+04
glatt,handed,3.315429688e-01,6.684570312e-01,1.108072917e+04
glatt,handed,3.320312500e-01,6.679687500e-01,1.108072917e+04
glatt,handed,3.325195312e-01,6.674804688e-01,1.108072917e+04
glatt,handed,3.330078125e-01,6.669921875e-01,1.108072917e+04
glatt,handed,3.334960938e-01,6.665039062e-01,1.108072917e+04
glatt,handed,3.339843750e-01,6.660156250e-01,1.108072917e+04
glatt,handed,3.344726562e-01,6.655273438e-01,1.108072917e+04
glatt,handed,3.349609375e-01,6.650390625e-01,1.108072917e+04
glatt,handed,3.354492188e-01,6.645507812e-01,1.108072917e+04
glatt,handed,3.359375000e-01,6.640625000e-01,1.108072917e+04
glatt,handed,3.364257812e-01,6.635742188e-01,1.106864505e+04
glatt,handed,3.369140625e-01,6.630859375e-01,1.105897177e+04
glatt,handed,3.374023438e-01,6.625976562e-01,1.105177056e+04
glatt,handed,3.378906250e-01,6.621093750e-01,1.104708744e+04
glatt,handed,3.383789062e-01,6.616210938e-01,1.104495262e+04
glatt,handed,3.388671875e-01,6.611328125e-01,1.104537989e+04
glatt,handed,3.393554688e-01,6.606445312e-01,1.104836650e+04
glatt,handed,3.398437500e-01,6.601562500e-01,1.105389313e+04
glatt,handed,3.403320312e-01,6.596679688e-01,1.106192424e+04
glatt,handed,3.408203125e-01,6.591796875e-01,1.107240865e+04
glatt,handed,3.413085938e-01,6.586914062e-01,1.108528031e+04
glatt,handed,3.417968750e-01,6.582031250e-01,1.110045933e+04
glatt,handed,3.422851562e-01,6.577148438e-01,1.111785322e+04
glatt,handed,3.427734375e-01,6.572265625e-01,1.113735823e+04
glatt,handed,3.432617188e-01,6.567382812e-01,1.115886087e+04
glatt,handed,3.437500000e-01,6.562500000e-01,1.118223941e+04
glatt,handed,3.442382812e-01,6.557617188e-01,1.121021321e+04
glatt,handed,3.447265625e-01,6.552734375e-01,1.123490276e+04
glatt,handed,3.452148438e-01,6.547851562e-01,1.125648605e+04
glatt,handed,3.457031250e-01,6.542968750e-01,1.127511443e+04
glatt,handed,3.461914062e-01,6.538085938e-01,1.129091538e+04
glatt,handed,3.466796875e-01,6.533203125e-01,1.130399473e+04
glatt,handed,3.471679688e-01,6.528320312e-01,1.131443854e+04
glatt,handed,3.476562500e-01,6.523437500e-01,1.132231453e+04
glatt,handed,3.481445312e-01,6.518554688e-01,1.132767316e+04
glatt,handed,3.486328125e-01,6.513671875e-01,1.133054848e+04
glatt,handed,3.491210938e-01,6.508789062e-01,1.133095866e+04
glatt,handed,3.496093750e-01,6.503906250e-01,1.132890630e+04
glatt,handed,3.500976562e-01,6.499023438e-01,1.132437843e+04
glatt,handed,3.505859375e-01,6.494140625e-01,1.131734635e+04
glatt,handed,3.510742188e-01,6.489257812e-01,1.130776513e+04
glatt,handed,3.515625000e-01,6.484375000e-01,1.129557292e+04
glatt,handed,3.520507812e-01,6.479492188e-01,1.129557292e+04
glatt,handed,3.525390625e-01,6.474609375e-01,1.129557292e+04
glatt,handed,3.530273438e-01,6.469726562e-01,1.129557292e+04
glatt,handed,3.535156250e-01,6.464843750e-01,1.129557292e+04
glatt,handed,3.540039062e-01,6.459960938e-01,1.129557292e+04
glatt,handed,3.544921875e-01,6.455078125e-01,1.129557292e+04
glatt,handed,3.549804688e-01,6.450195312e-01,1.129557292e+04
glatt,handed,3.554687500e-01,6.445312500e-01,1.129557292e+04
glatt,handed,3.559570312e-01,6.440429688e-01,1.129557292e+04
glatt,handed,3.564453125e-01,6.435546875e-01,1.129557292e+04
glatt,handed,3.569335938e-01,6.430664062e-01,1.129557292e+04
glatt,handed,3.574218750e-01,6.425781250e-01,1.129557292e+04
glatt,handed,3.579101562e-01,6.420898438e-01,1.129557292e+04
glatt,handed,3.583984375e-01,6.416015625e-01,1.129557292e+04
glatt,handed,3.588867188e-01,6.411132812e-01,1.129557292e+04
glatt,handed,3.593750000e-01,6.406250000e-01,1.129557292e+04
glatt,handed,3.598632812e-01,6.401367188e-01,1.129557292e+04
glatt,handed,3.603515625e-01,6.396484375e-01,1.129557292e+04
glatt,handed,3.608398438e-01,6.391601562e-01,1.129557292e+04
glatt,handed,3.613281250e-01,6.386718750e-01,1.129557292e+04
glatt,handed,3.618164062e-01,6.381835938e-01,1.129557292e+04
glatt,handed,3.623046875e-01,6.376953125e-01,1.129557292e+04
glatt,handed,3.627929688e-01,6.372070312e-01,1.129557292e+04
glatt,handed,3.632812500e-01,6.367187500e-01,1.129557292e+04
glatt,handed,3.637695312e-01,6.362304688e-01,1.129557292e+04
glatt,handed,3.642578125e-01,6.357421875e-01,1.129557292e+04
glatt,handed,3.647460938e-01,6.352539062e-01,1.129557292e+04
glatt,handed,3.652343750e-01,6.347656250e-01,1.129557292e+04
glatt,handed,3.657226562e-01,6.342773438e-01,1.129557292e+04
glatt,handed,3.662109375e-01,6.337890625e-01,1.129557292e+04
glatt,handed,3.666992188e-01,6.333007812e-01,1.129557292e+04
glatt,handed,3.671875000e-01,6.328125000e-01,1.129557292e+04
glatt,handed,3.676757812e-01,6.323242188e-01,1.128240033e+04
glatt,handed,3.681640625e-01,6.318359375e-01,1.127186392e+04
glatt,handed,3.686523438e-01,6.313476562e-01,1.126402487e+04
glatt,handed,3.691406250e-01,6.308593750e-01,1.125892912e+04
glatt,handed,3.696289062e-01,6.303710938e-01,1.125660675e+04
glatt,handed,3.701171875e-01,6.298828125e-01,1.125707153e+04
glatt,handed,3.706054688e-01,6.293945312e-01,1.126032070e+04
glatt,handed,3.710937500e-01,6.289062500e-01,1.126633502e+04
glatt,handed,3.715820312e-01,6.284179688e-01,1.127507907e+04
glatt,handed,3.720703125e-01,6.279296875e-01,1.128650172e+04
glatt,handed,3.725585938e-01,6.274414062e-01,1.130053695e+04
glatt,handed,3.730468750e-01,6.269531250e-01,1.131710470e+04
glatt,handed,3.735351562e-01,6.264648438e-01,1.133611207e+04
glatt,handed,3.740234375e-01,6.259765625e-01,1.135745452e+04
glatt,handed,3.745117188e-01,6.254882812e-01,1.138101731e+04
glatt,handed,3.750000000e-01,6.250000000e-01,1.140667691e+04
glatt,handed,3.754882812e-01,6.245117188e-01,1.143701289e+04
glatt,handed,3.759765625e-01,6.240234375e-01,1.146383655e+04
glatt,handed,3.764648438e-01,6.235351562e-01,1.148732340e+04
glatt,handed,3.769531250e-01,6.230468750e-01,1.150762325e+04
glatt,handed,3.774414062e-01,6.225585938e-01,1.152486271e+04
glatt,handed,3.779296875e-01,6.220703125e-01,1.153914725e+04
glatt,handed,3.784179688e-01,6.215820312e-01,1.155056280e+04
glatt,handed,3.789062500e-01,6.210937500e-01,1.155917712e+04
glatt,handed,3.793945312e-01,6.206054688e-01,1.156504082e+04
glatt,handed,3.798828125e-01,6.201171875e-01,1.156818805e+04
glatt,handed,3.803710938e-01,6.196289062e-01,1.156863708e+04
glatt,handed,3.808593750e-01,6.191406250e-01,1.156639050e+04
glatt,handed,3.813476562e-01,6.186523438e-01,1.156143530e+04
glatt,handed,3.818359375e-01,6.181640625e-01,1.155374264e+04
glatt,handed,3.823242188e-01,6.176757812e-01,1.154326750e+04
glatt,handed,3.828125000e-01,6.171875000e-01,1.152994792e+04
glatt,handed,3.833007812e-01,6.166992188e-01,1.152994792e+04
glatt,handed,3.837890625e-01,6.162109375e-01,1.152994792e+04
glatt,handed,3.842773438e-01,6.157226562e-01,1.152994792e+04
glatt,handed,3.847656250e-01,6.152343750e-01,1.152994792e+04
glatt,handed,3.852539062e-01,6.147460938e-01,1.152994792e+04
glatt,handed,3.857421875e-01,6.142578125e-01,1.152994792e+04
glatt,handed,3.862304688e-01,6.137695312e-01,1.152994792e+04
glatt,handed,3.867187500e-01,6.132812500e-01,1.152994792e+04
glatt,handed,3.872070312e-01,6.127929688e-01,1.152994792e+04
glatt,handed,3.876953125e-01,6.123046875e-01,1.152994792e+04
glatt,handed,3.881835938e-01,6.118164062e-01,1.152994792e+04
glatt,handed,3.886718750e-01,6.113281250e-01,1.152994792e+04
glatt,handed,3.891601562e-01,6.108398438e-01,1.152994792e+04
glatt,handed,3.896484375e-01,6.103515625e-01,1.152994792e+04
glatt,handed,3.901367188e-01,6.098632812e-01,1.152994792e+04
glatt,handed,3.906250000e-01,6.093750000e-01,1.152994792e+04
glatt,handed,3.911132812e-01,6.088867188e-01,1.152994792e+04
glatt,handed,3.916015625e-01,6.083984375e-01,1.152994792e+04
glatt,handed,3.920898438e-01,6.079101562e-01,1.152994792e+04
glatt,handed,3.925781250e-01,6.074218750e-01,1.152994792e+04
glatt,handed,3.930664062e-01,6.069335938e-01,1.152994792e+04
glatt,handed,3.935546875e-01,6.064453125e-01,1.152994792e+04
glatt,handed,3.940429688e-01,6.059570312e-01,1.152994792e+04
glatt,handed,3.945312500e-01,6.054687500e-01,1.152994792e+04
glatt,handed,3.950195312e-01,6.049804688e-01,1.152994792e+04
glatt,handed,3.955078125e-01,6.044921875e-01,1.152994792e+04
glatt,handed,3.959960938e-01,6.040039062e-01,1.152994792e+04
glatt,handed,3.964843750e-01,6.035156250e-01,1.152994792e+04
glatt,handed,3.969726562e-01,6.030273438e-01,1.152994792e+04
