# Materialgebiet je Zelle
i,j,region
174,218,vacuum
175,218,vacuum
176,218,vacuum
177,218,vacuum
178,218,vacuum
179,218,vacuum
180,218,vacuum
181,218,vacuum
182,218,vacuum
183,218,vacuum
184,218,vacuum
185,218,vacuum
186,218,vacuum
187,218,vacuum
188,218,vacuum
189,218,vacuum
190,218,vacuum
191,218,vacuum
192,218,vacuum
193,218,vacuum
194,218,vacuum
195,218,vacuum
196,218,vacuum
197,218,vacuum
198,218,vacuum
199,218,vacuum
200,218,vacuum
201,218,vacuum
202,218,vacuum
203,218,vacuum
204,218,vacuum
205,218,vacuum
206,218,vacuum
207,218,vacuum
208,218,vacuum
209,218,vacuum
210,218,vacuum
211,218,vacuum
212,218,vacuum
213,218,vacuum
214,218,vacuum
215,218,vacuum
216,218,vacuum
217,218,vacuum
218,218,vacuum
219,218,vacuum
220,218,vacuum
221,218,vacuum
222,218,vacuum
223,218,vacuum
224,218,vacuum
225,218,vacuum
226,218,vacuum
227,218,vacuum
228,218,vacuum
229,218,vacuum
230,218,vacuum
231,218,vacuum
232,218,vacuum
233,218,vacuum
234,218,vacuum
235,218,vacuum
236,218,vacuum
237,218,vacuum
0,219,vacuum
1,219,vacuum
2,219,vacuum
3,219,vacuum
4,219,vacuum
5,219,vacuum
6,219,vacuum
7,219,vacuum
8,219,vacuum
9,219,vacuum
10,219,vacuum
11,219,vacuum
12,219,vacuum
13,219,vacuum
14,219,vacuum
15,219,vacuum
16,219,vacuum
17,219,vacuum
18,219,vacuum
19,219,vacuum
20,219,vacuum
21,219,vacuum
22,219,vacuum
23,219,vacuum
24,219,vacuum
25,219,vacuum
26,219,vacuum
27,219,vacuum
28,219,vacuum
29,219,vacuum
30,219,vacuum
31,219,vacuum
32,219,vacuum
33,219,vacuum
34,219,vacuum
35,219,vacuum
36,219,vacuum
37,219,vacuum
38,219,vacuum
39,219,vacuum
40,219,vacuum
41,219,vacuum
42,219,vacuum
43,219,vacuum
44,219,vacuum
45,219,vacuum
46,219,vacuum
47,219,vacuum
48,219,vacuum
49,219,vacuum
50,219,vacuum
51,219,vacuum
52,219,vacuum
53,219,vacuum
54,219,vacuum
55,219,vacuum
56,219,vacuum
57,219,vacuum
58,219,vacuum
59,219,vacuum
60,219,vacuum
61,219,vacuum
62,219,vacuum
63,219,vacuum
64,219,vacuum
65,219,vacuum
66,219,vacuum
67,219,vacuum
68,219,vacuum
69,219,vacuum
70,219,vacuum
71,219,vacuum
72,219,vacuum
73,219,vacuum
74,219,vacuum
75,219,vacuum
76,219,vacuum
77,219,vacuum
78,219,vacuum
79,219,vacuum
80,219,vacuum
81,219,vacuum
82,219,vacuum
83,219,vacuum
84,219,vacuum
85,219,vacuum
86,219,vacuum
87,219,vacuum
88,219,vacuum
89,219,vacuum
90,219,vacuum
91,219,vacuum
92,219,vacuum
93,219,vacuum
94,219,vacuum
95,219,vacuum
96,219,vacuum
97,219,vacuum
98,219,vacuum
99,219,vacuum
100,219,vacuum
101,219,vacuum
102,219,vacuum
103,219,vacuum
104,219,vacuum
105,219,vacuum
106,219,vacuum
107,219,vacuum
108,219,vacuum
109,219,vacuum
110,219,vacuum
111,219,vacuum
112,219,vacuum
113,219,vacuum
114,219,vacuum
115,219,vacuum
116,219,vacuum
117,219,vacuum
118,219,vacuum
119,219,vacuum
120,219,vacuum
121,219,vacuum
122,219,vacuum
123,219,vacuum
124,219,extractor_solid
125,219,extractor_solid
126,219,extractor_solid
127,219,extractor_solid
128,219,extractor_solid
129,219,extractor_solid
130,219,extractor_solid
131,219,extractor_solid
132,219,extractor_solid
133,219,extractor_solid
134,219,extractor_solid
135,219,extractor_solid
136,219,extractor_solid
137,219,extractor_solid
138,219,extractor_solid
139,219,extractor_solid
140,219,extractor_solid
141,219,extractor_solid
142,219,extractor_solid
143,219,extractor_solid
144,219,extractor_solid
145,219,extractor_solid
146,219,extractor_solid
147,219,extractor_solid
148,219,extractor_solid
149,219,extractor_solid
150,219,extractor_solid
151,219,extractor_solid
152,219,extractor_solid
153,219,extractor_solid
154,219,extractor_solid
155,219,extractor_solid
156,219,extractor_solid
157,219,extractor_solid
158,219,extractor_solid
159,219,extractor_solid
160,219,extractor_solid
161,219,extractor_solid
162,219,extractor_solid
163,219,extractor_solid
164,219,extractor_solid
165,219,extractor_solid
166,219,extractor_solid
167,219,extractor_solid
168,219,extractor_solid
169,219,extractor_solid
170,219,extractor_solid
171,219,extractor_solid
172,219,extractor_solid
173,219,extractor_solid
174,219,vacuum
175,219,vacuum
176,219,vacuum
177,219,vacuum
178,219,vacuum
179,219,vacuum
180,219,vacuum
181,219,vacuum
182,219,vacuum
183,219,vacuum
184,219,vacuum
185,219,vacuum
186,219,vacuum
187,219,vacuum
188,219,vacuum
189,219,vacuum
190,219,vacuum
191,219,vacuum
192,219,vacuum
193,219,vacuum
194,219,vacuum
195,219,vacuum
196,219,vacuum
197,219,vacuum
198,219,vacuum
199,219,vacuum
200,219,vacuum
201,219,vacuum
202,219,vacuum
203,219,vacuum
204,219,vacuum
205,219,vacuum
206,219,vacuum
207,219,vacuum
208,219,vacuum
209,219,vacuum
210,219,vacuum
211,219,vacuum
212,219,vacuum
213,219,vacuum
214,219,vacuum
215,219,vacuum
216,219,vacuum
217,219,vacuum
218,219,vacuum
219,219,vacuum
220,219,vacuum
221,219,vacuum
222,219,vacuum
223,219,vacuum
224,219,vacuum
225,219,vacuum
226,219,vacuum
227,219,vacuum
228,219,vacuum
229,219,vacuum
230,219,vacuum
231,219,vacuum
232,219,vacuum
233,219,vacuum
234,219,vacuum
235,219,vacuum
236,219,vacuum
237,219,vacuum
0,220,vacuum
1,220,vacuum
2,220,vacuum
3,220,vacuum
4,220,vacuum
5,220,vacuum
6,220,vacuum
7,220,vacuum
8,220,vacuum
9,220,vacuum
10,220,vacuum
11,220,vacuum
12,220,vacuum
13,220,vacuum
14,220,vacuum
15,220,vacuum
16,220,vacuum
17,220,vacuum
18,220,vacuum
19,220,vacuum
20,220,vacuum
21,220,vacuum
22,220,vacuum
23,220,vacuum
24,220,vacuum
25,220,vacuum
26,220,vacuum
27,220,vacuum
28,220,vacuum
29,220,vacuum
30,220,vacuum
31,220,vacuum
32,220,vacuum
33,220,vacuum
34,220,vacuum
35,220,vacuum
36,220,vacuum
37,220,vacuum
38,220,vacuum
39,220,vacuum
40,220,vacuum
41,220,vacuum
42,220,vacuum
43,220,vacuum
44,220,vacuum
45,220,vacuum
46,220,vacuum
47,220,vacuum
48,220,vacuum
49,220,vacuum
50,220,vacuum
51,220,vacuum
52,220,vacuum
53,220,vacuum
54,220,vacuum
55,220,vacuum
56,220,vacuum
57,220,vacuum
58,220,vacuum
59,220,vacuum
60,220,vacuum
61,220,vacuum
62,220,vacuum
63,220,vacuum
64,220,vacuum
65,220,vacuum
66,220,vacuum
67,220,vacuum
68,220,vacuum
69,220,vacuum
70,220,vacuum
71,220,vacuum
72,220,vacuum
73,220,vacuum
74,220,vacuum
75,220,vacuum
76,220,vacuum
77,220,vacuum
78,220,vacuum
79,220,vacuum
80,220,vacuum
81,220,vacuum
82,220,vacuum
83,220,vacuum
84,220,vacuum
85,220,vacuum
86,220,vacuum
87,220,vacuum
88,220,vacuum
89,220,vacuum
90,220,vacuum
91,220,vacuum
92,220,vacuum
93,220,vacuum
94,220,vacuum
95,220,vacuum
96,220,vacuum
97,220,vacuum
98,220,vacuum
99,220,vacuum
100,220,vacuum
101,220,vacuum
102,220,vacuum
103,220,vacuum
104,220,vacuum
105,220,vacuum
106,220,vacuum
107,220,vacuum
108,220,vacuum
109,220,vacuum
110,220,vacuum
111,220,vacuum
112,220,vacuum
113,220,vacuum
114,220,vacuum
115,220,vacuum
116,220,vacuum
117,220,vacuum
118,220,vacuum
119,220,vacuum
120,220,vacuum
121,220,vacuum
122,220,vacuum
123,220,vacuum
124,220,extractor_solid
125,220,extractor_solid
126,220,extractor_solid
127,220,extractor_solid
128,220,extractor_solid
129,220,extractor_solid
130,220,extractor_solid
131,220,extractor_solid
132,220,extractor_solid
133,220,extractor_solid
134,220,extractor_solid
135,220,extractor_solid
136,220,extractor_solid
137,220,extractor_solid
138,220,extractor_solid
139,220,extractor_solid
140,220,extractor_solid
141,220,extractor_solid
142,220,extractor_solid
143,220,extractor_solid
144,220,extractor_solid
145,220,extractor_solid
146,220,extractor_solid
147,220,extractor_solid
148,220,extractor_solid
149,220,extractor_solid
150,220,extractor_solid
151,220,extractor_solid
152,220,extractor_solid
153,220,extractor_solid
154,220,extractor_solid
155,220,extractor_solid
156,220,extractor_solid
157,220,extractor_solid
158,220,extractor_solid
159,220,extractor_solid
160,220,extractor_solid
161,220,extractor_solid
162,220,extractor_solid
163,220,extractor_solid
164,220,extractor_solid
165,220,extractor_solid
166,220,extractor_solid
167,220,extractor_solid
168,220,extractor_solid
169,220,extractor_solid
170,220,extractor_solid
171,220,extractor_solid
172,220,extractor_solid
173,220,extractor_solid
174,220,vacuum
175,220,vacuum
176,220,vacuum
177,220,vacuum
178,220,vacuum
179,220,vacuum
180,220,vacuum
181,220,vacuum
182,220,vacuum
183,220,vacuum
184,220,vacuum
185,220,vacuum
186,220,vacuum
187,220,vacuum
188,220,vacuum
189,220,vacuum
190,220,vacuum
191,220,vacuum
192,220,vacuum
193,220,vacuum
194,220,vacuum
195,220,vacuum
196,220,vacuum
197,220,vacuum
198,220,vacuum
199,220,vacuum
200,220,vacuum
201,220,vacuum
202,220,vacuum
203,220,vacuum
204,220,vacuum
205,220,vacuum
206,220,vacuum
207,220,vacuum
208,220,vacuum
209,220,vacuum
210,220,vacuum
211,220,vacuum
212,220,vacuum
213,220,vacuum
214,220,vacuum
215,220,vacuum
216,220,vacuum
217,220,vacuum
218,220,vacuum
219,220,vacuum
220,220,vacuum
221,220,vacuum
222,220,vacuum
223,220,vacuum
224,220,vacuum
225,220,vacuum
226,220,vacuum
227,220,vacuum
228,220,vacuum
229,220,vacuum
230,220,vacuum
231,220,vacuum
232,220,vacuum
233,220,vacuum
234,220,vacuum
235,220,vacuum
236,220,vacuum
237,220,vacuum
0,221,vacuum
1,221,vacuum
2,221,vacuum
3,221,vacuum
4,221,vacuum
5,221,vacuum
6,221,vacuum
7,221,vacuum
8,221,vacuum
9,221,vacuum
10,221,vacuum
11,221,vacuum
12,221,vacuum
13,221,vacuum
14,221,vacuum
15,221,vacuum
16,221,vacuum
17,221,vacuum
18,221,vacuum
19,221,vacuum
20,221,vacuum
21,221,vacuum
22,221,vacuum
23,221,vacuum
24,221,vacuum
25,221,vacuum
26,221,vacuum
27,221,vacuum
28,221,vacuum
29,221,vacuum
30,221,vacuum
31,221,vacuum
32,221,vacuum
33,221,vacuum
34,221,vacuum
35,221,vacuum
36,221,vacuum
37,221,vacuum
38,221,vacuum
39,221,vacuum
40,221,vacuum
41,221,vacuum
42,221,vacuum
43,221,vacuum
44,221,vacuum
45,221,vacuum
46,221,vacuum
47,221,vacuum
48,221,vacuum
49,221,vacuum
50,221,vacuum
51,221,vacuum
52,221,vacuum
53,221,vacuum
54,221,vacuum
55,221,vacuum
56,221,vacuum
57,221,vacuum
58,221,vacuum
59,221,vacuum
60,221,vacuum
61,221,vacuum
62,221,vacuum
63,221,vacuum
64,221,vacuum
65,221,vacuum
66,221,vacuum
67,221,vacuum
68,221,vacuum
69,221,vacuum
70,221,vacuum
71,221,vacuum
72,221,vacuum
73,221,vacuum
74,221,vacuum
75,221,vacuum
76,221,vacuum
77,221,vacuum
78,221,vacuum
79,221,vacuum
80,221,vacuum
81,221,vacuum
82,221,vacuum
83,221,vacuum
84,221,vacuum
85,221,vacuum
86,221,vacuum
87,221,vacuum
88,221,vacuum
89,221,vacuum
90,221,vacuum
91,221,vacuum
92,221,vacuum
93,221,vacuum
94,221,vacuum
95,221,vacuum
96,221,vacuum
97,221,vacuum
98,221,vacuum
99,221,vacuum
100,221,vacuum
101,221,vacuum
102,221,vacuum
103,221,vacuum
104,221,vacuum
105,221,vacuum
106,221,vacuum
107,221,vacuum
108,221,vacuum
109,221,vacuum
110,221,vacuum
111,221,vacuum
112,221,vacuum
113,221,vacuum
114,221,vacuum
115,221,vacuum
116,221,vacuum
117,221,vacuum
118,221,vacuum
119,221,vacuum
120,221,vacuum
121,221,vacuum
122,221,vacuum
123,221,vacuum
124,221,extractor_solid
125,221,extractor_solid
126,221,extractor_solid
127,221,extractor_solid
128,221,extractor_solid
129,221,extractor_solid
130,221,extractor_solid
131,221,extractor_solid
132,221,extractor_solid
133,221,extractor_solid
134,221,extractor_solid
135,221,extractor_solid
136,221,extractor_solid
137,221,extractor_solid
138,221,extractor_solid
139,221,extractor_solid
140,221,extractor_solid
141,221,extractor_solid
142,221,extractor_solid
143,221,extractor_solid
144,221,extractor_solid
145,221,extractor_solid
146,221,extractor_solid
147,221,extractor_solid
148,221,extractor_solid
149,221,extractor_solid
150,221,extractor_solid
151,221,extractor_solid
152,221,extractor_solid
153,221,extractor_solid
154,221,extractor_solid
155,221,extractor_solid
156,221,extractor_solid
157,221,extractor_solid
158,221,extractor_solid
159,221,extractor_solid
160,221,extractor_solid
161,221,extractor_solid
162,221,extractor_solid
163,221,extractor_solid
164,221,extractor_solid
165,221,extractor_solid
166,221,extractor_solid
167,221,extractor_solid
168,221,extractor_solid
169,221,extractor_solid
170,221,extractor_solid
171,221,extractor_solid
172,221,extractor_solid
173,221,extractor_solid
174,221,vacuum
175,221,vacuum
176,221,vacuum
177,221,vacuum
178,221,vacuum
179,221,vacuum
180,221,vacuum
181,221,vacuum
182,221,vacuum
183,221,vacuum
184,221,vacuum
185,221,vacuum
186,221,vacuum
187,221,vacuum
188,221,vacuum
189,221,vacuum
190,221,vacuum
191,221,vacuum
192,221,vacuum
193,221,vacuum
194,221,vacuum
195,221,vacuum
196,221,vacuum
197,221,vacuum
198,221,vacuum
199,221,vacuum
200,221,vacuum
201,221,vacuum
202,221,vacuum
203,221,vacuum
204,221,vacuum
205,221,vacuum
206,221,vacuum
207,221,vacuum
208,221,vacuum
209,221,vacuum
210,221,vacuum
211,221,vacuum
212,221,vacuum
213,221,vacuum
214,221,vacuum
215,221,vacuum
216,221,vacuum
217,221,vacuum
218,221,vacuum
219,221,vacuum
220,221,vacuum
221,221,vacuum
222,221,vacuum
223,221,vacuum
224,221,vacuum
225,221,vacuum
226,221,vacuum
227,221,vacuum
228,221,vacuum
229,221,vacuum
230,221,vacuum
231,221,vacuum
232,221,vacuum
233,221,vacuum
234,221,vacuum
235,221,vacuum
236,221,vacuum
237,221,vacuum
0,222,vacuum
1,222,vacuum
2,222,vacuum
3,222,vacuum
4,222,vacuum
5,222,vacuum
6,222,vacuum
7,222,vacuum
8,222,vacuum
9,222,vacuum
10,222,vacuum
11,222,vacuum
12,222,vacuum
13,222,vacuum
14,222,vacuum
15,222,vacuum
16,222,vacuum
17,222,vacuum
18,222,vacuum
19,222,vacuum
20,222,vacuum
21,222,vacuum
22,222,vacuum
23,222,vacuum
24,222,vacuum
25,222,vacuum
26,222,vacuum
27,222,vacuum
28,222,vacuum
29,222,vacuum
30,222,vacuum
31,222,vacuum
32,222,vacuum
33,222,vacuum
34,222,vacuum
35,222,vacuum
36,222,vacuum
37,222,vacuum
38,222,vacuum
39,222,vacuum
40,222,vacuum
41,222,vacuum
42,222,vacuum
43,222,vacuum
44,222,vacuum
45,222,vacuum
46,222,vacuum
47,222,vacuum
48,222,vacuum
49,222,vacuum
50,222,vacuum
51,222,vacuum
52,222,vacuum
53,222,vacuum
54,222,vacuum
55,222,vacuum
56,222,vacuum
57,222,vacuum
58,222,vacuum
59,222,vacuum
60,222,vacuum
61,222,vacuum
62,222,vacuum
63,222,vacuum
64,222,vacuum
65,222,vacuum
66,222,vacuum
67,222,vacuum
68,222,vacuum
69,222,vacuum
70,222,vacuum
71,222,vacuum
72,222,vacuum
73,222,vacuum
74,222,vacuum
75,222,vacuum
76,222,vacuum
77,222,vacuum
78,222,vacuum
79,222,vacuum
80,222,vacuum
81,222,vacuum
82,222,vacuum
83,222,vacuum
84,222,vacuum
85,222,vacuum
86,222,vacuum
87,222,vacuum
88,222,vacuum
89,222,vacuum
90,222,vacuum
91,222,vacuum
92,222,vacuum
93,222,vacuum
94,222,vacuum
95,222,vacuum
96,222,vacuum
97,222,vacuum
98,222,vacuum
99,222,vacuum
100,222,vacuum
101,222,vacuum
102,222,vacuum
103,222,vacuum
104,222,vacuum
105,222,vacuum
106,222,vacuum
107,222,vacuum
108,222,vacuum
109,222,vacuum
110,222,vacuum
111,222,vacuum
112,222,vacuum
113,222,vacuum
114,222,vacuum
115,222,vacuum
116,222,vacuum
117,222,vacuum
118,222,vacuum
119,222,vacuum
120,222,vacuum
121,222,vacuum
122,222,vacuum
123,222,vacuum
124,222,extractor_solid
125,222,extractor_solid
126,222,extractor_solid
127,222,extractor_solid
128,222,extractor_solid
129,222,extractor_solid
130,222,extractor_solid
131,222,extractor_solid
132,222,extractor_solid
133,222,extractor_solid
134,222,extractor_solid
135,222,extractor_solid
136,222,extractor_solid
137,222,extractor_solid
138,222,extractor_solid
139,222,extractor_solid
140,222,extractor_solid
141,222,extractor_solid
142,222,extractor_solid
143,222,extractor_solid
144,222,extractor_solid
145,222,extractor_solid
146,222,extractor_solid
147,222,extractor_solid
148,222,extractor_solid
149,222,extractor_solid
150,222,extractor_solid
151,222,extractor_solid
152,222,extractor_solid
153,222,extractor_solid
154,222,extractor_solid
155,222,extractor_solid
156,222,extractor_solid
157,222,extractor_solid
158,222,extractor_solid
159,222,extractor_solid
160,222,extractor_solid
161,222,extractor_solid
162,222,extractor_solid
163,222,extractor_solid
164,222,extractor_solid
165,222,extractor_solid
166,222,extractor_solid
167,222,extractor_solid
168,222,extractor_solid
169,222,extractor_solid
170,222,extractor_solid
171,222,extractor_solid
172,222,extractor_solid
173,222,extractor_solid
174,222,vacuum
175,222,vacuum
176,222,vacuum
177,222,vacuum
178,222,vacuum
179,222,vacuum
180,222,vacuum
181,222,vacuum
182,222,vacuum
183,222,vacuum
184,222,vacuum
185,222,vacuum
186,222,vacuum
187,222,vacuum
188,222,vacuum
189,222,vacuum
190,222,vacuum
191,222,vacuum
192,222,vacuum
193,222,vacuum
194,222,vacuum
195,222,vacuum
196,222,vacuum
197,222,vacuum
198,222,vacuum
199,222,vacuum
200,222,vacuum
201,222,vacuum
202,222,vacuum
203,222,vacuum
204,222,vacuum
205,222,vacuum
206,222,vacuum
207,222,vacuum
208,222,vacuum
209,222,vacuum
210,222,vacuum
211,222,vacuum
212,222,vacuum
213,222,vacuum
214,222,vacuum
215,222,vacuum
216,222,vacuum
217,222,vacuum
218,222,vacuum
219,222,vacuum
220,222,vacuum
221,222,vacuum
222,222,vacuum
223,222,vacuum
224,222,vacuum
225,222,vacuum
226,222,vacuum
227,222,vacuum
228,222,vacuum
229,222,vacuum
230,222,vacuum
231,222,vacuum
232,222,vacuum
233,222,vacuum
234,222,vacuum
235,222,vacuum
236,222,vacuum
237,222,vacuum
0,223,vacuum
1,223,vacuum
2,223,vacuum
3,223,vacuum
4,223,vacuum
5,223,vacuum
6,223,vacuum
7,223,vacuum
8,223,vacuum
9,223,vacuum
10,223,vacuum
11,223,vacuum
12,223,vacuum
13,223,vacuum
14,223,vacuum
15,223,vacuum
16,223,vacuum
17,223,vacuum
18,223,vacuum
19,223,vacuum
20,223,vacuum
21,223,vacuum
22,223,vacuum
23,223,vacuum
24,223,vacuum
25,223,vacuum
26,223,vacuum
27,223,vacuum
28,223,vacuum
29,223,vacuum
30,223,vacuum
31,223,vacuum
32,223,vacuum
33,223,vacuum
34,223,vacuum
35,223,vacuum
36,223,vacuum
37,223,vacuum
38,223,vacuum
39,223,vacuum
40,223,vacuum
41,223,vacuum
42,223,vacuum
43,223,vacuum
44,223,vacuum
45,223,vacuum
46,223,vacuum
47,223,vacuum
48,223,vacuum
49,223,vacuum
50,223,vacuum
51,223,vacuum
52,223,vacuum
53,223,vacuum
54,223,vacuum
55,223,vacuum
56,223,vacuum
57,223,vacuum
58,223,vacuum
59,223,vacuum
60,223,vacuum
61,223,vacuum
62,223,vacuum
63,223,vacuum
64,223,vacuum
65,223,vacuum
66,223,vacuum
67,223,vacuum
68,223,vacuum
69,223,vacuum
70,223,vacuum
71,223,vacuum
72,223,vacuum
73,223,vacuum
74,223,vacuum
75,223,vacuum
76,223,vacuum
77,223,vacuum
78,223,vacuum
79,223,vacuum
80,223,vacuum
81,223,vacuum
82,223,vacuum
83,223,vacuum
84,223,vacuum
85,223,vacuum
86,223,vacuum
87,223,vacuum
88,223,vacuum
89,223,vacuum
90,223,vacuum
91,223,vacuum
92,223,vacuum
93,223,vacuum
94,223,vacuum
95,223,vacuum
96,223,vacuum
97,223,vacuum
98,223,vacuum
99,223,vacuum
100,223,vacuum
101,223,vacuum
102,223,vacuum
103,223,vacuum
104,223,vacuum
105,223,vacuum
106,223,vacuum
107,223,vacuum
108,223,vacuum
109,223,vacuum
110,223,vacuum
111,223,vacuum
112,223,vacuum
113,223,vacuum
114,223,vacuum
115,223,vacuum
116,223,vacuum
117,223,vacuum
118,223,vacuum
119,223,vacuum
120,223,vacuum
121,223,vacuum
122,223,vacuum
123,223,vacuum
124,223,vacuum
125,223,vacuum
126,223,vacuum
127,223,vacuum
128,223,vacuum
129,223,vacuum
130,223,vacuum
131,223,vacuum
132,223,vacuum
133,223,vacuum
134,223,vacuum
135,223,vacuum
136,223,vacuum
137,223,vacuum
138,223,vacuum
139,223,vacuum
140,223,vacuum
141,223,vacuum
142,223,vacuum
143,223,vacuum
144,223,vacuum
145,223,vacuum
146,223,vacuum
147,223,vacuum
148,223,vacuum
149,223,vacuum
150,223,vacuum
151,223,vacuum
152,223,vacuum
153,223,vacuum
154,223,vacuum
155,223,vacuum
156,223,vacuum
157,223,vacuum
158,223,vacuum
159,223,vacuum
160,223,vacuum
161,223,vacuum
162,223,vacuum
163,223,vacuum
164,223,vacuum
165,223,vacuum
166,223,vacuum
167,223,vacuum
168,223,vacuum
169,223,vacuum
170,223,vacuum
171,223,vacuum
172,223,vacuum
173,223,vacuum
174,223,vacuum
175,223,vacuum
176,223,vacuum
177,223,vacuum
178,223,vacuum
179,223,vacuum
180,223,vacuum
181,223,vacuum
182,223,vacuum
183,223,vacuum
184,223,vacuum
185,223,vacuum
186,223,vacuum
187,223,vacuum
188,223,vacuum
189,223,vacuum
190,223,vacuum
191,223,vacuum
192,223,vacuum
193,223,vacuum
194,223,vacuum
195,223,vacuum
196,223,vacuum
197,223,vacuum
198,223,vacuum
199,223,vacuum
200,223,vacuum
201,223,vacuum
202,223,vacuum
203,223,vacuum
204,223,vacuum
205,223,vacuum
206,223,vacuum
207,223,vacuum
208,223,vacuum
209,223,vacuum
210,223,vacuum
211,223,vacuum
212,223,vacuum
213,223,vacuum
214,223,vacuum
215,223,vacuum
216,223,vacuum
217,223,vacuum
218,223,vacuum
219,223,vacuum
220,223,vacuum
221,223,vacuum
222,223,vacuum
223,223,vacuum
224,223,vacuum
225,223,vacuum
226,223,vacuum
227,223,vacuum
228,223,vacuum
229,223,vacuum
230,223,vacuum
231,223,vacuum
232,223,vacuum
233,223,vacuum
234,223,vacuum
235,223,vacuum
236,223,vacuum
237,223,vacuum
0,224,vacuum
1,224,vacuum
2,224,vacuum
3,224,vacuum
4,224,vacuum
5,224,vacuum
6,224,vacuum
7,224,vacuum
8,224,vacuum
9,224,vacuum
10,224,vacuum
11,224,vacuum
12,224,vacuum
13,224,vacuum
14,224,vacuum
15,224,vacuum
16,224,vacuum
17,224,vacuum
18,224,vacuum
19,224,vacuum
20,224,vacuum
21,224,vacuum
22,224,vacuum
23,224,vacuum
24,224,vacuum
25,224,vacuum
26,224,vacuum
27,224,vacuum
28,224,vacuum
29,224,vacuum
30,224,vacuum
31,224,vacuum
32,224,vacuum
33,224,vacuum
34,224,vacuum
35,224,vacuum
36,224,vacuum
37,224,vacuum
38,224,vacuum
39,224,vacuum
40,224,vacuum
41,224,vacuum
42,224,vacuum
43,224,vacuum
44,224,vacuum
45,224,vacuum
46,224,vacuum
47,224,vacuum
48,224,vacuum
49,224,vacuum
50,224,vacuum
51,224,vacuum
52,224,vacuum
53,224,vacuum
54,224,vacuum
55,224,vacuum
56,224,vacuum
57,224,vacuum
58,224,vacuum
59,224,vacuum
60,224,vacuum
61,224,vacuum
62,224,vacuum
63,224,vacuum
64,224,vacuum
65,224,vacuum
66,224,vacuum
67,224,vacuum
68,224,vacuum
69,224,vacuum
70,224,vacuum
71,224,vacuum
72,224,vacuum
73,224,vacuum
74,224,vacuum
75,224,vacuum
76,224,vacuum
77,224,vacuum
78,224,vacuum
79,224,vacuum
80,224,vacuum
81,224,vacuum
82,224,vacuum
83,224,vacuum
84,224,vacuum
85,224,vacuum
86,224,vacuum
87,224,vacuum
88,224,vacuum
89,224,vacuum
90,224,vacuum
91,224,vacuum
92,224,vacuum
93,224,vacuum
94,224,vacuum
95,224,vacuum
96,224,vacuum
97,224,vacuum
98,224,vacuum
99,224,vacuum
100,224,vacuum
101,224,vacuum
102,224,vacuum
103,224,vacuum
104,224,vacuum
105,224,vacuum
106,224,vacuum
107,224,vacuum
108,224,vacuum
109,224,vacuum
110,224,vacuum
111,224,vacuum
112,224,vacuum
113,224,vacuum
114,224,vacuum
115,224,vacuum
116,224,vacuum
117,224,vacuum
118,224,vacuum
119,224,vacuum
120,224,vacuum
121,224,vacuum
122,224,vacuum
123,224,vacuum
124,224,vacuum
125,224,vacuum
126,224,vacuum
127,224,vacuum
128,224,vacuum
129,224,vacuum
130,224,vacuum
131,224,vacuum
132,224,vacuum
133,224,vacuum
134,224,vacuum
135,224,vacuum
136,224,vacuum
137,224,vacuum
138,224,vacuum
139,224,vacuum
140,224,vacuum
141,224,vacuum
142,224,vacuum
143,224,vacuum
144,224,vacuum
145,224,vacuum
146,224,vacuum
147,224,vacuum
148,224,vacuum
149,224,vacuum
150,224,vacuum
151,224,vacuum
152,224,vacuum
153,224,vacuum
154,224,vacuum
155,224,vacuum
156,224,vacuum
157,224,vacuum
158,224,vacuum
159,224,vacuum
160,224,vacuum
161,224,vacuum
162,224,vacuum
163,224,vacuum
164,224,vacuum
165,224,vacuum
166,224,vacuum
167,224,vacuum
168,224,vacuum
169,224,vacuum
170,224,vacuum
171,224,vacuum
172,224,vacuum
173,224,vacuum
174,224,vacuum
175,224,vacuum
176,224,vacuum
177,224,vacuum
178,224,vacuum
179,224,vacuum
180,224,vacuum
181,224,vacuum
182,224,vacuum
183,224,vacuum
184,224,vacuum
185,224,vacuum
186,224,vacuum
187,224,vacuum
188,224,vacuum
189,224,vacuum
190,224,vacuum
191,224,vacuum
192,224,vacuum
193,224,vacuum
194,224,vacuum
195,224,vacuum
196,224,vacuum
197,224,vacuum
198,224,vacuum
199,224,vacuum
200,224,vacuum
201,224,vacuum
202,224,vacuum
203,224,vacuum
204,224,vacuum
205,224,vacuum
206,224,vacuum
207,224,vacuum
208,224,vacuum
209,224,vacuum
210,224,vacuum
211,224,vacuum
212,224,vacuum
213,224,vacuum
214,224,vacuum
215,224,vacuum
216,224,vacuum
217,224,vacuum
218,224,vacuum
219,224,vacuum
220,224,vacuum
221,224,vacuum
222,224,vacuum
223,224,vacuum
224,224,vacuum
225,224,vacuum
226,224,vacuum
227,224,vacuum
228,224,vacuum
229,224,vacuum
230,224,vacuum
231,224,vacuum
232,224,vacuum
233,224,vacuum
234,224,vacuum
235,224,vacuum
236,224,vacuum
237,224,vacuum
0,225,vacuum
1,225,vacuum
2,225,vacuum
3,225,vacuum
4,225,vacuum
5,225,vacuum
6,225,vacuum
7,225,vacuum
8,225,vacuum
9,225,vacuum
10,225,vacuum
11,225,vacuum
12,225,vacuum
13,225,vacuum
14,225,vacuum
15,225,vacuum
