# strukturiertes Volumennetz: Knoten (i,j) -> (r,z)
# nr=239 nz=313
i,j,r_m,z_m
91,179,3.930020206e-05,3.905494565e-04
92,179,4.153132481e-05,3.905494565e-04
93,179,4.396693786e-05,3.905494565e-04
94,179,4.662636647e-05,3.905494565e-04
95,179,4.952955859e-05,3.905494565e-04
96,179,5.270131566e-05,3.905494565e-04
97,179,5.616231216e-05,3.905494565e-04
98,179,5.994062673e-05,3.905494565e-04
99,179,6.406670377e-05,3.905494565e-04
100,179,6.857052640e-05,3.905494565e-04
101,179,7.348863074e-05,3.905494565e-04
102,179,7.885880941e-05,3.905494565e-04
103,179,8.472112729e-05,3.905494565e-04
104,179,9.112499402e-05,3.905494565e-04
105,179,9.811342557e-05,3.905494565e-04
106,179,1.057410232e-04,3.905494565e-04
107,179,1.140723874e-04,3.905494565e-04
108,179,1.230724572e-04,3.905494565e-04
109,179,1.316426770e-04,3.905494565e-04
110,179,1.394949624e-04,3.905494565e-04
111,179,1.466842192e-04,3.905494565e-04
112,179,1.532682039e-04,3.905494565e-04
113,179,1.593014787e-04,3.905494565e-04
114,179,1.648266140e-04,3.905494565e-04
115,179,1.698859017e-04,3.905494565e-04
116,179,1.745200288e-04,3.905494565e-04
117,179,1.787647477e-04,3.905494565e-04
118,179,1.826520855e-04,3.905494565e-04
119,179,1.862127249e-04,3.905494565e-04
120,179,1.894754874e-04,3.905494565e-04
121,179,1.924613893e-04,3.905494565e-04
122,179,1.951984325e-04,3.905494565e-04
123,179,1.977042412e-04,3.905494565e-04
124,179,2.000000000e-04,3.905494565e-04
125,179,2.023073590e-04,3.905494565e-04
126,179,2.048262778e-04,3.905494565e-04
127,179,2.075787525e-04,3.905494565e-04
128,179,2.105843091e-04,3.905494565e-04
129,179,2.138679432e-04,3.905494565e-04
130,179,2.174546697e-04,3.905494565e-04
131,179,2.213724959e-04,3.905494565e-04
132,179,2.256503856e-04,3.905494565e-04
133,179,2.303242912e-04,3.905494565e-04
134,179,2.354283816e-04,3.905494565e-04
135,179,2.410037832e-04,3.905494565e-04
136,179,2.470936058e-04,3.905494565e-04
137,179,2.537446444e-04,3.905494565e-04
138,179,2.610133227e-04,3.905494565e-04
139,179,2.689484386e-04,3.905494565e-04
140,179,2.776157494e-04,3.905494565e-04
141,179,2.870851727e-04,3.905494565e-04
142,179,2.974263273e-04,3.905494565e-04
143,179,3.087203809e-04,3.905494565e-04
144,179,3.210579460e-04,3.905494565e-04
145,179,3.345353188e-04,3.905494565e-04
146,179,3.492615949e-04,3.905494565e-04
147,179,3.653317449e-04,3.905494565e-04
148,179,3.828930231e-04,3.905494565e-04
149,179,4.020809215e-04,3.905494565e-04
150,179,4.230318110e-04,3.905494565e-04
151,179,4.459114310e-04,3.905494565e-04
152,179,4.709074923e-04,3.905494565e-04
153,179,4.982272631e-04,3.905494565e-04
154,179,5.280468223e-04,3.905494565e-04
155,179,5.606176878e-04,3.905494565e-04
156,179,5.961968980e-04,3.905494565e-04
157,179,6.350512450e-04,3.905494565e-04
158,179,6.774964929e-04,3.905494565e-04
159,179,7.238672441e-04,3.905494565e-04
160,179,7.745057743e-04,3.905494565e-04
161,179,8.298365598e-04,3.905494565e-04
162,179,8.902404685e-04,3.905494565e-04
163,179,9.562452265e-04,3.905494565e-04
164,179,1.028315419e-03,3.905494565e-04
165,179,1.107064121e-03,3.905494565e-04
166,179,1.193057227e-03,3.905494565e-04
167,179,1.286983765e-03,3.905494565e-04
168,179,1.389582490e-03,3.905494565e-04
169,179,1.501687528e-03,3.905494565e-04
170,179,1.618967549e-03,3.905494565e-04
171,179,1.727165678e-03,3.905494565e-04
172,179,1.826235815e-03,3.905494565e-04
173,179,1.916950625e-03,3.905494565e-04
174,179,2.000000000e-03,3.905494565e-04
175,179,2.082774889e-03,3.905494565e-04
176,179,2.173107050e-03,3.905494565e-04
177,179,2.271750002e-03,3.905494565e-04
178,179,2.379493458e-03,3.905494565e-04
179,179,2.497113169e-03,3.905494565e-04
180,179,2.625517812e-03,3.905494565e-04
181,179,2.765775452e-03,3.905494565e-04
182,179,2.918996293e-03,3.905494565e-04
183,179,3.080897764e-03,3.905494565e-04
184,179,3.243063259e-03,3.905494565e-04
185,179,3.405228754e-03,3.905494565e-04
186,179,3.567394249e-03,3.905494565e-04
187,179,3.729559744e-03,3.905494565e-04
188,179,3.891725240e-03,3.905494565e-04
189,179,4.053890735e-03,3.905494565e-04
190,179,4.216056230e-03,3.905494565e-04
191,179,4.378221725e-03,3.905494565e-04
192,179,4.540387220e-03,3.905494565e-04
193,179,4.702552716e-03,3.905494565e-04
194,179,4.864718211e-03,3.905494565e-04
195,179,5.026883706e-03,3.905494565e-04
196,179,5.189049201e-03,3.905494565e-04
197,179,5.351214697e-03,3.905494565e-04
198,179,5.513380192e-03,3.905494565e-04
199,179,5.675545687e-03,3.905494565e-04
200,179,5.837711182e-03,3.905494565e-04
201,179,5.999876677e-03,3.905494565e-04
202,179,6.162042173e-03,3.905494565e-04
203,179,6.324207668e-03,3.905494565e-04
204,179,6.486373163e-03,3.905494565e-04
205,179,6.648538658e-03,3.905494565e-04
206,179,6.810704153e-03,3.905494565e-04
207,179,6.972869649e-03,3.905494565e-04
208,179,7.135035144e-03,3.905494565e-04
209,179,7.297200639e-03,3.905494565e-04
210,179,7.459366134e-03,3.905494565e-04
211,179,7.621531629e-03,3.905494565e-04
212,179,7.783697125e-03,3.905494565e-04
213,179,7.945862620e-03,3.905494565e-04
214,179,8.108028115e-03,3.905494565e-04
215,179,8.270193610e-03,3.905494565e-04
216,179,8.432359105e-03,3.905494565e-04
217,179,8.594524601e-03,3.905494565e-04
218,179,8.756690096e-03,3.905494565e-04
219,179,8.918855591e-03,3.905494565e-04
220,179,9.081021086e-03,3.905494565e-04
221,179,9.243186581e-03,3.905494565e-04
222,179,9.405352077e-03,3.905494565e-04
223,179,9.567517572e-03,3.905494565e-04
224,179,9.729683067e-03,3.905494565e-04
225,179,9.891848562e-03,3.905494565e-04
226,179,1.005401406e-02,3.905494565e-04
227,179,1.021617955e-02,3.905494565e-04
228,179,1.037834505e-02,3.905494565e-04
229,179,1.054051054e-02,3.905494565e-04
230,179,1.070267604e-02,3.905494565e-04
231,179,1.086484153e-02,3.905494565e-04
232,179,1.102700703e-02,3.905494565e-04
233,179,1.118917252e-02,3.905494565e-04
234,179,1.135133802e-02,3.905494565e-04
235,179,1.151350351e-02,3.905494565e-04
236,179,1.167566901e-02,3.905494565e-04
237,179,1.183783450e-02,3.905494565e-04
238,179,1.200000000e-02,3.905494565e-04
0,180,0.000000000e+00,4.019402124e-04
1,180,2.253927972e-07,4.019402124e-04
2,180,4.710108625e-07,4.019402124e-04
3,180,7.388114821e-07,4.019402124e-04
4,180,1.030777353e-06,4.019402124e-04
5,180,1.349134956e-06,4.019402124e-04
6,180,1.696071563e-06,4.019402124e-04
7,180,2.065284294e-06,4.019402124e-04
8,180,2.411371865e-06,4.019402124e-04
9,180,2.728827367e-06,4.019402124e-04
10,180,3.019944202e-06,4.019402124e-04
11,180,3.287031469e-06,4.019402124e-04
12,180,3.531983203e-06,4.019402124e-04
13,180,3.756739224e-06,4.019402124e-04
14,180,3.962851098e-06,4.019402124e-04
15,180,4.151964219e-06,4.019402124e-04
16,180,4.325432522e-06,4.019402124e-04
17,180,4.484611324e-06,4.019402124e-04
18,180,4.630594259e-06,4.019402124e-04
19,180,4.764494569e-06,4.019402124e-04
20,180,4.887303601e-06,4.019402124e-04
21,180,5.000000000e-06,4.019402124e-04
22,180,5.114848341e-06,4.019402124e-04
23,180,5.240242801e-06,4.019402124e-04
24,180,5.377141563e-06,4.019402124e-04
25,180,5.526597356e-06,4.019402124e-04
26,180,5.689894263e-06,4.019402124e-04
27,180,5.868073768e-06,4.019402124e-04
28,180,6.062641445e-06,4.019402124e-04
29,180,6.275108672e-06,4.019402124e-04
30,180,6.507073731e-06,4.019402124e-04
31,180,6.760297723e-06,4.019402124e-04
32,180,7.036854475e-06,4.019402124e-04
33,180,7.338797496e-06,4.019402124e-04
34,180,7.661202504e-06,4.019402124e-04
35,180,7.963145525e-06,4.019402124e-04
36,180,8.239702277e-06,4.019402124e-04
37,180,8.492926269e-06,4.019402124e-04
38,180,8.724891328e-06,4.019402124e-04
39,180,8.937358555e-06,4.019402124e-04
40,180,9.131926232e-06,4.019402124e-04
41,180,9.310105737e-06,4.019402124e-04
42,180,9.473402644e-06,4.019402124e-04
43,180,9.622858437e-06,4.019402124e-04
44,180,9.759757199e-06,4.019402124e-04
45,180,9.885151659e-06,4.019402124e-04
46,180,1.000000000e-05,4.019402124e-04
47,180,1.011405930e-05,4.019402124e-04
48,180,1.023850579e-05,4.019402124e-04
49,180,1.037429763e-05,4.019402124e-04
50,180,1.052248756e-05,4.019402124e-04
51,180,1.068427451e-05,4.019402124e-04
52,180,1.086064888e-05,4.019402124e-04
53,180,1.105320963e-05,4.019402124e-04
54,180,1.126339234e-05,4.019402124e-04
55,180,1.149266672e-05,4.019402124e-04
56,180,1.174289551e-05,4.019402124e-04
57,180,1.201593262e-05,4.019402124e-04
58,180,1.231386622e-05,4.019402124e-04
59,180,1.263910470e-05,4.019402124e-04
60,180,1.299392977e-05,4.019402124e-04
61,180,1.338107707e-05,4.019402124e-04
62,180,1.380356934e-05,4.019402124e-04
63,180,1.426460972e-05,4.019402124e-04
64,180,1.476758416e-05,4.019402124e-04
65,180,1.531658835e-05,4.019402124e-04
66,180,1.591572931e-05,4.019402124e-04
67,180,1.656945854e-05,4.019402124e-04
68,180,1.726290196e-05,4.019402124e-04
69,180,1.791004978e-05,4.019402124e-04
70,180,1.850280949e-05,4.019402124e-04
71,180,1.904597685e-05,4.019402124e-04
72,180,1.954376278e-05,4.019402124e-04
73,180,2.000000000e-05,4.019402124e-04
74,180,2.045916536e-05,4.019402124e-04
75,180,2.096027299e-05,4.019402124e-04
76,180,2.150750030e-05,4.019402124e-04
77,180,2.210488231e-05,4.019402124e-04
78,180,2.275725049e-05,4.019402124e-04
79,180,2.346966455e-05,4.019402124e-04
80,180,2.424709708e-05,4.019402124e-04
81,180,2.509583491e-05,4.019402124e-04
82,180,2.602297258e-05,4.019402124e-04
83,180,2.703470044e-05,4.019402124e-04
84,180,2.813980329e-05,4.019402124e-04
85,180,2.934601584e-05,4.019402124e-04
86,180,3.066314436e-05,4.019402124e-04
87,180,3.210179721e-05,4.019402124e-04
88,180,3.367127719e-05,4.019402124e-04
89,180,3.538565249e-05,4.019402124e-04
90,180,3.725684459e-05,4.019402124e-04
91,180,3.930020206e-05,4.019402124e-04
92,180,4.153132481e-05,4.019402124e-04
93,180,4.396693786e-05,4.019402124e-04
94,180,4.662636647e-05,4.019402124e-04
95,180,4.952955859e-05,4.019402124e-04
96,180,5.270131566e-05,4.019402124e-04
97,180,5.616231216e-05,4.019402124e-04
98,180,5.994062673e-05,4.019402124e-04
99,180,6.406670377e-05,4.019402124e-04
100,180,6.857052640e-05,4.019402124e-04
101,180,7.348863074e-05,4.019402124e-04
102,180,7.885880941e-05,4.019402124e-04
103,180,8.472112729e-05,4.019402124e-04
104,180,9.112499402e-05,4.019402124e-04
105,180,9.811342557e-05,4.019402124e-04
106,180,1.057410232e-04,4.019402124e-04
107,180,1.140723874e-04,4.019402124e-04
108,180,1.230724572e-04,4.019402124e-04
109,180,1.316426770e-04,4.019402124e-04
110,180,1.394949624e-04,4.019402124e-04
111,180,1.466842192e-04,4.019402124e-04
112,180,1.532682039e-04,4.019402124e-04
113,180,1.593014787e-04,4.019402124e-04
114,180,1.648266140e-04,4.019402124e-04
115,180,1.698859017e-04,4.019402124e-04
116,180,1.745200288e-04,4.019402124e-04
117,180,1.787647477e-04,4.019402124e-04
118,180,1.826520855e-04,4.019402124e-04
119,180,1.862127249e-04,4.019402124e-04
120,180,1.894754874e-04,4.019402124e-04
121,180,1.924613893e-04,4.019402124e-04
122,180,1.951984325e-04,4.019402124e-04
123,180,1.977042412e-04,4.019402124e-04
124,180,2.000000000e-04,4.019402124e-04
125,180,2.023073590e-04,4.019402124e-04
126,180,2.048262778e-04,4.019402124e-04
127,180,2.075787525e-04,4.019402124e-04
128,180,2.105843091e-04,4.019402124e-04
129,180,2.138679432e-04,4.019402124e-04
130,180,2.174546697e-04,4.019402124e-04
131,180,2.213724959e-04,4.019402124e-04
132,180,2.256503856e-04,4.019402124e-04
133,180,2.303242912e-04,4.019402124e-04
134,180,2.354283816e-04,4.019402124e-04
135,180,2.410037832e-04,4.019402124e-04
136,180,2.470936058e-04,4.019402124e-04
137,180,2.537446444e-04,4.019402124e-04
138,180,2.610133227e-04,4.019402124e-04
139,180,2.689484386e-04,4.019402124e-04
140,180,2.776157494e-04,4.019402124e-04
141,180,2.870851727e-04,4.019402124e-04
142,180,2.974263273e-04,4.019402124e-04
143,180,3.087203809e-04,4.019402124e-04
144,180,3.210579460e-04,4.019402124e-04
145,180,3.345353188e-04,4.019402124e-04
146,180,3.492615949e-04,4.019402124e-04
147,180,3.653317449e-04,4.019402124e-04
148,180,3.828930231e-04,4.019402124e-04
149,180,4.020809215e-04,4.019402124e-04
150,180,4.230318110e-04,4.019402124e-04
151,180,4.459114310e-04,4.019402124e-04
152,180,4.709074923e-04,4.019402124e-04
153,180,4.982272631e-04,4.019402124e-04
154,180,5.280468223e-04,4.019402124e-04
155,180,5.606176878e-04,4.019402124e-04
156,180,5.961968980e-04,4.019402124e-04
157,180,6.350512450e-04,4.019402124e-04
158,180,6.774964929e-04,4.019402124e-04
159,180,7.238672441e-04,4.019402124e-04
160,180,7.745057743e-04,4.019402124e-04
161,180,8.298365598e-04,4.019402124e-04
162,180,8.902404685e-04,4.019402124e-04
163,180,9.562452265e-04,4.019402124e-04
164,180,1.028315419e-03,4.019402124e-04
165,180,1.107064121e-03,4.019402124e-04
166,180,1.193057227e-03,4.019402124e-04
167,180,1.286983765e-03,4.019402124e-04
168,180,1.389582490e-03,4.019402124e-04
169,180,1.501687528e-03,4.019402124e-04
170,180,1.618967549e-03,4.019402124e-04
171,180,1.727165678e-03,4.019402124e-04
172,180,1.826235815e-03,4.019402124e-04
173,180,1.916950625e-03,4.019402124e-04
174,180,2.000000000e-03,4.019402124e-04
175,180,2.082774889e-03,4.019402124e-04
176,180,2.173107050e-03,4.019402124e-04
177,180,2.271750002e-03,4.019402124e-04
178,180,2.379493458e-03,4.019402124e-04
179,180,2.497113169e-03,4.019402124e-04
180,180,2.625517812e-03,4.019402124e-04
181,180,2.765775452e-03,4.019402124e-04
182,180,2.918996293e-03,4.019402124e-04
183,180,3.080897764e-03,4.019402124e-04
184,180,3.243063259e-03,4.019402124e-04
185,180,3.405228754e-03,4.019402124e-04
186,180,3.567394249e-03,4.019402124e-04
187,180,3.729559744e-03,4.019402124e-04
188,180,3.891725240e-03,4.019402124e-04
189,180,4.053890735e-03,4.019402124e-04
190,180,4.216056230e-03,4.019402124e-04
191,180,4.378221725e-03,4.019402124e-04
192,180,4.540387220e-03,4.019402124e-04
193,180,4.702552716e-03,4.019402124e-04
194,180,4.864718211e-03,4.019402124e-04
195,180,5.026883706e-03,4.019402124e-04
196,180,5.189049201e-03,4.019402124e-04
197,180,5.351214697e-03,4.019402124e-04
198,180,5.513380192e-03,4.019402124e-04
199,180,5.675545687e-03,4.019402124e-04
200,180,5.837711182e-03,4.019402124e-04
201,180,5.999876677e-03,4.019402124e-04
202,180,6.162042173e-03,4.019402124e-04
203,180,6.324207668e-03,4.019402124e-04
204,180,6.486373163e-03,4.019402124e-04
205,180,6.648538658e-03,4.019402124e-04
206,180,6.810704153e-03,4.019402124e-04
207,180,6.972869649e-03,4.019402124e-04
208,180,7.135035144e-03,4.019402124e-04
209,180,7.297200639e-03,4.019402124e-04
210,180,7.459366134e-03,4.019402124e-04
211,180,7.621531629e-03,4.019402124e-04
212,180,7.783697125e-03,4.019402124e-04
213,180,7.945862620e-03,4.019402124e-04
214,180,8.108028115e-03,4.019402124e-04
215,180,8.270193610e-03,4.019402124e-04
216,180,8.432359105e-03,4.019402124e-04
217,180,8.594524601e-03,4.019402124e-04
218,180,8.756690096e-03,4.019402124e-04
219,180,8.918855591e-03,4.019402124e-04
220,180,9.081021086e-03,4.019402124e-04
221,180,9.243186581e-03,4.019402124e-04
222,180,9.405352077e-03,4.019402124e-04
223,180,9.567517572e-03,4.019402124e-04
224,180,9.729683067e-03,4.019402124e-04
225,180,9.891848562e-03,4.019402124e-04
226,180,1.005401406e-02,4.019402124e-04
227,180,1.021617955e-02,4.019402124e-04
228,180,1.037834505e-02,4.019402124e-04
229,180,1.054051054e-02,4.019402124e-04
230,180,1.070267604e-02,4.019402124e-04
231,180,1.086484153e-02,4.019402124e-04
232,180,1.102700703e-02,4.019402124e-04
233,180,1.118917252e-02,4.019402124e-04
234,180,1.135133802e-02,4.019402124e-04
235,180,1.151350351e-02,4.019402124e-04
236,180,1.167566901e-02,4.019402124e-04
237,180,1.183783450e-02,4.019402124e-04
238,180,1.200000000e-02,4.019402124e-04
0,181,0.000000000e+00,4.123681924e-04
1,181,2.253927972e-07,4.123681924e-04
2,181,4.710108625e-07,4.123681924e-04
3,181,7.388114821e-07,4.123681924e-04
4,181,1.030777353e-06,4.123681924e-04
5,181,1.349134956e-06,4.123681924e-04
6,181,1.696071563e-06,4.123681924e-04
7,181,2.065284294e-06,4.123681924e-04
8,181,2.411371865e-06,4.123681924e-04
9,181,2.728827367e-06,4.123681924e-04
10,181,3.019944202e-06,4.123681924e-04
11,181,3.287031469e-06,4.123681924e-04
12,181,3.531983203e-06,4.123681924e-04
13,181,3.756739224e-06,4.123681924e-04
14,181,3.962851098e-06,4.123681924e-04
15,181,4.151964219e-06,4.123681924e-04
16,181,4.325432522e-06,4.123681924e-04
17,181,4.484611324e-06,4.123681924e-04
18,181,4.630594259e-06,4.123681924e-04
19,181,4.764494569e-06,4.123681924e-04
20,181,4.887303601e-06,4.123681924e-04
21,181,5.000000000e-06,4.123681924e-04
22,181,5.114848341e-06,4.123681924e-04
23,181,5.240242801e-06,4.123681924e-04
24,181,5.377141563e-06,4.123681924e-04
25,181,5.526597356e-06,4.123681924e-04
26,181,5.689894263e-06,4.123681924e-04
27,181,5.868073768e-06,4.123681924e-04
28,181,6.062641445e-06,4.123681924e-04
29,181,6.275108672e-06,4.123681924e-04
30,181,6.507073731e-06,4.123681924e-04
31,181,6.760297723e-06,4.123681924e-04
32,181,7.036854475e-06,4.123681924e-04
33,181,7.338797496e-06,4.123681924e-04
34,181,7.661202504e-06,4.123681924e-04
35,181,7.963145525e-06,4.123681924e-04
36,181,8.239702277e-06,4.123681924e-04
37,181,8.492926269e-06,4.123681924e-04
38,181,8.724891328e-06,4.123681924e-04
39,181,8.937358555e-06,4.123681924e-04
40,181,9.131926232e-06,4.123681924e-04
41,181,9.310105737e-06,4.123681924e-04
42,181,9.473402644e-06,4.123681924e-04
43,181,9.622858437e-06,4.123681924e-04
44,181,9.759757199e-06,4.123681924e-04
45,181,9.885151659e-06,4.123681924e-04
46,181,1.000000000e-05,4.123681924e-04
47,181,1.011405930e-05,4.123681924e-04
48,181,1.023850579e-05,4.123681924e-04
49,181,1.037429763e-05,4.123681924e-04
50,181,1.052248756e-05,4.123681924e-04
51,181,1.068427451e-05,4.123681924e-04
52,181,1.086064888e-05,4.123681924e-04
53,181,1.105320963e-05,4.123681924e-04
54,181,1.126339234e-05,4.123681924e-04
55,181,1.149266672e-05,4.123681924e-04
56,181,1.174289551e-05,4.123681924e-04
57,181,1.201593262e-05,4.123681924e-04
58,181,1.231386622e-05,4.123681924e-04
59,181,1.263910470e-05,4.123681924e-04
60,181,1.299392977e-05,4.123681924e-04
61,181,1.338107707e-05,4.123681924e-04
62,181,1.380356934e-05,4.123681924e-04
63,181,1.426460972e-05,4.123681924e-04
64,181,1.476758416e-05,4.123681924e-04
65,181,1.531658835e-05,4.123681924e-04
66,181,1.591572931e-05,4.123681924e-04
67,181,1.656945854e-05,4.123681924e-04
68,181,1.726290196e-05,4.123681924e-04
69,181,1.791004978e-05,4.123681924e-04
70,181,1.850280949e-05,4.123681924e-04
71,181,1.904597685e-05,4.123681924e-04
72,181,1.954376278e-05,4.123681924e-04
73,181,2.000000000e-05,4.123681924e-04
74,181,2.045916536e-05,4.123681924e-04
75,181,2.096027299e-05,4.123681924e-04
76,181,2.150750030e-05,4.123681924e-04
77,181,2.210488231e-05,4.123681924e-04
78,181,2.275725049e-05,4.123681924e-04
79,181,2.346966455e-05,4.123681924e-04
80,181,2.424709708e-05,4.123681924e-04
81,181,2.509583491e-05,4.123681924e-04
82,181,2.602297258e-05,4.123681924e-04
83,181,2.703470044e-05,4.123681924e-04
84,181,2.813980329e-05,4.123681924e-04
85,181,2.934601584e-05,4.123681924e-04
86,181,3.066314436e-05,4.123681924e-04
87,181,3.210179721e-05,4.123681924e-04
88,181,3.367127719e-05,4.123681924e-04
89,181,3.538565249e-05,4.123681924e-04
90,181,3.725684459e-05,4.123681924e-04
91,181,3.930020206e-05,4.123681924e-04
92,181,4.153132481e-05,4.123681924e-04
93,181,4.396693786e-05,4.123681924e-04
94,181,4.662636647e-05,4.123681924e-04
95,181,4.952955859e-05,4.123681924e-04
96,181,5.270131566e-05,4.123681924e-04
97,181,5.616231216e-05,4.123681924e-04
98,181,5.994062673e-05,4.123681924e-04
99,181,6.406670377e-05,4.123681924e-04
100,181,6.857052640e-05,4.123681924e-04
101,181,7.348863074e-05,4.123681924e-04
102,181,7.885880941e-05,4.123681924e-04
103,181,8.472112729e-05,4.123681924e-04
104,181,9.112499402e-05,4.123681924e-04
105,181,9.811342557e-05,4.123681924e-04
106,181,1.057410232e-04,4.123681924e-04
107,181,1.140723874e-04,4.123681924e-04
108,181,1.230724572e-04,4.123681924e-04
109,181,1.316426770e-04,4.123681924e-04
110,181,1.394949624e-04,4.123681924e-04
111,181,1.466842192e-04,4.123681924e-04
112,181,1.532682039e-04,4.123681924e-04
113,181,1.593014787e-04,4.123681924e-04
114,181,1.648266140e-04,4.123681924e-04
115,181,1.698859017e-04,4.123681924e-04
116,181,1.745200288e-04,4.123681924e-04
117,181,1.787647477e-04,4.123681924e-04
118,181,1.826520855e-04,4.123681924e-04
119,181,1.862127249e-04,4.123681924e-04
120,181,1.894754874e-04,4.123681924e-04
121,181,1.924613893e-04,4.123681924e-04
122,181,1.951984325e-04,4.123681924e-04
123,181,1.977042412e-04,4.123681924e-04
124,181,2.000000000e-04,4.123681924e-04
125,181,2.023073590e-04,4.123681924e-04
126,181,2.048262778e-04,4.123681924e-04
127,181,2.075787525e-04,4.123681924e-04
128,181,2.105843091e-04,4.123681924e-04
129,181,2.138679432e-04,4.123681924e-04
130,181,2.174546697e-04,4.123681924e-04
131,181,2.213724959e-04,4.123681924e-04
132,181,2.256503856e-04,4.123681924e-04
133,181,2.303242912e-04,4.123681924e-04
134,181,2.354283816e-04,4.123681924e-04
135,181,2.410037832e-04,4.123681924e-04
136,181,2.470936058e-04,4.123681924e-04
137,181,2.537446444e-04,4.123681924e-04
138,181,2.610133227e-04,4.123681924e-04
139,181,2.689484386e-04,4.123681924e-04
140,181,2.776157494e-04,4.123681924e-04
141,181,2.870851727e-04,4.123681924e-04
142,181,2.974263273e-04,4.123681924e-04
143,181,3.087203809e-04,4.123681924e-04
144,181,3.210579460e-04,4.123681924e-04
145,181,3.345353188e-04,4.123681924e-04
146,181,3.492615949e-04,4.123681924e-04
147,181,3.653317449e-04,4.123681924e-04
148,181,3.828930231e-04,4.123681924e-04
149,181,4.020809215e-04,4.123681924e-04
150,181,4.230318110e-04,4.123681924e-04
151,181,4.459114310e-04,4.123681924e-04
152,181,4.709074923e-04,4.123681924e-04
153,181,4.982272631e-04,4.123681924e-04
154,181,5.280468223e-04,4.123681924e-04
155,181,5.606176878e-04,4.123681924e-04
156,181,5.961968980e-04,4.123681924e-04
157,181,6.350512450e-04,4.123681924e-04
158,181,6.774964929e-04,4.123681924e-04
159,181,7.238672441e-04,4.123681924e-04
160,181,7.745057743e-04,4.123681924e-04
161,181,8.298365598e-04,4.123681924e-04
162,181,8.902404685e-04,4.123681924e-04
163,181,9.562452265e-04,4.123681924e-04
164,181,1.028315419e-03,4.123681924e-04
165,181,1.107064121e-03,4.123681924e-04
166,181,1.193057227e-03,4.123681924e-04
167,181,1.286983765e-03,4.123681924e-04
168,181,1.389582490e-03,4.123681924e-04
169,181,1.501687528e-03,4.123681924e-04
170,181,1.618967549e-03,4.123681924e-04
171,181,1.727165678e-03,4.123681924e-04
172,181,1.826235815e-03,4.123681924e-04
173,181,1.916950625e-03,4.123681924e-04
174,181,2.000000000e-03,4.123681924e-04
175,181,2.082774889e-03,4.123681924e-04
176,181,2.173107050e-03,4.123681924e-04
177,181,2.271750002e-03,4.123681924e-04
178,181,2.379493458e-03,4.123681924e-04
179,181,2.497113169e-03,4.123681924e-04
180,181,2.625517812e-03,4.123681924e-04
181,181,2.765775452e-03,4.123681924e-04
182,181,2.918996293e-03,4.123681924e-04
183,181,3.080897764e-03,4.123681924e-04
184,181,3.243063259e-03,4.123681924e-04
185,181,3.405228754e-03,4.123681924e-04
186,181,3.567394249e-03,4.123681924e-04
187,181,3.729559744e-03,4.123681924e-04
188,181,3.891725240e-03,4.123681924e-04
189,181,4.053890735e-03,4.123681924e-04
190,181,4.216056230e-03,4.123681924e-04
191,181,4.378221725e-03,4.123681924e-04
192,181,4.540387220e-03,4.123681924e-04
193,181,4.702552716e-03,4.123681924e-04
194,181,4.864718211e-03,4.123681924e-04
195,181,5.026883706e-03,4.123681924e-04
196,181,5.189049201e-03,4.123681924e-04
197,181,5.351214697e-03,4.123681924e-04
198,181,5.513380192e-03,4.123681924e-04
199,181,5.675545687e-03,4.123681924e-04
200,181,5.837711182e-03,4.123681924e-04
201,181,5.999876677e-03,4.123681924e-04
202,181,6.162042173e-03,4.123681924e-04
203,181,6.324207668e-03,4.123681924e-04
204,181,6.486373163e-03,4.123681924e-04
205,181,6.648538658e-03,4.123681924e-04
206,181,6.810704153e-03,4.123681924e-04
207,181,6.972869649e-03,4.123681924e-04
208,181,7.135035144e-03,4.123681924e-04
209,181,7.297200639e-03,4.123681924e-04
210,181,7.459366134e-03,4.123681924e-04
211,181,7.621531629e-03,4.123681924e-04
212,181,7.783697125e-03,4.123681924e-04
213,181,7.945862620e-03,4.123681924e-04
214,181,8.108028115e-03,4.123681924e-04
215,181,8.270193610e-03,4.123681924e-04
216,181,8.432359105e-03,4.123681924e-04
217,181,8.594524601e-03,4.123681924e-04
218,181,8.756690096e-03,4.123681924e-04
219,181,8.918855591e-03,4.123681924e-04
220,181,9.081021086e-03,4.123681924e-04
221,181,9.243186581e-03,4.123681924e-04
222,181,9.405352077e-03,4.123681924e-04
223,181,9.567517572e-03,4.123681924e-04
224,181,9.729683067e-03,4.123681924e-04
225,181,9.891848562e-03,4.123681924e-04
226,181,1.005401406e-02,4.123681924e-04
227,181,1.021617955e-02,4.123681924e-04
228,181,1.037834505e-02,4.123681924e-04
229,181,1.054051054e-02,4.123681924e-04
230,181,1.070267604e-02,4.123681924e-04
231,181,1.086484153e-02,4.123681924e-04
232,181,1.102700703e-02,4.123681924e-04
233,181,1.118917252e-02,4.123681924e-04
234,181,1.135133802e-02,4.123681924e-04
235,181,1.151350351e-02,4.123681924e-04
236,181,1.167566901e-02,4.123681924e-04
237,181,1.183783450e-02,4.123681924e-04
238,181,1.200000000e-02,4.123681924e-04
0,182,0.000000000e+00,4.219136702e-04
1,182,2.253927972e-07,4.219136702e-04
2,182,4.710108625e-07,4.219136702e-04
3,182,7.388114821e-07,4.219136702e-04
4,182,1.030777353e-06,4.219136702e-04
5,182,1.349134956e-06,4.219136702e-04
6,182,1.696071563e-06,4.219136702e-04
